first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Rodney,Stuckey,2015-03-10,IND,ORL,00:30:35,13,19,6,9,2,2,1,5,6,7,1,1,1,2,34,58.5
Kyle,Lowry,2015-03-10,TOR,SAS,00:42:43,10,19,5,9,7,7,1,3,4,5,2,0,1,4,32,50.5
LeBron,James,2015-03-10,CLE,DAL,00:28:58,10,14,4,6,3,5,0,7,7,8,1,1,2,3,27,52.75
Kawhi,Leonard,2015-03-10,SAS,TOR,00:38:51,10,19,0,0,4,4,4,7,11,1,5,1,1,1,24,50.75
Derrick,Favors,2015-03-10,UTA,NYK,00:34:33,11,17,0,0,7,9,2,10,12,0,2,0,1,4,29,47.5
Greg,Monroe,2015-03-10,DET,LAL,00:38:34,10,14,0,0,4,8,5,5,10,2,2,2,1,3,24,47.0
Alexey,Shved,2015-03-10,NYK,UTA,00:41:21,6,12,4,7,5,5,0,10,10,7,1,2,2,5,21,51.0
Kyrie,Irving,2015-03-10,CLE,DAL,00:34:49,6,13,1,2,9,10,1,4,5,5,2,0,3,1,22,38.75
J.R.,Smith,2015-03-10,CLE,DAL,00:28:56,8,14,5,8,0,0,2,6,8,2,1,0,0,3,21,38.5
Danny,Green,2015-03-10,SAS,TOR,00:25:42,5,7,5,6,4,5,1,5,6,2,0,1,1,1,19,33.5
Andre,Drummond,2015-03-10,DET,LAL,00:31:43,7,12,0,0,0,0,6,15,21,0,1,2,1,1,14,45.75
Tony,Parker,2015-03-10,SAS,TOR,00:36:30,9,20,1,3,4,6,0,2,2,9,1,0,1,2,23,41.0
Cole,Aldrich,2015-03-10,NYK,UTA,00:29:19,7,12,0,0,3,3,4,9,13,0,1,1,0,3,17,37.25
Amir,Johnson,2015-03-10,TOR,SAS,00:32:54,8,14,0,0,0,2,6,8,14,3,0,1,1,1,16,39.5
Omer,Asik,2015-03-10,NOP,BRK,00:27:17,6,8,0,0,0,0,3,12,15,1,1,0,0,0,12,34.25
Kevin,Love,2015-03-10,CLE,DAL,00:32:57,9,17,2,6,1,2,2,12,14,2,0,1,3,2,21,43.0
Timofey,Mozgov,2015-03-10,CLE,DAL,00:33:24,5,10,0,0,7,8,2,2,4,1,1,2,0,3,17,29.5
Quincy,Pondexter,2015-03-10,NOP,BRK,00:29:33,6,9,5,6,0,0,1,0,1,4,0,1,1,2,17,28.25
Damjan,Rudez,2015-03-10,IND,ORL,00:26:33,6,8,5,7,0,0,0,0,0,5,0,0,2,0,17,26.0
Luis,Scola,2015-03-10,IND,ORL,00:20:21,6,8,0,0,3,3,3,7,10,0,1,0,1,2,15,29.0
Rudy,Gobert,2015-03-10,UTA,NYK,00:37:36,4,8,0,0,2,5,2,12,14,1,3,4,1,1,10,42.5
Norris,Cole,2015-03-10,NOP,BRK,00:29:28,6,11,4,6,0,0,0,5,5,4,3,0,2,3,16,35.25
Tobias,Harris,2015-03-10,ORL,IND,00:29:41,8,17,1,4,5,6,2,4,6,0,2,0,2,2,22,33.0
C.J.,Watson,2015-03-10,IND,ORL,00:23:19,3,6,3,5,3,3,1,3,4,5,2,1,3,0,12,30.5
Monta,Ellis,2015-03-10,DAL,CLE,00:31:40,8,18,0,4,1,2,1,2,3,4,2,1,0,1,17,32.75
Jeremy,Lin,2015-03-10,LAL,DET,00:28:07,1,4,1,1,9,12,0,7,7,5,1,1,2,1,12,31.75
Brook,Lopez,2015-03-10,BRK,NOP,00:24:53,7,14,0,0,1,4,6,3,9,0,1,3,1,2,15,33.75
Iman,Shumpert,2015-03-10,CLE,DAL,00:31:44,2,6,1,3,2,2,2,2,4,6,6,0,1,4,7,33.0
Alexis,Ajinca,2015-03-10,NOP,BRK,00:22:55,7,14,0,0,3,3,1,4,5,4,3,0,3,4,17,33.75
DeMar,DeRozan,2015-03-10,TOR,SAS,00:38:34,8,18,0,1,5,7,0,3,3,4,1,0,1,5,21,32.25
Anthony,Davis,2015-03-10,NOP,BRK,00:28:03,5,16,0,0,5,6,1,5,6,5,0,3,0,2,15,36.0
Ed,Davis,2015-03-10,LAL,DET,00:18:18,6,8,0,0,1,2,2,4,6,1,1,0,0,4,13,24.0
Nikola,Vucevic,2015-03-10,ORL,IND,00:28:04,6,10,0,0,1,2,1,4,5,2,2,0,1,1,13,25.75
Eric,Gordon,2015-03-10,NOP,BRK,00:30:52,6,14,3,6,1,2,1,1,2,7,0,0,2,1,16,29.5
Jarrett,Jack,2015-03-10,BRK,NOP,00:28:14,5,9,1,3,4,5,0,1,1,3,0,0,1,0,15,20.75
Victor,Oladipo,2015-03-10,ORL,IND,00:32:04,4,12,1,3,4,4,0,3,3,2,3,3,1,3,13,31.75
Tyson,Chandler,2015-03-10,DAL,CLE,00:23:11,1,4,0,0,7,8,6,4,10,0,1,1,1,3,9,25.0
Chandler,Parsons,2015-03-10,DAL,CLE,00:31:33,7,12,3,4,1,2,1,4,5,1,0,1,4,1,18,27.25
Joe,Ingles,2015-03-10,UTA,NYK,00:35:56,4,8,1,3,3,3,0,3,3,5,1,0,2,2,12,24.75
Andrea,Bargnani,2015-03-10,NYK,UTA,00:33:27,9,19,0,1,2,2,0,3,3,1,0,0,1,1,20,24.75
Elfrid,Payton,2015-03-10,ORL,IND,00:31:53,5,13,0,0,4,6,2,1,3,6,1,1,2,3,14,29.75
Wesley,Johnson,2015-03-10,LAL,DET,00:32:47,2,6,1,3,8,8,0,3,3,1,2,0,2,2,13,21.75
