first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Goran,Dragic,2014-12-02,PHO,IND,00:35:12,11,15,5,6,7,7,0,5,5,3,4,0,3,2,34,53.75
LaMarcus,Aldridge,2014-12-02,POR,DEN,00:38:18,16,30,0,1,7,9,0,11,11,1,0,2,0,0,39,58.25
Anthony,Davis,2014-12-02,NOP,OKC,00:38:56,8,15,0,0,9,16,2,8,10,4,6,4,1,2,25,63.0
Kyle,Korver,2014-12-02,ATL,BOS,00:37:29,8,9,6,7,2,2,1,5,6,4,1,1,2,0,24,43.5
Kyle,Lowry,2014-12-02,TOR,SAC,00:37:15,10,21,1,3,6,6,0,0,0,13,2,1,2,3,27,52.0
Eric,Bledsoe,2014-12-02,PHO,IND,00:38:33,11,20,1,4,4,5,0,3,3,7,4,0,2,0,27,48.75
Kyrie,Irving,2014-12-02,CLE,MIL,00:40:32,10,15,0,3,8,10,0,2,2,6,1,1,1,4,28,43.0
Brandon,Knight,2014-12-02,MIL,CLE,00:37:10,10,18,5,9,2,2,1,5,6,8,3,0,3,4,27,53.5
Victor,Oladipo,2014-12-02,ORL,GSW,00:36:27,10,14,3,4,4,4,0,4,4,4,3,0,4,0,27,43.5
Joe,Johnson,2014-12-02,BRK,NYK,00:36:39,7,14,1,4,7,7,3,5,8,6,3,1,2,1,22,48.5
Ryan,Anderson,2014-12-02,NOP,OKC,00:34:52,7,15,2,7,7,7,6,5,11,1,2,0,0,3,23,43.25
Jose,Calderon,2014-12-02,NYK,BRK,00:32:10,7,9,5,6,0,0,1,1,2,7,2,0,1,1,19,38.0
Ty,Lawson,2014-12-02,DEN,POR,00:42:37,9,16,3,4,3,7,0,4,4,13,2,0,4,3,24,52.0
