first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Anthony,Davis,2014-12-04,NOP,GSW,00:37:43,14,19,0,0,2,4,3,12,15,3,2,3,2,2,30,62.25
Kyrie,Irving,2014-12-04,CLE,NYK,00:44:10,12,18,3,6,10,11,0,3,3,2,2,0,3,1,37,47.75
Stephen,Curry,2014-12-04,GSW,NOP,00:30:37,8,17,3,6,0,0,0,3,3,11,4,1,2,0,19,49.75
Klay,Thompson,2014-12-04,GSW,NOP,00:33:01,8,16,5,8,2,4,1,3,4,5,2,1,2,0,23,43.0
Damian,Lillard,2014-12-04,POR,IND,00:34:21,7,15,1,5,8,11,0,8,8,3,2,0,1,1,23,41.5
LeBron,James,2014-12-04,CLE,NYK,00:39:31,7,17,1,6,4,7,1,4,5,12,2,0,4,2,19,45.75
Harrison,Barnes,2014-12-04,GSW,NOP,00:40:23,7,12,0,1,3,4,5,5,10,1,0,0,1,0,17,30.5
Solomon,Hill,2014-12-04,IND,POR,00:29:09,7,11,1,2,0,0,4,4,8,3,1,1,2,3,15,33.0
Tim,Hardaway,2014-12-04,NYK,CLE,00:21:30,8,14,4,8,0,0,0,3,3,1,0,0,0,1,20,27.25
Quincy,Acy,2014-12-04,NYK,CLE,00:31:12,6,8,0,0,3,4,2,4,6,3,0,1,3,1,15,27.5
Amar'e,Stoudemire,2014-12-04,NYK,CLE,00:29:59,8,13,0,0,2,2,3,6,9,2,1,1,5,4,18,33.75
Draymond,Green,2014-12-04,GSW,NOP,00:32:27,6,13,2,5,0,0,5,9,14,2,0,1,2,3,14,36.5
Nicolas,Batum,2014-12-04,POR,IND,00:37:19,5,13,1,5,2,2,0,5,5,5,3,2,3,0,13,35.75
LaMarcus,Aldridge,2014-12-04,POR,IND,00:35:37,7,21,2,2,2,2,3,10,13,3,0,2,3,2,18,42.25
David,West,2014-12-04,IND,POR,00:31:12,6,13,1,1,0,0,0,8,8,3,2,1,2,2,13,33.0
Andrew,Bogut,2014-12-04,GSW,NOP,00:29:16,4,9,0,0,0,0,4,7,11,1,0,4,1,2,8,30.75
Kevin,Love,2014-12-04,CLE,NYK,00:38:57,4,11,0,2,3,4,2,9,11,2,0,1,1,1,11,29.25
Omer,Asik,2014-12-04,NOP,GSW,00:30:11,4,8,0,0,1,2,4,11,15,1,0,0,2,1,9,28.25
Anderson,Varejao,2014-12-04,CLE,NYK,00:28:44,3,6,0,0,2,2,1,2,3,1,3,0,0,3,8,19.25
Rodney,Stuckey,2014-12-04,IND,POR,00:29:00,7,15,0,1,2,2,0,6,6,5,0,0,4,4,16,29.0
Marreese,Speights,2014-12-04,GSW,NOP,00:16:54,5,14,0,0,2,2,2,4,6,1,1,1,1,1,12,24.5
Allen,Crabbe,2014-12-04,POR,IND,00:17:20,2,3,0,1,2,2,0,1,1,0,2,1,0,0,6,13.25
Shaun,Livingston,2014-12-04,GSW,NOP,00:17:23,2,6,0,0,0,0,1,2,3,6,1,0,0,0,4,18.75
Jrue,Holiday,2014-12-04,NOP,GSW,00:32:38,5,15,0,2,2,2,2,1,3,8,1,0,4,2,12,27.75
Andre,Iguodala,2014-12-04,GSW,NOP,00:23:10,3,6,0,1,0,3,0,4,4,3,2,0,0,1,6,19.5
Luis,Scola,2014-12-04,IND,POR,00:16:36,4,8,0,0,2,2,1,2,3,1,0,0,1,1,10,14.75
Chris,Kaman,2014-12-04,POR,IND,00:17:50,2,6,0,0,2,2,0,7,7,4,0,0,1,0,6,20.25
Roy,Hibbert,2014-12-04,IND,POR,00:30:46,4,10,0,0,1,2,2,5,7,2,0,1,2,2,9,21.75
Luke,Babbitt,2014-12-04,NOP,GSW,00:19:05,2,3,1,2,0,0,0,3,3,0,1,0,0,1,5,11.25
J.R.,Smith,2014-12-04,NYK,CLE,00:19:01,4,8,1,2,0,0,0,0,0,3,0,0,2,0,9,13.0
Leandro,Barbosa,2014-12-04,GSW,NOP,00:13:09,3,6,0,1,0,0,0,1,1,1,1,0,0,1,6,10.75
Samuel,Dalembert,2014-12-04,NYK,CLE,00:18:01,3,6,0,0,0,0,2,7,9,0,2,0,2,5,6,20.25
John,Salmons,2014-12-04,NOP,GSW,00:20:32,2,4,1,2,0,0,0,3,3,2,0,0,0,2,5,12.25
Joel,Freeland,2014-12-04,POR,IND,00:12:23,2,2,0,0,0,0,0,5,5,1,0,0,0,3,4,11.75
Pablo,Prigioni,2014-12-04,NYK,CLE,00:7:36,0,2,0,2,0,0,0,0,0,4,3,0,0,0,0,12.0
Wesley,Matthews,2014-12-04,POR,IND,00:34:14,6,14,0,5,0,0,0,0,0,0,1,0,1,1,12,13.5
Ian,Mahinmi,2014-12-04,IND,POR,00:18:33,0,1,0,0,0,2,3,7,10,0,1,1,0,3,0,16.5
Iman,Shumpert,2014-12-04,NYK,CLE,00:25:12,0,4,0,2,0,0,4,2,6,4,2,0,1,3,0,17.0
Austin,Rivers,2014-12-04,NOP,GSW,00:22:50,3,8,0,1,1,2,0,0,0,3,0,0,0,3,7,11.5
Shane,Larkin,2014-12-04,NYK,CLE,00:15:37,2,6,1,3,0,0,0,1,1,1,1,0,0,3,5,10.25
Joe,Harris,2014-12-04,CLE,NYK,00:3:43,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,3.25
Damjan,Rudez,2014-12-04,IND,POR,00:25:44,2,4,1,3,0,0,0,1,1,0,0,0,1,1,5,6.25
Justin,Holiday,2014-12-04,GSW,NOP,00:1:50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
Tyreke,Evans,2014-12-04,NOP,GSW,00:35:30,4,15,1,3,2,3,0,3,3,5,2,1,7,2,11,25.25
Shawn,Marion,2014-12-04,CLE,NYK,00:26:48,2,8,1,3,0,0,2,4,6,1,0,0,2,2,5,13.5
Carmelo,Anthony,2014-12-04,NYK,CLE,00:30:27,4,19,1,5,0,0,5,5,10,4,1,1,5,3,9,29.5
C.J.,Miles,2014-12-04,IND,POR,00:20:24,2,8,1,5,0,0,1,1,2,2,0,0,2,0,5,10.0
Jeff,Withey,2014-12-04,NOP,GSW,00:1:50,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2.5
Steve,Blake,2014-12-04,POR,IND,00:21:20,1,4,0,3,0,0,0,2,2,4,0,0,1,4,2,10.0
Dion,Waiters,2014-12-04,CLE,NYK,00:20:12,3,6,0,0,0,0,0,0,0,1,0,0,3,1,6,6.0
Jason,Smith,2014-12-04,NYK,CLE,00:12:57,1,3,0,0,0,0,1,1,2,1,0,0,1,2,2,5.5
Jose,Calderon,2014-12-04,NYK,CLE,00:28:27,1,5,1,4,0,0,0,1,1,3,1,0,2,3,3,10.25
Robin,Lopez,2014-12-04,POR,IND,00:29:36,1,5,0,0,2,4,2,5,7,0,1,0,2,5,4,13.75
A.J.,Price,2014-12-04,CLE,NYK,00:0:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Festus,Ezeli,2014-12-04,GSW,NOP,00:1:50,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1.0
C.J.,Watson,2014-12-04,IND,POR,00:19:00,2,12,0,1,0,0,0,3,3,3,1,1,1,1,4,15.75
Ryan,Anderson,2014-12-04,NOP,GSW,00:26:02,2,9,0,5,0,0,0,0,0,1,1,0,1,0,4,7.0
Dante,Cunningham,2014-12-04,NOP,GSW,00:11:49,1,6,0,0,0,0,1,2,3,0,1,0,1,2,2,7.25
Jimmer,Fredette,2014-12-04,NOP,GSW,00:1:50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tristan,Thompson,2014-12-04,CLE,NYK,00:25:22,0,2,0,0,2,2,0,3,3,0,0,0,2,3,2,4.75
