first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
James,Harden,2014-12-26,HOU,MEM,00:41:23,10,17,2,4,10,11,1,7,8,10,0,3,2,1,32,63.0
Kenneth,Faried,2014-12-26,DEN,MIN,00:29:46,11,15,0,0,4,5,12,13,25,3,0,0,4,5,26,59.75
Jared,Dudley,2014-12-26,MIL,ATL,00:24:28,10,10,4,4,0,0,1,3,4,2,4,0,1,3,24,41.5
Jarrett,Jack,2014-12-26,BRK,BOS,00:34:03,8,14,1,2,10,10,0,7,7,5,3,1,4,1,27,49.75
Marc,Gasol,2014-12-26,MEM,HOU,00:38:51,12,21,1,1,4,4,0,8,8,4,0,2,0,2,29,49.5
LeBron,James,2014-12-26,CLE,ORL,00:36:56,10,20,0,5,9,11,0,5,5,8,2,2,4,1,29,53.25
Paul,Millsap,2014-12-26,ATL,MIL,00:30:23,8,10,1,1,5,6,3,8,11,2,2,1,4,0,22,43.25
Greg,Monroe,2014-12-26,DET,IND,00:30:55,7,11,0,0,5,8,5,10,15,1,3,1,1,1,19,46.75
Anthony,Davis,2014-12-26,NOP,SAS,00:37:43,8,19,0,0,6,6,1,11,12,3,2,5,1,1,22,55.0
Marcus,Morris,2014-12-26,PHO,SAC,00:28:16,7,12,6,7,0,0,3,6,9,5,1,0,1,0,20,43.25
Damian,Lillard,2014-12-26,POR,PHI,00:32:30,9,17,3,8,7,7,0,5,5,9,1,0,7,1,28,47.75
Russell,Westbrook,2014-12-26,OKC,CHO,00:25:27,11,21,1,1,6,6,1,1,2,5,2,1,6,2,29,42.5
Tony,Wroten,2014-12-26,PHI,POR,00:27:11,7,13,1,4,7,9,1,3,4,4,2,0,2,2,22,36.5
Thaddeus,Young,2014-12-26,MIN,DEN,00:32:06,10,21,0,1,3,4,2,4,6,4,2,0,0,2,23,40.5
Cory,Joseph,2014-12-26,SAS,NOP,00:38:20,8,9,1,1,3,4,0,3,3,5,0,1,3,2,20,32.25
Gorgui,Dieng,2014-12-26,MIN,DEN,00:35:34,5,12,0,0,4,6,3,9,12,2,2,5,0,2,14,46.0
