first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Anthony,Davis,2015-01-26,NOP,PHI,00:30:32,12,19,0,0,8,8,5,5,10,3,3,4,0,3,32,63.0
Zach,Randolph,2015-01-26,MEM,ORL,00:33:39,8,13,0,2,8,8,3,7,10,6,1,1,3,3,24,48.0
Gordon,Hayward,2015-01-26,UTA,BOS,00:35:30,7,17,4,5,8,12,2,4,6,3,3,2,1,2,26,49.5
Arron,Afflalo,2015-01-26,DEN,LAC,00:36:46,8,13,2,4,0,0,1,2,3,6,3,1,1,0,18,39.25
Beno,Udrih,2015-01-26,MEM,ORL,00:26:03,6,8,1,2,2,2,1,1,2,5,4,0,1,1,15,33.0
Ty,Lawson,2015-01-26,DEN,LAC,00:34:35,7,12,0,0,5,6,0,3,3,11,0,0,3,1,19,37.75
Jamal,Crawford,2015-01-26,LAC,DEN,00:30:15,6,14,3,7,8,9,1,3,4,3,2,0,2,2,23,37.0
Tayshaun,Prince,2015-01-26,BOS,UTA,00:30:02,7,10,2,3,3,4,0,2,2,5,0,0,0,1,19,30.0
Ryan,Anderson,2015-01-26,NOP,PHI,00:24:26,7,14,4,5,1,2,4,3,7,0,3,0,0,1,19,35.75
Andrew,Wiggins,2015-01-26,MIN,OKC,00:38:18,7,14,0,1,9,12,3,1,4,2,2,1,3,3,23,35.5
Matt,Barnes,2015-01-26,LAC,DEN,00:33:41,7,11,2,4,2,2,1,2,3,2,2,2,1,5,18,33.25
K.J.,McDaniels,2015-01-26,PHI,NOP,00:27:48,5,8,1,1,5,6,1,3,4,1,3,2,2,2,16,32.0
Thaddeus,Young,2015-01-26,MIN,OKC,00:42:10,8,20,0,1,6,6,2,6,8,3,2,0,3,0,22,39.0
Rudy,Gobert,2015-01-26,UTA,BOS,00:26:06,4,4,0,0,0,0,4,6,10,2,0,3,0,0,8,29.5
Chris,Paul,2015-01-26,LAC,DEN,00:34:46,7,11,1,3,0,0,0,5,5,8,1,0,3,1,15,34.25
Reggie,Jackson,2015-01-26,OKC,MIN,00:26:14,5,7,1,1,3,3,1,1,2,2,3,0,2,0,14,25.0
Victor,Oladipo,2015-01-26,ORL,MEM,00:32:44,6,11,1,3,5,6,1,6,7,2,2,0,3,2,18,32.75
Serge,Ibaka,2015-01-26,OKC,MIN,00:35:47,6,13,1,3,0,0,5,14,19,0,2,2,3,2,13,43.75
Nikola,Vucevic,2015-01-26,ORL,MEM,00:39:16,6,13,0,0,6,7,3,9,12,0,2,1,4,2,18,37.0
Blake,Griffin,2015-01-26,LAC,DEN,00:34:15,6,17,0,0,2,4,2,7,9,10,1,1,2,1,14,43.25
DeAndre,Jordan,2015-01-26,LAC,DEN,00:34:48,3,5,0,0,1,1,4,8,12,0,3,4,1,3,7,35.5
Marc,Gasol,2015-01-26,MEM,ORL,00:34:28,5,13,0,1,6,7,3,7,10,4,1,1,3,3,16,37.0
Tyler,Zeller,2015-01-26,BOS,UTA,00:29:10,6,8,0,0,2,2,1,6,7,1,0,2,1,4,14,27.75
Wilson,Chandler,2015-01-26,DEN,LAC,00:34:37,7,18,3,8,1,2,3,7,10,2,1,0,1,3,18,36.5
Eric,Gordon,2015-01-26,NOP,PHI,00:24:42,5,9,2,5,1,1,0,1,1,5,1,0,1,1,13,24.25
Jeff,Green,2015-01-26,MEM,ORL,00:26:17,4,6,2,2,2,2,0,6,6,2,1,1,1,3,12,27.0
Gorgui,Dieng,2015-01-26,MIN,OKC,00:35:44,3,8,0,0,0,0,6,12,18,2,1,3,2,2,6,38.5
Henry,Sims,2015-01-26,PHI,NOP,00:19:20,4,9,0,0,6,8,3,0,3,1,1,0,1,2,14,20.75
Kenneth,Faried,2015-01-26,DEN,LAC,00:30:12,6,9,0,0,2,3,1,1,2,0,0,0,0,1,14,16.5
Derrick,Favors,2015-01-26,UTA,BOS,00:34:11,5,13,0,1,3,7,1,7,8,4,1,4,3,3,13,37.5
Enes,Kanter,2015-01-26,UTA,BOS,00:31:02,10,16,0,1,0,0,3,3,6,0,0,0,4,6,20,25.5
Dewayne,Dedmon,2015-01-26,ORL,MEM,00:30:03,4,5,0,0,2,6,4,6,10,0,0,1,1,4,10,24.0
Courtney,Lee,2015-01-26,MEM,ORL,00:32:36,2,6,2,4,5,5,0,2,2,2,0,0,0,1,11,17.5
Marcus,Smart,2015-01-26,BOS,UTA,00:28:55,4,9,1,4,0,0,1,2,3,5,1,0,1,0,9,22.25
Nick,Collison,2015-01-26,OKC,MIN,00:17:04,3,4,0,0,1,2,2,6,8,2,1,0,0,4,7,22.0
Anthony,Morrow,2015-01-26,OKC,MIN,00:24:38,5,13,1,7,3,3,0,1,1,1,1,1,0,2,14,21.25
Dante,Cunningham,2015-01-26,NOP,PHI,00:25:42,4,8,0,0,0,0,1,5,6,1,1,1,0,0,8,21.0
Tyreke,Evans,2015-01-26,NOP,PHI,00:28:04,2,6,1,3,1,2,1,1,2,12,0,0,2,3,6,26.0
Alexis,Ajinca,2015-01-26,NOP,PHI,00:17:28,2,8,0,0,1,1,3,5,8,1,1,4,0,1,5,26.5
Brandon,Bass,2015-01-26,BOS,UTA,00:25:18,3,6,0,0,2,2,1,6,7,1,1,1,0,5,8,22.25
Glen,Davis,2015-01-26,LAC,DEN,00:10:20,2,2,0,0,4,4,2,3,5,0,0,0,1,2,8,13.75
Luc,Mbah,2015-01-26,PHI,NOP,00:30:35,6,13,0,1,2,3,1,2,3,1,0,0,0,3,14,19.25
Jerami,Grant,2015-01-26,PHI,NOP,00:26:17,4,8,1,2,1,2,0,2,2,2,0,4,2,2,10,23.0
Elfrid,Payton,2015-01-26,ORL,MEM,00:35:41,5,14,0,0,2,4,1,1,2,6,2,0,2,3,12,26.5
Jared,Sullinger,2015-01-26,BOS,UTA,00:27:24,4,10,1,3,3,3,2,7,9,1,1,0,4,1,12,25.25
Steven,Adams,2015-01-26,OKC,MIN,00:23:55,3,6,0,0,2,4,2,3,5,1,0,4,2,3,8,22.75
Evan,Turner,2015-01-26,BOS,UTA,00:21:19,2,7,0,0,5,6,0,3,3,4,1,0,2,1,9,19.75
Trey,Burke,2015-01-26,UTA,BOS,00:32:08,7,20,4,12,0,0,0,0,0,0,0,0,0,1,18,20.0
Omer,Asik,2015-01-26,NOP,PHI,00:20:26,4,6,0,0,2,5,2,5,7,2,0,0,3,3,10,20.25
Jon,Leuer,2015-01-26,MEM,ORL,00:14:21,4,7,0,0,1,2,0,2,2,1,0,0,0,1,9,13.0
Nick,Calathes,2015-01-26,MEM,ORL,00:15:24,3,6,0,0,0,0,0,1,1,4,1,0,1,0,6,14.75
Anthony,Bennett,2015-01-26,MIN,OKC,00:19:07,3,7,0,2,1,2,1,5,6,0,1,1,0,2,7,18.5
Marcus,Thornton,2015-01-26,BOS,UTA,00:19:27,3,8,1,4,2,2,0,2,2,1,1,0,1,0,9,15.0
Russell,Westbrook,2015-01-26,OKC,MIN,00:30:42,7,22,0,3,4,6,1,3,4,5,1,0,4,2,18,30.5
Dion,Waiters,2015-01-26,OKC,MIN,00:24:47,4,12,1,3,1,4,1,1,2,5,1,0,1,2,10,22.0
Zach,LaVine,2015-01-26,MIN,OKC,00:22:30,3,9,1,2,4,5,1,4,5,1,0,0,1,4,11,18.75
Robert,Covington,2015-01-26,PHI,NOP,00:30:25,2,11,0,4,2,2,1,5,6,5,1,0,0,1,6,23.0
Jusuf,Nurkic,2015-01-26,DEN,LAC,00:28:45,3,6,0,0,0,2,0,10,10,1,1,3,2,4,6,27.0
Willie,Green,2015-01-26,ORL,MEM,00:19:34,3,5,0,1,0,0,1,4,5,2,1,0,2,3,6,16.25
Perry,Jones,2015-01-26,OKC,MIN,00:24:24,2,6,0,2,2,2,0,3,3,1,0,2,1,0,6,14.75
Danilo,Gallinari,2015-01-26,DEN,LAC,00:18:27,3,7,2,5,0,0,0,2,2,1,0,0,0,3,8,13.0
Channing,Frye,2015-01-26,ORL,MEM,00:12:36,2,4,2,4,0,0,0,1,1,0,0,0,0,0,6,8.25
Darrell,Arthur,2015-01-26,DEN,LAC,00:19:03,3,7,0,0,2,2,1,0,1,0,0,0,0,2,8,9.25
Kyle,O'Quinn,2015-01-26,ORL,MEM,00:12:36,2,3,0,1,0,0,0,1,1,3,0,1,1,2,4,11.25
Furkan,Aldemir,2015-01-26,PHI,NOP,00:9:48,1,1,0,0,0,0,3,1,4,0,1,0,0,3,2,9.0
Vince,Carter,2015-01-26,MEM,ORL,00:21:43,2,6,1,3,0,0,0,2,2,1,2,2,2,2,5,16.5
Aaron,Gordon,2015-01-26,ORL,MEM,00:20:37,3,7,0,1,1,2,1,1,2,1,0,0,0,3,7,11.0
Jimmer,Fredette,2015-01-26,NOP,PHI,00:5:35,2,3,0,0,0,0,0,2,2,1,0,0,1,0,4,7.5
Jae,Crowder,2015-01-26,BOS,UTA,00:15:57,2,4,1,1,0,0,0,1,1,0,0,0,0,1,5,6.75
Nikola,Pekovic,2015-01-26,MIN,OKC,00:29:52,3,12,0,0,2,4,2,5,7,2,0,0,1,1,8,19.25
Gerald,Wallace,2015-01-26,BOS,UTA,00:13:36,0,0,0,0,2,2,0,3,3,0,2,0,2,0,2,8.75
Tobias,Harris,2015-01-26,ORL,MEM,00:20:18,4,10,0,0,0,0,1,1,2,0,1,0,2,0,8,11.5
Spencer,Hawes,2015-01-26,LAC,DEN,00:16:31,2,3,0,0,0,0,0,2,2,1,0,0,1,1,4,7.5
J.J.,Hickson,2015-01-26,DEN,LAC,00:17:18,1,3,0,1,0,0,2,3,5,2,0,0,1,1,2,10.75
Andre,Roberson,2015-01-26,OKC,MIN,00:11:58,1,1,0,0,0,0,0,2,2,0,0,1,0,1,2,6.5
Joe,Ingles,2015-01-26,UTA,BOS,00:31:14,1,6,0,2,0,0,0,4,4,5,4,0,2,6,2,21.5
Avery,Bradley,2015-01-26,BOS,UTA,00:28:52,4,12,2,4,2,2,0,0,0,0,1,0,3,2,12,13.5
Randy,Foye,2015-01-26,DEN,LAC,00:6:52,1,3,1,2,0,0,0,1,1,1,0,0,0,0,3,6.25
Elijah,Millsap,2015-01-26,UTA,BOS,00:20:06,1,4,1,1,0,0,0,4,4,2,1,1,2,2,3,14.5
Hedo,Turkoglu,2015-01-26,LAC,DEN,00:13:14,1,3,1,3,0,0,0,2,2,1,0,1,1,1,3,9.0
Austin,Rivers,2015-01-26,LAC,DEN,00:13:14,2,4,0,0,0,0,0,2,2,0,0,0,1,0,4,6.0
Nate,Wolters,2015-01-26,NOP,PHI,00:19:47,0,3,0,0,0,0,1,3,4,3,0,1,1,0,0,11.0
Luke,Babbitt,2015-01-26,NOP,PHI,00:5:35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
J.J.,Redick,2015-01-26,LAC,DEN,00:18:56,2,10,0,2,2,2,0,1,1,0,1,0,0,1,6,9.25
Jameer,Nelson,2015-01-26,DEN,LAC,00:13:20,1,5,0,1,0,0,0,1,1,2,2,0,2,0,2,9.25
JaKarr,Sampson,2015-01-26,PHI,NOP,00:18:08,2,9,0,2,0,0,2,2,4,1,0,1,1,1,4,12.0
Trevor,Booker,2015-01-26,UTA,BOS,00:4:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alonzo,Gee,2015-01-26,DEN,LAC,00:0:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Miroslav,Raduljica,2015-01-26,MIN,OKC,00:1:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Troy,Daniels,2015-01-26,MIN,OKC,00:3:15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0
Chase,Budinger,2015-01-26,MIN,OKC,00:14:26,1,2,0,0,0,0,0,2,2,0,0,0,1,2,2,4.0
Ish,Smith,2015-01-26,OKC,MIN,00:1:17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Mike,Conley,2015-01-26,MEM,ORL,00:21:57,2,8,1,4,0,0,0,1,1,0,1,0,2,0,5,7.75
Evan,Fournier,2015-01-26,ORL,MEM,00:16:35,2,6,1,2,0,0,1,1,2,0,0,0,2,3,5,7.0
Jeremy,Lamb,2015-01-26,OKC,MIN,00:1:17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nerlens,Noel,2015-01-26,PHI,NOP,00:31:07,1,9,0,0,0,0,1,5,6,2,0,2,1,2,2,16.0
Kendrick,Perkins,2015-01-26,OKC,MIN,00:16:40,0,0,0,0,0,0,2,4,6,0,0,1,2,5,0,8.5
Glenn,Robinson,2015-01-26,MIN,OKC,00:3:35,0,2,0,1,1,2,0,0,0,0,0,0,0,0,1,1.0
Grant,Jerrett,2015-01-26,OKC,MIN,00:1:17,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0
John,Salmons,2015-01-26,NOP,PHI,00:12:27,0,2,0,2,0,0,0,0,0,0,1,1,1,1,0,3.5
Mo,Williams,2015-01-26,MIN,OKC,00:29:46,1,10,1,6,1,1,0,0,0,3,2,0,2,2,4,12.0
Hollis,Thompson,2015-01-26,PHI,NOP,00:14:49,1,4,0,1,0,0,0,1,1,0,0,0,1,1,2,2.75
Jeff,Withey,2015-01-26,NOP,PHI,00:3:08,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1.25
Larry,Drew,2015-01-26,PHI,NOP,00:31:43,2,9,0,4,0,0,1,4,5,2,1,0,4,2,4,13.25
Dante,Exum,2015-01-26,UTA,BOS,00:25:17,0,2,0,2,0,0,0,1,1,2,0,0,2,3,0,3.25
Kosta,Koufos,2015-01-26,MEM,ORL,00:13:32,0,3,0,0,0,0,0,3,3,0,0,1,2,3,0,4.75
Quincy,Pondexter,2015-01-26,NOP,PHI,00:22:08,0,4,0,1,0,0,0,4,4,0,0,0,2,3,0,4.0
