first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Kobe,Bryant,2014-11-30,LAL,TOR,00:41:36,11,24,0,1,9,13,1,10,11,12,0,1,2,2,31,63.75
Jimmy,Butler,2014-11-30,CHI,BRK,00:39:07,7,12,1,3,11,13,0,4,4,5,1,0,0,1,26,41.0
Pau,Gasol,2014-11-30,CHI,BRK,00:32:56,9,12,0,0,7,8,1,12,13,1,1,2,2,2,25,47.75
LaMarcus,Aldridge,2014-11-30,POR,MIN,00:35:50,11,17,0,0,4,4,3,12,15,2,0,0,1,3,26,47.25
Carmelo,Anthony,2014-11-30,NYK,MIA,00:41:14,11,26,1,6,8,10,3,5,8,2,1,1,0,3,31,48.5
Shabazz,Muhammad,2014-11-30,MIN,POR,00:29:48,12,17,0,0,4,8,4,1,5,1,0,1,1,3,28,37.25
Zach,Randolph,2014-11-30,MEM,SAC,00:34:24,8,16,0,0,6,10,2,10,12,4,3,0,0,3,22,49.0
Reggie,Evans,2014-11-30,SAC,MEM,00:34:58,7,10,0,0,3,6,9,11,20,1,1,1,2,4,17,46.5
Kyle,Lowry,2014-11-30,TOR,LAL,00:41:23,10,28,1,8,8,12,2,4,6,9,3,0,2,6,29,55.5
Stephen,Curry,2014-11-30,GSW,DET,00:28:22,5,9,1,3,5,6,1,2,3,10,1,0,1,2,16,36.75
Danny,Green,2014-11-30,SAS,BOS,00:35:12,7,13,4,9,0,0,1,5,6,3,3,1,1,1,18,39.5
Josh,Smith,2014-11-30,DET,GSW,00:34:05,6,18,0,1,2,4,4,5,9,12,4,1,1,3,14,52.75
Boris,Diaw,2014-11-30,SAS,BOS,00:24:41,5,6,3,4,2,2,2,5,7,3,0,1,0,2,15,31.75
Jordan,Hill,2014-11-30,LAL,TOR,00:34:10,6,11,0,0,4,5,5,7,12,1,0,3,0,3,16,38.5
Brandon,Jennings,2014-11-30,DET,GSW,00:35:09,6,19,3,7,7,7,2,2,4,6,1,0,1,0,22,39.0
Mo,Williams,2014-11-30,MIN,POR,00:40:00,8,18,1,2,4,5,1,4,5,11,2,0,4,5,21,46.25
Marc,Gasol,2014-11-30,MEM,SAC,00:30:33,6,11,0,0,6,6,0,6,6,5,1,1,1,5,18,36.5
Amar'e,Stoudemire,2014-11-30,NYK,MIA,00:36:54,7,13,0,1,5,8,7,5,12,1,0,1,1,4,19,37.0
Damian,Lillard,2014-11-30,POR,MIN,00:35:32,6,14,1,7,4,7,0,1,1,8,3,1,1,1,17,38.25
Kentavious,Caldwell-Pope,2014-11-30,DET,GSW,00:36:24,8,15,4,7,3,5,1,3,4,1,2,0,2,2,23,34.5
Dwyane,Wade,2014-11-30,MIA,NYK,00:32:17,11,18,0,1,5,9,4,1,5,5,0,0,7,1,27,37.25
Wesley,Matthews,2014-11-30,POR,MIN,00:33:05,8,13,6,10,1,2,2,4,6,2,0,0,3,4,23,35.0
Terrence,Ross,2014-11-30,TOR,LAL,00:38:01,8,12,4,7,0,0,1,4,5,1,0,0,1,3,20,29.25
Markieff,Morris,2014-11-30,PHO,ORL,00:38:44,7,15,0,4,4,5,3,7,10,7,0,1,3,4,18,41.5
Goran,Dragic,2014-11-30,PHO,ORL,00:40:55,7,15,3,6,5,5,1,7,8,4,0,0,5,1,22,37.0
Thaddeus,Young,2014-11-30,MIN,POR,00:42:30,6,11,0,2,2,3,0,5,5,4,3,2,1,4,14,35.75
Tobias,Harris,2014-11-30,ORL,PHO,00:34:00,8,18,1,2,4,4,0,8,8,1,2,0,2,1,21,36.0
Greivis,Vasquez,2014-11-30,TOR,LAL,00:33:55,8,16,1,5,2,4,0,0,0,5,1,0,0,1,19,29.0
Darren,Collison,2014-11-30,SAC,MEM,00:37:35,6,14,0,3,4,7,0,7,7,7,4,1,5,0,16,42.75
Patrick,Patterson,2014-11-30,TOR,LAL,00:33:34,3,8,0,4,4,4,5,8,13,3,0,1,0,1,10,32.75
Carlos,Boozer,2014-11-30,LAL,TOR,00:29:38,9,15,0,0,0,0,2,7,9,2,0,0,2,2,18,31.25
Chris,Bosh,2014-11-30,MIA,NYK,00:33:12,7,18,2,6,4,6,0,9,9,2,1,0,1,2,20,36.75
Rudy,Gay,2014-11-30,SAC,MEM,00:32:37,7,14,0,1,6,7,1,3,4,3,1,0,4,2,20,29.5
Draymond,Green,2014-11-30,GSW,DET,00:32:40,7,13,5,8,1,2,1,5,6,2,1,0,4,4,20,33.0
Tim,Duncan,2014-11-30,SAS,BOS,00:24:44,4,12,0,0,6,6,3,5,8,2,0,2,1,1,14,30.5
Gorgui,Dieng,2014-11-30,MIN,POR,00:37:12,4,10,0,0,3,4,2,6,8,4,2,0,1,1,11,30.5
Nikola,Mirotic,2014-11-30,CHI,BRK,00:27:24,3,5,1,3,5,5,2,10,12,1,1,1,3,5,12,31.5
Evan,Fournier,2014-11-30,ORL,PHO,00:33:38,5,8,2,5,3,4,1,4,5,2,1,0,3,3,15,25.75
Kawhi,Leonard,2014-11-30,SAS,BOS,00:30:00,5,9,1,3,1,1,0,6,6,0,2,0,0,1,12,24.0
Kyle,Singler,2014-11-30,DET,GSW,00:27:34,3,8,2,4,1,1,0,4,4,4,2,1,0,1,9,27.0
Jarrett,Jack,2014-11-30,BRK,CHI,00:27:25,5,13,0,1,2,2,1,3,4,4,1,0,0,0,12,25.0
Nick,Young,2014-11-30,LAL,TOR,00:31:16,6,11,5,8,3,5,0,4,4,0,0,0,4,2,20,25.5
Kevin,Garnett,2014-11-30,BRK,CHI,00:24:16,3,7,0,0,1,1,0,7,7,3,3,0,0,1,7,26.25
Ben,McLemore,2014-11-30,SAC,MEM,00:40:55,7,13,1,3,3,4,0,2,2,2,1,0,3,3,18,24.5
Tony,Allen,2014-11-30,MEM,SAC,00:28:55,5,7,0,0,3,7,3,0,3,2,4,0,4,5,13,25.75
Shaun,Livingston,2014-11-30,GSW,DET,00:23:00,5,7,0,1,2,2,0,4,4,3,0,0,2,1,12,20.5
Miles,Plumlee,2014-11-30,PHO,ORL,00:25:14,6,6,0,0,0,0,2,3,5,0,1,1,3,3,12,20.75
Bojan,Bogdanovic,2014-11-30,BRK,CHI,00:31:28,6,12,1,4,0,0,2,3,5,2,1,0,1,2,13,24.25
Tyler,Zeller,2014-11-30,BOS,SAS,00:22:51,2,5,0,0,3,3,4,6,10,1,0,1,0,2,7,23.0
Jonas,Valanciunas,2014-11-30,TOR,LAL,00:33:21,4,10,0,0,1,2,2,11,13,1,0,3,1,1,9,32.25
Klay,Thompson,2014-11-30,GSW,DET,00:35:08,5,11,2,2,3,3,0,3,3,2,1,0,3,1,15,23.25
Nikola,Vucevic,2014-11-30,ORL,PHO,00:34:19,7,15,0,0,4,6,3,5,8,0,1,1,4,4,18,30.0
Louis,Williams,2014-11-30,TOR,LAL,00:25:52,5,17,3,9,6,7,0,2,2,1,1,0,1,2,19,26.0
Wesley,Johnson,2014-11-30,LAL,TOR,00:27:24,5,11,1,5,2,2,0,2,2,1,1,1,0,3,13,21.5
Brandon,Bass,2014-11-30,BOS,SAS,00:18:57,5,7,0,0,0,0,1,2,3,1,1,1,1,2,10,18.75
Aron,Baynes,2014-11-30,SAS,BOS,00:18:57,5,8,1,1,2,2,0,5,5,0,0,0,1,3,13,19.25
Luol,Deng,2014-11-30,MIA,NYK,00:37:42,2,11,0,4,6,8,5,5,10,2,3,0,2,3,10,30.5
Josh,McRoberts,2014-11-30,MIA,NYK,00:25:29,2,5,2,2,1,2,0,3,3,4,1,1,0,2,7,21.75
Harrison,Barnes,2014-11-30,GSW,DET,00:32:54,3,8,0,3,3,4,1,8,9,2,1,0,1,1,9,24.75
Allen,Crabbe,2014-11-30,POR,MIN,00:17:43,3,5,3,5,0,0,0,1,1,1,2,0,1,1,9,16.75
Corey,Brewer,2014-11-30,MIN,POR,00:27:49,4,11,0,1,0,0,4,2,6,3,3,0,1,3,8,25.5
Avery,Bradley,2014-11-30,BOS,SAS,00:27:05,4,9,1,2,2,2,1,2,3,1,1,0,1,1,11,18.25
Jeremy,Lin,2014-11-30,LAL,TOR,00:34:43,3,11,1,5,4,4,0,3,3,3,2,0,0,4,11,23.75
Courtney,Lee,2014-11-30,MEM,SAC,00:32:26,5,9,0,2,1,1,1,0,1,1,1,0,1,1,11,15.25
Cory,Joseph,2014-11-30,SAS,BOS,00:16:43,3,7,0,1,2,3,1,2,3,4,1,0,1,1,8,19.25
Andrew,Bogut,2014-11-30,GSW,DET,00:28:43,3,7,0,0,0,0,3,6,9,2,0,5,2,4,6,29.25
Wayne,Ellington,2014-11-30,LAL,TOR,00:11:24,4,7,2,4,0,0,0,1,1,1,0,0,0,1,10,13.75
Jeff,Green,2014-11-30,BOS,SAS,00:29:39,6,16,1,4,3,4,1,1,2,0,0,1,1,1,16,20.5
Nicolas,Batum,2014-11-30,POR,MIN,00:35:26,4,13,1,8,1,2,0,8,8,5,1,2,3,1,10,32.5
Robert,Sacre,2014-11-30,LAL,TOR,00:18:50,2,4,0,0,2,3,3,3,6,0,0,2,1,0,6,17.0
Jose,Calderon,2014-11-30,NYK,MIA,00:34:09,4,9,1,5,0,0,3,7,10,6,0,0,5,2,9,28.5
Amir,Johnson,2014-11-30,TOR,LAL,00:22:20,3,5,0,0,0,0,1,3,4,4,0,2,1,4,6,20.5
Andre,Iguodala,2014-11-30,GSW,DET,00:27:17,1,5,1,3,4,6,0,3,3,3,1,1,1,0,7,19.25
Jon,Leuer,2014-11-30,MEM,SAC,00:15:14,4,7,0,0,0,1,1,4,5,1,1,1,1,2,8,19.25
Tony,Parker,2014-11-30,SAS,BOS,00:30:37,3,10,0,0,3,4,0,2,2,9,0,0,3,0,9,23.5
Evan,Turner,2014-11-30,BOS,SAS,00:25:45,5,11,0,1,2,2,2,2,4,1,0,0,2,1,12,17.5
Greg,Monroe,2014-11-30,DET,GSW,00:31:08,5,12,0,0,3,7,5,5,10,0,0,1,3,3,13,26.0
Rajon,Rondo,2014-11-30,BOS,SAS,00:30:54,1,5,0,0,0,2,2,4,6,10,0,0,0,3,2,24.5
Derrick,Rose,2014-11-30,CHI,BRK,00:25:56,5,12,2,7,2,3,1,5,6,2,0,0,4,1,14,23.5
Ben,Gordon,2014-11-30,ORL,PHO,00:14:22,3,5,1,2,1,1,1,0,1,1,0,0,0,2,8,11.25
Victor,Oladipo,2014-11-30,ORL,PHO,00:36:44,6,11,0,1,0,0,0,3,3,4,1,0,4,3,12,21.75
Matt,Bonner,2014-11-30,SAS,BOS,00:20:38,3,9,0,2,0,0,3,3,6,1,1,1,0,1,6,19.0
Chris,Kaman,2014-11-30,POR,MIN,00:17:51,2,7,0,0,4,6,2,6,8,1,0,1,1,2,8,21.0
Marcus,Thornton,2014-11-30,BOS,SAS,00:20:57,4,10,2,5,0,0,0,2,2,2,0,1,1,1,10,18.0
Mike,Conley,2014-11-30,MEM,SAC,00:31:01,4,11,1,3,1,2,1,2,3,6,1,0,3,3,10,23.75
P.J.,Tucker,2014-11-30,PHO,ORL,00:29:44,2,5,1,2,2,2,0,3,3,2,1,0,1,2,7,15.75
James,Ennis,2014-11-30,MIA,NYK,00:10:10,3,4,1,2,0,0,0,0,0,1,0,0,0,1,7,9.0
Beno,Udrih,2014-11-30,MEM,SAC,00:16:59,3,6,0,1,1,1,0,0,0,2,1,0,0,2,7,12.0
Elfrid,Payton,2014-11-30,ORL,PHO,00:27:14,1,3,0,0,5,8,2,7,9,4,2,0,5,5,7,25.75
Marreese,Speights,2014-11-30,GSW,DET,00:19:17,4,14,0,1,3,4,3,9,12,0,0,2,2,3,11,29.0
Gerald,Green,2014-11-30,PHO,ORL,00:26:12,5,13,1,7,0,0,0,3,3,1,1,0,1,1,11,18.25
Steve,Blake,2014-11-30,POR,MIN,00:22:14,1,5,1,3,1,2,0,2,2,7,1,0,2,0,4,18.5
Leandro,Barbosa,2014-11-30,GSW,DET,00:12:39,4,5,0,0,0,0,0,0,0,0,0,0,0,3,8,8.0
Jorge,Gutierrez,2014-11-30,BRK,CHI,00:3:57,2,3,0,0,2,2,0,0,0,0,0,0,0,0,6,6.0
Shawne,Williams,2014-11-30,MIA,NYK,00:20:38,1,4,1,4,2,2,1,2,3,2,0,0,0,2,5,12.25
Omri,Casspi,2014-11-30,SAC,MEM,00:15:03,2,4,0,1,2,2,0,1,1,0,0,0,0,0,6,7.25
Deron,Williams,2014-11-30,BRK,CHI,00:34:19,3,12,0,1,4,4,0,1,1,3,1,0,2,0,10,16.75
Marco,Belinelli,2014-11-30,SAS,BOS,00:7:25,2,2,1,1,0,0,0,0,0,1,0,0,1,0,5,6.5
Kirk,Hinrich,2014-11-30,CHI,BRK,00:18:47,2,4,1,2,0,0,0,0,0,2,1,1,0,5,5,12.5
James,Johnson,2014-11-30,TOR,LAL,00:21:49,3,5,0,1,2,2,1,3,4,0,0,0,1,6,8,12.5
Brook,Lopez,2014-11-30,BRK,CHI,00:22:17,5,11,0,0,1,1,0,2,2,0,0,0,0,5,11,13.5
Robin,Lopez,2014-11-30,POR,MIN,00:30:09,1,6,0,0,2,2,4,3,7,1,1,5,4,3,4,24.25
Mason,Plumlee,2014-11-30,BRK,CHI,00:15:45,2,5,0,0,5,10,2,1,3,0,0,0,1,3,9,12.25
Dwight,Powell,2014-11-30,BOS,SAS,00:4:19,3,4,0,0,0,0,0,1,1,0,1,0,2,0,6,8.25
Joel,Freeland,2014-11-30,POR,MIN,00:12:10,3,6,0,0,0,0,4,2,6,0,0,0,2,2,6,12.5
Ronnie,Price,2014-11-30,LAL,TOR,00:18:17,1,2,1,1,0,0,0,0,0,4,1,0,1,3,3,11.0
Quincy,Acy,2014-11-30,NYK,MIA,00:23:53,1,1,0,0,1,1,1,2,3,1,0,0,1,1,3,7.75
Eric,Bledsoe,2014-11-30,PHO,ORL,00:34:38,5,14,1,3,2,2,0,3,3,6,1,0,6,5,13,25.25
Samuel,Dalembert,2014-11-30,NYK,MIA,00:19:33,1,6,0,0,0,0,4,6,10,0,1,1,0,3,2,18.5
Udonis,Haslem,2014-11-30,MIA,NYK,00:16:41,2,4,0,0,0,2,0,6,6,0,2,0,1,2,4,15.0
Alan,Anderson,2014-11-30,BRK,CHI,00:11:30,2,3,1,1,0,0,0,1,1,0,1,0,0,5,5,8.75
Andrew,Wiggins,2014-11-30,MIN,POR,00:18:12,3,8,1,3,0,0,0,1,1,0,0,0,0,0,7,8.75
Norris,Cole,2014-11-30,MIA,NYK,00:21:13,1,3,0,1,1,2,0,1,1,2,1,0,0,2,3,9.25
Jerome,Jordan,2014-11-30,BRK,CHI,00:13:19,2,4,0,0,0,0,0,2,2,2,1,0,1,3,4,11.0
Jared,Sullinger,2014-11-30,BOS,SAS,00:25:46,4,11,1,3,0,0,1,6,7,2,2,0,4,5,9,23.25
Cartier,Martin,2014-11-30,DET,GSW,00:13:56,2,4,1,3,0,0,0,0,0,0,0,0,0,1,5,5.5
Kyle,O'Quinn,2014-11-30,ORL,PHO,00:14:00,2,6,0,0,1,2,3,3,6,1,0,2,3,2,5,16.5
Ed,Davis,2014-11-30,LAL,TOR,00:17:42,0,0,0,0,1,2,1,5,6,0,0,0,0,1,1,8.5
Anthony,Tolliver,2014-11-30,PHO,ORL,00:7:31,1,3,1,3,0,0,0,0,0,0,1,0,0,0,3,5.5
Jeff,Ayres,2014-11-30,SAS,BOS,00:4:19,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,3.25
Marcus,Morris,2014-11-30,PHO,ORL,00:20:01,1,6,0,1,2,4,1,4,5,1,0,0,0,0,4,11.75
Mike,Dunleavy,2014-11-30,CHI,BRK,00:23:19,2,7,0,3,0,0,0,3,3,2,0,0,0,1,4,10.75
Austin,Daye,2014-11-30,SAS,BOS,00:3:56,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,3.5
Channing,Frye,2014-11-30,ORL,PHO,00:26:46,1,5,1,5,0,0,0,6,6,1,0,0,0,2,3,12.5
Willie,Green,2014-11-30,ORL,PHO,00:18:57,2,5,0,0,0,0,0,1,1,0,1,0,1,0,4,6.75
Chuck,Hayes,2014-11-30,TOR,LAL,00:5:20,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,4.5
Kosta,Koufos,2014-11-30,MEM,SAC,00:15:11,0,3,0,0,0,0,2,2,4,1,1,2,1,1,0,12.0
Aaron,Brooks,2014-11-30,CHI,BRK,00:22:24,4,11,2,5,1,1,1,0,1,3,0,0,5,3,11,15.25
Vince,Carter,2014-11-30,MEM,SAC,00:14:29,2,7,2,6,0,0,0,1,1,1,0,0,1,1,6,9.25
Shane,Larkin,2014-11-30,NYK,MIA,00:16:51,2,5,1,3,0,0,0,1,1,1,1,0,2,2,5,9.25
James,Young,2014-11-30,BOS,SAS,00:4:19,1,3,0,1,0,0,0,1,1,1,0,0,0,0,2,4.75
Nazr,Mohammed,2014-11-30,CHI,BRK,00:3:17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
Travis,Wear,2014-11-30,NYK,MIA,00:8:51,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
Joakim,Noah,2014-11-30,CHI,BRK,00:32:23,1,3,0,1,1,4,2,8,10,3,1,1,5,5,3,21.5
Kyle,Anderson,2014-11-30,SAS,BOS,00:4:19,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,3.25
Tony,Snell,2014-11-30,CHI,BRK,00:5:49,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0
Tyler,Hansbrough,2014-11-30,TOR,LAL,00:9:22,0,1,0,0,0,0,1,3,4,1,1,0,1,3,0,8.0
Chase,Budinger,2014-11-30,MIN,POR,00:17:23,1,6,0,1,0,0,0,7,7,1,1,1,2,1,2,15.25
Jonas,Jerebko,2014-11-30,DET,GSW,00:6:49,0,1,0,0,0,0,1,1,2,0,1,0,1,0,0,4.0
E'Twaun,Moore,2014-11-30,CHI,BRK,00:2:17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.25
Quincy,Pondexter,2014-11-30,MEM,SAC,00:18:56,1,2,0,1,0,0,0,0,0,1,0,0,0,4,2,3.5
Landry,Fields,2014-11-30,TOR,LAL,00:0:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ray,McCallum,2014-11-30,SAC,MEM,00:1:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jarnell,Stokes,2014-11-30,MEM,SAC,00:0:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cory,Jefferson,2014-11-30,BRK,CHI,00:6:53,0,2,0,1,0,0,1,1,2,1,0,0,0,1,0,4.0
Eric,Moreland,2014-11-30,SAC,MEM,00:1:14,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.25
Shabazz,Napier,2014-11-30,MIA,NYK,00:19:08,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,2.5
Nick,Calathes,2014-11-30,MEM,SAC,00:1:14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0
Anthony,Bennett,2014-11-30,MIN,POR,00:10:48,1,4,0,0,0,0,0,6,6,0,0,0,1,2,2,9.0
Manu,Ginobili,2014-11-30,SAS,BOS,00:18:29,2,6,1,5,2,2,0,0,0,2,0,0,5,1,7,8.0
