first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Chris,Paul,2014-11-15,LAC,PHO,00:35:54,10,13,5,6,7,8,0,5,5,9,2,0,3,3,32,56.75
Jimmy,Butler,2014-11-15,CHI,IND,00:40:59,10,17,1,2,11,14,2,4,6,1,2,1,1,0,32,47.0
LeBron,James,2014-11-15,CLE,ATL,00:28:54,13,20,4,5,2,4,2,4,6,7,0,1,3,1,32,52.5
Kevin,Martin,2014-11-15,MIN,DAL,00:28:40,12,17,4,6,6,6,0,3,3,1,0,0,1,3,34,40.75
Damian,Lillard,2014-11-15,POR,BRK,00:37:54,8,14,4,6,8,9,0,5,5,10,0,0,4,2,28,49.25
Kyrie,Irving,2014-11-15,CLE,ATL,00:27:08,6,9,4,7,4,4,0,3,3,5,3,0,0,1,20,39.25
DeMar,DeRozan,2014-11-15,TOR,UTA,00:36:23,10,17,0,1,7,8,1,2,3,2,1,0,0,0,27,35.75
Klay,Thompson,2014-11-15,GSW,CHO,00:27:12,7,13,4,6,3,3,1,3,4,5,3,1,2,1,21,42.5
Gerald,Green,2014-11-15,PHO,LAC,00:28:26,10,19,4,8,2,2,0,3,3,2,2,1,0,5,26,40.75
Kyle,Singler,2014-11-15,DET,MEM,00:26:53,5,8,5,7,6,6,1,3,4,0,2,1,0,5,21,34.5
Tyson,Chandler,2014-11-15,DAL,MIN,00:23:54,5,7,0,0,2,2,7,9,16,2,0,3,0,2,12,41.0
Stephen,Curry,2014-11-15,GSW,CHO,00:28:18,8,15,3,6,0,1,2,3,5,9,1,0,1,3,19,41.75
Luis,Scola,2014-11-15,IND,CHI,00:30:05,10,12,0,0,1,4,2,9,11,0,1,2,2,3,21,39.75
Monta,Ellis,2014-11-15,DAL,MIN,00:35:28,11,21,3,7,5,5,0,0,0,3,1,0,3,3,30,36.5
Marc,Gasol,2014-11-15,MEM,DET,00:37:48,6,16,0,1,11,12,0,8,8,3,1,2,1,3,23,43.0
Solomon,Hill,2014-11-15,IND,CHI,00:33:19,6,14,1,3,8,9,4,8,12,1,1,0,1,2,21,39.5
Alex,Len,2014-11-15,PHO,LAC,00:25:49,7,11,0,0,3,3,5,6,11,1,1,1,0,5,17,36.25
Joe,Johnson,2014-11-15,BRK,POR,00:36:01,9,18,0,2,2,2,3,3,6,5,1,0,0,2,20,37.0
DeMarcus,Cousins,2014-11-15,SAC,SAS,00:26:52,10,19,0,0,5,6,4,6,10,0,0,1,1,5,25,39.0
DeAndre,Jordan,2014-11-15,LAC,PHO,00:34:29,4,4,0,0,4,7,3,15,18,3,0,7,4,5,12,51.0
A.J.,Price,2014-11-15,IND,CHI,00:23:59,7,11,2,5,5,7,0,3,3,2,1,0,1,1,21,30.25
Tristan,Thompson,2014-11-15,CLE,ATL,00:24:06,6,8,0,0,3,3,2,5,7,1,2,1,1,1,15,30.75
Shabazz,Muhammad,2014-11-15,MIN,DAL,00:13:42,6,7,1,1,5,5,2,2,4,2,0,0,2,1,18,25.5
Tobias,Harris,2014-11-15,ORL,WAS,00:36:14,8,11,1,2,2,2,1,7,8,1,1,0,1,4,19,32.5
Zach,Randolph,2014-11-15,MEM,DET,00:37:04,7,22,0,0,3,6,13,9,22,4,0,0,1,2,17,50.0
Jonas,Valanciunas,2014-11-15,TOR,UTA,00:34:06,7,12,0,0,3,6,3,11,14,0,0,2,0,3,17,38.5
Derrick,Favors,2014-11-15,UTA,TOR,00:28:40,9,11,0,0,0,0,1,5,6,2,0,0,1,3,18,28.0
Paul,Millsap,2014-11-15,ATL,CLE,00:28:26,7,13,0,2,2,2,2,5,7,4,1,1,1,2,16,34.25
Isaiah,Thomas,2014-11-15,PHO,LAC,00:27:29,4,12,2,5,9,9,2,0,2,7,1,0,3,3,19,33.5
