first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Anthony,Davis,2014-10-28,NOP,ORL,00:36:20,10,22,0,0,6,9,9,8,17,2,3,9,0,1,26,74.25
James,Harden,2014-10-28,HOU,LAL,00:30:46,7,17,3,6,15,16,0,1,1,6,1,0,0,1,32,45.75
Monta,Ellis,2014-10-28,DAL,SAS,00:37:13,11,21,1,2,3,4,1,3,4,6,1,0,3,0,26,41.0
Nikola,Vucevic,2014-10-28,ORL,NOP,00:35:03,7,15,0,0,1,2,5,18,23,1,1,4,1,2,15,54.75
Tony,Parker,2014-10-28,SAS,DAL,00:34:50,9,15,4,4,1,2,1,2,3,3,0,0,1,2,23,32.75
Omer,Asik,2014-10-28,NOP,ORL,00:33:30,7,10,0,0,0,3,7,10,17,2,0,5,3,4,14,46.75
Carlos,Boozer,2014-10-28,LAL,HOU,00:27:35,7,13,0,0,3,3,3,4,7,2,1,0,0,1,17,30.75
Terrence,Jones,2014-10-28,HOU,LAL,00:30:31,8,16,0,1,0,1,6,7,13,3,2,2,2,4,16,43.75
Dirk,Nowitzki,2014-10-28,DAL,SAS,00:31:40,7,11,0,1,4,4,2,4,6,2,1,0,1,4,18,30.0
Tobias,Harris,2014-10-28,ORL,NOP,00:36:32,9,18,1,2,6,6,2,6,8,0,1,0,4,2,25,35.5
Manu,Ginobili,2014-10-28,SAS,DAL,00:27:41,6,13,2,6,6,7,0,2,2,6,2,0,3,4,20,35.0
Devin,Harris,2014-10-28,DAL,SAS,00:29:07,6,12,2,5,3,4,0,0,0,5,2,0,1,1,17,29.0
Ryan,Anderson,2014-10-28,NOP,ORL,00:22:21,9,22,3,6,1,3,7,2,9,0,0,0,0,2,22,34.75
Tim,Duncan,2014-10-28,SAS,DAL,00:30:11,5,10,0,0,4,5,5,8,13,2,1,2,5,0,14,36.75
Marco,Belinelli,2014-10-28,SAS,DAL,00:30:45,5,8,3,6,2,2,0,2,2,3,1,0,2,1,15,24.5
Trevor,Ariza,2014-10-28,HOU,LAL,00:29:34,5,10,5,8,1,1,1,2,3,2,2,0,2,3,16,28.25
Ed,Davis,2014-10-28,LAL,HOU,00:21:35,5,7,0,0,1,2,2,4,6,0,1,2,0,6,11,24.5
Tyreke,Evans,2014-10-28,NOP,ORL,00:34:40,5,15,0,1,2,5,2,7,9,6,0,0,0,0,12,32.25
Dwight,Howard,2014-10-28,HOU,LAL,00:20:34,3,5,0,0,7,16,3,8,11,1,0,1,1,5,13,29.75
Kobe,Bryant,2014-10-28,LAL,HOU,00:29:00,6,17,0,1,7,8,0,3,3,2,1,0,1,5,19,27.25
Jameer,Nelson,2014-10-28,DAL,SAS,00:30:28,3,7,3,5,0,0,0,0,0,3,1,1,0,1,9,19.0
Danny,Green,2014-10-28,SAS,DAL,00:34:02,5,9,3,6,0,0,2,2,4,1,1,0,3,4,13,21.5
Tyson,Chandler,2014-10-28,DAL,SAS,00:27:45,4,8,0,0,0,0,3,7,10,0,2,0,1,5,8,24.0
Brandan,Wright,2014-10-28,DAL,SAS,00:18:04,2,2,0,0,2,2,1,4,5,0,0,1,0,2,6,14.25
Cory,Joseph,2014-10-28,SAS,DAL,00:16:42,3,4,1,2,0,0,0,1,1,2,0,0,0,1,7,11.75
Patrick,Beverley,2014-10-28,HOU,LAL,00:30:55,2,6,2,3,3,6,1,4,5,5,0,0,2,3,9,22.75
Aaron,Gordon,2014-10-28,ORL,NOP,00:28:27,5,8,1,2,0,0,2,1,3,0,1,1,3,3,11,17.75
Jrue,Holiday,2014-10-28,NOP,ORL,00:27:02,4,11,0,3,0,0,0,2,2,4,3,1,2,2,8,23.5
Austin,Rivers,2014-10-28,NOP,ORL,00:19:49,2,5,0,2,3,6,0,1,1,3,1,0,0,1,7,14.75
Jordan,Clarkson,2014-10-28,LAL,HOU,00:20:22,1,4,1,2,5,6,0,4,4,2,0,0,1,3,8,16.0
Jason,Terry,2014-10-28,HOU,LAL,00:21:23,3,5,2,3,0,0,0,0,0,1,0,0,1,0,8,10.0
Jordan,Hill,2014-10-28,LAL,HOU,00:23:23,2,7,0,0,3,4,4,6,10,1,0,1,2,3,7,22.0
Boris,Diaw,2014-10-28,SAS,DAL,00:33:28,2,6,1,3,0,0,1,8,9,6,0,0,4,2,5,23.75
Eric,Gordon,2014-10-28,NOP,ORL,00:31:31,3,8,1,2,1,3,0,4,4,0,2,2,3,1,8,20.0
Richard,Jefferson,2014-10-28,DAL,SAS,00:13:22,1,3,1,2,3,4,1,1,2,1,0,0,1,2,6,10.0
Kyle,O'Quinn,2014-10-28,ORL,NOP,00:21:22,2,8,0,1,0,0,0,2,2,5,1,3,1,4,4,21.5
Elfrid,Payton,2014-10-28,ORL,NOP,00:30:46,2,8,0,0,0,0,3,2,5,7,1,0,2,5,4,21.75
Ronnie,Price,2014-10-28,LAL,HOU,00:26:56,1,7,1,3,4,4,0,1,1,3,2,0,2,3,7,16.25
Kostas,Papanikolaou,2014-10-28,HOU,LAL,00:19:52,2,6,0,2,0,0,1,5,6,4,2,0,2,5,4,20.5
Jeremy,Lin,2014-10-28,LAL,HOU,00:29:08,1,5,0,1,5,6,1,1,2,6,0,0,4,3,7,16.5
Jae,Crowder,2014-10-28,DAL,SAS,00:10:52,2,2,0,0,1,1,0,0,0,0,0,0,1,1,5,4.5
Dewayne,Dedmon,2014-10-28,ORL,NOP,00:8:14,1,2,0,0,1,2,2,1,3,0,0,1,1,1,3,8.25
Devyn,Marble,2014-10-28,ORL,NOP,00:2:59,2,2,0,0,0,2,0,1,1,0,0,0,0,1,4,5.25
Evan,Fournier,2014-10-28,ORL,NOP,00:32:15,3,11,2,4,3,3,1,2,3,2,0,0,4,2,11,16.75
Donatas,Motiejunas,2014-10-28,HOU,LAL,00:16:22,0,0,0,0,4,6,2,3,5,0,0,0,2,3,4,9.25
Wesley,Johnson,2014-10-28,LAL,HOU,00:22:52,3,7,1,3,0,0,0,2,2,0,0,0,0,5,7,10.0
Xavier,Henry,2014-10-28,LAL,HOU,00:18:28,0,4,0,0,3,4,1,0,1,0,1,0,0,1,3,6.25
Chandler,Parsons,2014-10-28,DAL,SAS,00:33:49,2,10,1,4,0,0,0,4,4,0,2,1,1,2,5,16.0
Aron,Baynes,2014-10-28,SAS,DAL,00:17:49,2,3,0,0,0,0,0,2,2,0,0,1,2,3,4,7.5
Alexis,Ajinca,2014-10-28,NOP,ORL,00:2:29,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1.5
Isaiah,Canaan,2014-10-28,HOU,LAL,00:7:07,0,1,0,1,2,2,0,1,1,0,0,0,1,0,2,2.75
John,Salmons,2014-10-28,NOP,ORL,00:9:32,0,0,0,0,0,0,1,1,2,1,0,0,0,3,0,4.0
Willie,Green,2014-10-28,ORL,NOP,00:4:07,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,2.5
