first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Blake,Griffin,2015-03-31,LAC,GSW,00:42:31,16,25,0,0,8,8,2,10,12,5,1,3,3,4,40,69.0
Kawhi,Leonard,2015-03-31,SAS,MIA,00:37:55,8,13,1,3,5,6,1,8,9,3,4,2,1,2,22,49.75
Andre,Drummond,2015-03-31,DET,ATL,00:31:05,8,11,0,0,6,11,6,7,13,1,2,1,1,1,22,45.25
George,Hill,2015-03-31,IND,BRK,00:31:55,10,17,4,8,4,5,0,6,6,3,0,0,0,1,28,42.0
Chris,Paul,2015-03-31,LAC,GSW,00:39:23,7,17,1,6,12,12,1,1,2,9,1,0,2,4,27,44.5
Brook,Lopez,2015-03-31,BRK,IND,00:39:45,11,17,0,0,2,2,2,9,11,2,0,2,0,3,24,44.75
Stephen,Curry,2015-03-31,GSW,LAC,00:36:11,8,15,4,6,7,7,1,0,1,4,1,0,3,3,27,36.75
Joe,Johnson,2015-03-31,BRK,IND,00:34:40,6,13,3,6,6,6,1,5,6,4,0,0,1,0,21,35.5
Klay,Thompson,2015-03-31,GSW,LAC,00:34:14,8,21,3,7,6,7,2,6,8,4,1,0,1,2,25,44.0
C.J.,Watson,2015-03-31,IND,BRK,00:28:19,4,5,2,3,3,4,0,6,6,6,2,1,2,3,13,35.5
Deron,Williams,2015-03-31,BRK,IND,00:30:17,4,6,1,1,2,3,0,6,6,8,2,0,0,5,11,35.0
Thabo,Sefolosha,2015-03-31,ATL,DET,00:24:16,7,14,2,3,3,3,1,4,5,2,1,0,1,1,19,30.75
Alan,Anderson,2015-03-31,BRK,IND,00:23:34,7,11,3,4,3,3,0,2,2,1,0,0,0,4,20,25.5
David,Lee,2015-03-31,GSW,LAC,00:29:38,8,12,0,0,1,2,3,4,7,1,0,0,0,2,17,27.25
