first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
James,Harden,2015-03-06,HOU,DET,00:37:46,10,21,2,6,16,18,1,11,12,12,1,0,7,1,38,70.5
Rudy,Gay,2015-03-06,SAC,ORL,00:41:56,16,26,3,6,4,5,5,3,8,3,3,2,5,2,39,62.5
Victor,Oladipo,2015-03-06,ORL,SAC,00:40:09,14,24,2,3,2,2,1,2,3,10,5,0,3,2,32,60.25
DeMarcus,Cousins,2015-03-06,SAC,ORL,00:38:35,9,18,0,0,11,14,4,8,12,2,0,3,1,2,29,52.5
Anthony,Davis,2015-03-06,NOP,BOS,00:42:14,11,21,0,0,7,8,2,12,14,2,1,3,3,2,29,56.0
Channing,Frye,2015-03-06,ORL,SAC,00:35:27,7,11,6,9,2,2,0,10,10,3,1,3,1,3,22,49.5
Tony,Parker,2015-03-06,SAS,DEN,00:36:10,10,15,0,0,4,5,0,3,3,7,2,0,1,2,24,41.75
Kawhi,Leonard,2015-03-06,SAS,DEN,00:36:00,10,17,1,5,4,4,0,8,8,4,1,3,2,3,25,48.5
Gordon,Hayward,2015-03-06,UTA,PHI,00:37:12,7,16,2,3,9,10,1,8,9,4,1,0,1,0,25,44.75
Al,Jefferson,2015-03-06,CHO,TOR,00:34:07,11,21,0,1,1,2,2,11,13,5,1,2,1,1,23,52.25
Al,Horford,2015-03-06,ATL,CLE,00:33:39,7,12,1,1,4,4,2,7,9,6,2,1,2,1,19,44.75
Zach,Randolph,2015-03-06,MEM,LAL,00:37:03,10,16,0,1,4,4,3,10,13,3,1,0,3,3,24,45.25
Stephen,Curry,2015-03-06,GSW,DAL,00:30:53,6,11,5,8,5,6,0,2,2,7,2,1,3,2,22,42.0
Greg,Monroe,2015-03-06,DET,HOU,00:29:57,7,13,0,0,5,6,2,6,8,3,4,1,1,2,19,43.0
Ty,Lawson,2015-03-06,DEN,SAS,00:32:40,7,13,1,2,8,8,0,1,1,9,0,0,2,3,23,37.25
Isaiah,Thomas,2015-03-06,BOS,NOP,00:28:43,8,13,4,6,7,8,0,1,1,3,0,0,3,0,27,33.25
DeMar,DeRozan,2015-03-06,TOR,CHO,00:39:05,14,26,0,0,2,2,0,2,2,3,1,1,1,2,30,40.5
Jordan,Clarkson,2015-03-06,LAL,MEM,00:36:18,12,18,1,3,0,0,0,4,4,6,0,0,2,2,25,38.5
Draymond,Green,2015-03-06,GSW,DAL,00:30:38,8,14,2,5,0,0,2,7,9,4,1,1,0,2,18,40.25
Kenneth,Faried,2015-03-06,DEN,SAS,00:33:46,9,15,0,0,2,6,5,5,10,2,1,0,1,0,20,37.0
Mo,Williams,2015-03-06,CHO,TOR,00:36:09,7,14,4,8,5,5,0,1,1,7,0,1,3,3,23,37.25
John,Wall,2015-03-06,WAS,MIA,00:34:34,2,7,0,3,2,2,1,6,7,12,3,2,0,1,6,42.75
Brandan,Wright,2015-03-06,PHO,BRK,00:25:18,5,5,0,0,4,4,1,7,8,0,2,1,0,3,14,30.0
Tobias,Harris,2015-03-06,ORL,SAC,00:36:49,6,15,2,6,5,5,1,5,6,2,2,1,1,0,19,36.0
Solomon,Hill,2015-03-06,IND,CHI,00:26:02,5,10,2,5,4,4,1,4,5,0,3,1,0,1,16,31.25
Marcin,Gortat,2015-03-06,WAS,MIA,00:32:24,7,12,0,0,0,0,4,13,17,1,0,2,1,1,14,40.25
Kyle,Lowry,2015-03-06,TOR,CHO,00:38:13,9,22,5,9,2,2,0,5,5,5,0,0,1,4,25,40.75
Marc,Gasol,2015-03-06,MEM,LAL,00:36:27,5,11,0,0,8,9,1,5,6,2,1,0,1,2,18,30.0
Shabazz,Napier,2015-03-06,MIA,WAS,00:31:04,5,10,4,6,2,2,0,2,2,4,1,0,0,2,16,28.5
Elfrid,Payton,2015-03-06,ORL,SAC,00:42:15,5,10,0,1,0,1,0,4,4,12,1,1,1,1,10,36.5
Marcus,Morris,2015-03-06,PHO,BRK,00:41:26,9,21,1,9,0,0,2,5,7,2,4,0,1,2,19,38.75
Eric,Bledsoe,2015-03-06,PHO,BRK,00:37:17,5,10,1,2,8,11,1,9,10,6,2,0,7,3,19,41.5
Cory,Jefferson,2015-03-06,BRK,PHO,00:15:53,4,6,0,0,4,4,7,6,13,1,0,0,2,2,12,28.75
Eric,Gordon,2015-03-06,NOP,BOS,00:37:15,7,15,4,9,2,2,0,2,2,2,1,0,1,1,20,29.0
Brook,Lopez,2015-03-06,BRK,PHO,00:36:30,6,16,0,0,7,8,5,8,13,1,1,1,3,3,19,39.25
Paul,Millsap,2015-03-06,ATL,CLE,00:32:19,7,15,0,2,2,5,3,5,8,3,3,0,1,3,16,36.0
Jae,Crowder,2015-03-06,BOS,NOP,00:37:00,5,9,1,3,0,0,1,8,9,1,4,0,1,0,11,31.75
Goran,Dragic,2015-03-06,MIA,WAS,00:28:32,7,12,1,2,3,7,2,3,5,7,1,0,4,4,18,35.25
Luke,Babbitt,2015-03-06,NOP,BOS,00:19:56,5,6,2,3,0,0,0,7,7,2,1,0,1,0,12,26.25
Nene,Hilario,2015-03-06,WAS,MIA,00:32:24,6,12,0,0,8,8,0,2,2,4,0,0,3,3,20,27.0
Ish,Smith,2015-03-06,PHI,UTA,00:22:43,6,13,0,1,2,2,0,1,1,7,1,1,1,0,14,29.25
Tim,Duncan,2015-03-06,SAS,DEN,00:28:18,6,8,0,0,3,6,0,3,3,3,0,3,1,4,15,28.75
Terrence,Jones,2015-03-06,HOU,DET,00:32:13,7,14,2,4,1,1,0,8,8,0,2,3,3,1,17,36.5
Tony,Allen,2015-03-06,MEM,LAL,00:28:56,7,8,0,0,1,2,2,3,5,1,0,0,1,2,15,22.25
