first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
John,Wall,2014-12-01,WAS,MIA,00:31:37,6,10,2,4,4,5,0,5,5,13,2,1,2,1,18,49.75
Kawhi,Leonard,2014-12-01,SAS,PHI,00:32:56,9,15,2,6,6,8,1,9,10,4,2,0,3,2,26,48.0
Blake,Griffin,2014-12-01,LAC,MIN,00:25:20,8,14,0,0,7,8,1,7,8,3,0,1,1,2,23,39.0
Trey,Burke,2014-12-01,UTA,DEN,00:36:02,7,13,4,7,0,0,1,0,1,8,0,0,0,1,18,33.25
J.J.,Redick,2014-12-01,LAC,MIN,00:22:48,7,11,4,5,5,6,0,1,1,2,0,0,1,2,23,28.75
Michael,Carter-Williams,2014-12-01,PHI,SAS,00:34:49,9,19,2,3,4,5,1,10,11,7,0,0,4,4,24,47.25
Shabazz,Muhammad,2014-12-01,MIN,LAC,00:27:10,6,11,0,1,6,7,1,9,10,4,0,0,1,2,18,36.0
Rasual,Butler,2014-12-01,WAS,MIA,00:32:42,8,14,3,5,4,5,0,3,3,3,0,0,2,2,23,31.75
Alexey,Shved,2014-12-01,PHI,SAS,00:27:43,7,16,2,6,3,3,2,2,4,4,2,0,0,3,19,35.0
Chris,Bosh,2014-12-01,MIA,WAS,00:33:27,9,14,1,3,2,5,0,8,8,3,0,2,4,1,21,38.0
Alec,Burks,2014-12-01,UTA,DEN,00:37:26,7,15,0,2,8,10,2,6,8,3,0,0,3,2,22,35.0
Marcin,Gortat,2014-12-01,WAS,MIA,00:26:57,6,9,0,0,3,4,1,9,10,1,0,2,1,2,15,32.5
DeAndre,Jordan,2014-12-01,LAC,MIN,00:26:12,5,5,0,0,1,2,2,11,13,2,1,4,4,2,11,38.25
Enes,Kanter,2014-12-01,UTA,DEN,00:30:52,8,19,0,0,1,2,5,10,15,2,0,2,1,2,17,42.25
Ty,Lawson,2014-12-01,DEN,UTA,00:38:58,6,15,0,1,3,5,1,3,4,12,2,0,3,3,15,40.5
Gordon,Hayward,2014-12-01,UTA,DEN,00:38:41,7,18,3,6,8,8,0,5,5,1,1,0,4,2,25,34.25
Chris,Paul,2014-12-01,LAC,MIN,00:24:35,3,7,0,2,6,6,1,2,3,8,1,0,2,2,12,28.75
Manu,Ginobili,2014-12-01,SAS,PHI,00:12:42,4,8,2,3,4,5,1,0,1,3,0,0,0,0,14,20.75
Dwyane,Wade,2014-12-01,MIA,WAS,00:27:34,9,13,0,0,2,5,0,3,3,0,1,0,2,2,20,24.75
Matt,Bonner,2014-12-01,SAS,PHI,00:14:22,5,5,2,2,0,0,0,0,0,2,0,1,0,1,12,18.0
Aron,Baynes,2014-12-01,SAS,PHI,00:29:25,6,9,0,0,3,4,3,6,9,0,1,0,2,5,15,27.25
Spencer,Hawes,2014-12-01,LAC,MIN,00:20:05,5,9,4,7,0,0,0,4,4,2,0,1,0,5,14,26.0
Jordan,Farmar,2014-12-01,LAC,MIN,00:23:25,3,7,3,6,0,0,1,4,5,7,2,0,3,1,9,29.75
Drew,Gooden,2014-12-01,WAS,MIA,00:20:56,4,6,2,3,0,0,1,0,1,3,2,0,0,4,10,20.75
Robbie,Hummel,2014-12-01,MIN,LAC,00:11:23,6,8,0,1,1,2,1,1,2,0,1,0,0,2,13,17.5
Cory,Joseph,2014-12-01,SAS,PHI,00:33:55,4,10,0,1,6,8,1,7,8,6,0,0,3,3,14,31.5
Josh,McRoberts,2014-12-01,MIA,WAS,00:24:03,2,4,0,1,4,5,2,2,4,4,1,0,0,2,8,21.0
Darrell,Arthur,2014-12-01,DEN,UTA,00:17:06,4,7,2,5,2,2,0,2,2,1,2,0,1,2,12,20.5
Gorgui,Dieng,2014-12-01,MIN,LAC,00:20:00,3,5,0,0,1,1,3,1,4,5,1,0,0,4,7,21.5
Timofey,Mozgov,2014-12-01,DEN,UTA,00:27:46,5,5,0,0,0,0,2,8,10,1,0,1,2,5,10,25.0
Jeff,Adrien,2014-12-01,MIN,LAC,00:13:12,2,3,0,0,3,4,1,5,6,2,1,2,1,2,7,23.0
Kenneth,Faried,2014-12-01,DEN,UTA,00:29:01,4,9,0,0,3,4,2,3,5,2,0,1,1,1,11,21.75
K.J.,McDaniels,2014-12-01,PHI,SAS,00:30:15,2,8,1,5,5,8,1,8,9,2,3,2,2,5,10,33.75
Wilson,Chandler,2014-12-01,DEN,UTA,00:34:05,6,13,3,7,0,0,1,3,4,0,0,0,0,3,15,21.5
Otto,Porter,2014-12-01,WAS,MIA,00:23:58,2,4,1,3,2,2,2,3,5,2,1,0,1,0,7,18.25
Mo,Williams,2014-12-01,MIN,LAC,00:23:59,1,4,1,1,4,5,0,2,2,7,2,0,2,3,7,23.5
