first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Khris,Middleton,2015-03-11,MIL,ORL,00:41:35,12,17,4,4,2,2,0,3,3,5,2,0,1,2,30,46.75
Chris,Paul,2015-03-11,LAC,OKC,00:36:52,11,19,5,8,6,7,0,4,4,9,2,0,5,3,33,55.5
J.J.,Redick,2015-03-11,LAC,OKC,00:35:13,6,14,3,6,10,10,1,4,5,7,3,0,1,2,25,48.75
Aaron,Brooks,2015-03-11,CHI,PHI,00:36:32,12,20,3,7,4,6,0,4,4,5,0,0,1,2,31,44.5
Anthony,Morrow,2015-03-11,OKC,LAC,00:35:33,8,12,6,9,4,4,0,3,3,1,3,0,0,5,26,40.25
Matt,Barnes,2015-03-11,LAC,OKC,00:39:44,6,8,6,7,4,4,0,3,3,1,3,2,0,4,22,40.25
Danilo,Gallinari,2015-03-11,DEN,ATL,00:23:59,8,12,4,5,3,3,1,4,5,5,1,0,1,0,23,40.25
Andre,Drummond,2015-03-11,DET,GSW,00:33:32,11,23,0,0,0,2,15,10,25,0,2,2,3,3,22,59.75
Michael,Kidd-Gilchrist,2015-03-11,CHO,SAC,00:31:53,9,12,0,0,5,8,1,8,9,2,1,2,1,5,23,42.75
Dwyane,Wade,2015-03-11,MIA,BRK,00:33:35,10,25,0,1,8,11,2,1,3,9,2,0,2,1,28,48.25
Ben,McLemore,2015-03-11,SAC,CHO,00:40:48,10,16,3,4,4,4,0,2,2,2,1,0,1,3,27,35.5
Chris,Andersen,2015-03-11,MIA,BRK,00:29:30,8,9,0,0,2,4,5,9,14,1,1,1,1,3,18,40.5
Klay,Thompson,2015-03-11,GSW,DET,00:34:52,11,19,3,6,2,2,0,2,2,3,1,1,2,1,27,38.5
