first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Russell,Westbrook,2015-02-06,OKC,NOP,00:39:42,15,28,3,5,15,15,3,6,9,11,4,0,3,4,48,83.75
Anthony,Davis,2015-02-06,NOP,OKC,00:44:25,15,23,1,1,10,10,3,7,10,3,0,2,3,2,41,61.0
Tobias,Harris,2015-02-06,ORL,LAL,00:45:24,14,18,2,5,4,4,0,7,7,2,1,1,2,1,34,49.75
Marcus,Morris,2015-02-06,PHO,UTA,00:32:44,11,17,5,7,7,8,1,11,12,0,2,1,3,0,34,56.0
Blake,Griffin,2015-02-06,LAC,TOR,00:35:43,9,15,0,0,8,9,2,4,6,9,1,1,1,1,26,50.5
James,Harden,2015-02-06,HOU,MIL,00:40:14,9,14,3,6,12,17,0,3,3,5,1,0,3,1,33,46.25
DeMar,DeRozan,2015-02-06,TOR,LAC,00:31:50,6,16,0,1,12,13,1,8,9,8,2,0,0,1,24,51.25
Giannis,Antetokounmpo,2015-02-06,MIL,HOU,00:34:43,11,16,0,0,5,6,3,12,15,4,0,1,3,4,27,52.25
Stephen,Curry,2015-02-06,GSW,ATL,00:36:12,8,19,4,9,6,7,0,2,2,9,2,2,1,3,26,51.5
Greg,Monroe,2015-02-06,DET,DEN,00:36:05,7,13,0,0,7,9,4,17,21,3,2,2,4,0,21,57.75
Jeff,Teague,2015-02-06,ATL,GSW,00:32:18,5,15,2,4,11,11,1,2,3,7,3,2,2,0,23,47.25
Kawhi,Leonard,2015-02-06,SAS,MIA,00:33:26,8,15,5,10,3,4,1,3,4,4,3,0,1,0,24,43.0
Klay,Thompson,2015-02-06,GSW,ATL,00:36:16,11,20,4,8,3,4,0,4,4,5,2,1,3,2,29,48.0
Tyreke,Evans,2015-02-06,NOP,OKC,00:42:12,8,17,3,6,3,5,1,9,10,16,1,1,6,4,22,61.0
Jared,Sullinger,2015-02-06,BOS,PHI,00:30:21,9,18,1,5,3,3,2,6,8,7,2,1,1,4,22,48.5
Nikola,Vucevic,2015-02-06,ORL,LAL,00:40:44,11,21,0,0,3,5,4,9,13,2,2,2,1,5,25,51.75
C.J.,Miles,2015-02-06,IND,CLE,00:32:07,8,16,4,10,6,8,0,4,4,3,2,0,1,1,26,41.0
David,West,2015-02-06,IND,CLE,00:28:32,9,15,0,0,2,2,3,10,13,3,2,0,0,3,20,44.75
D.J.,Augustin,2015-02-06,DET,DEN,00:34:15,6,10,2,3,8,8,0,2,2,11,0,0,5,1,22,39.5
