first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Klay,Thompson,2015-01-23,GSW,SAC,00:32:49,16,25,11,15,9,10,0,2,2,5,4,2,4,3,52,77.5
Nikola,Vucevic,2015-01-23,ORL,NYK,00:37:46,16,22,0,0,2,2,4,14,18,3,1,1,2,3,34,64.0
James,Harden,2015-01-23,HOU,PHO,00:39:48,8,18,3,6,14,17,0,6,6,10,3,1,3,4,33,63.5
LeBron,James,2015-01-23,CLE,CHO,00:26:37,9,15,2,4,5,6,1,5,6,9,4,1,2,1,25,56.0
Eric,Bledsoe,2015-01-23,PHO,HOU,00:38:38,8,14,1,4,8,10,1,7,8,9,0,1,3,5,25,49.5
Al,Jefferson,2015-01-23,CHO,CLE,00:23:45,10,16,0,0,2,2,2,9,11,1,0,3,0,2,22,43.25
Kyle,Lowry,2015-01-23,TOR,PHI,00:36:06,5,14,3,7,8,8,1,4,5,5,3,0,1,0,21,41.75
Russell,Westbrook,2015-01-23,OKC,ATL,00:36:00,8,16,2,4,4,6,1,2,3,11,3,0,4,3,22,47.25
J.J.,Hickson,2015-01-23,DEN,BOS,00:29:16,6,8,0,0,3,6,6,8,14,3,2,0,1,1,15,40.5
DeMarcus,Cousins,2015-01-23,SAC,GSW,00:35:07,9,19,0,0,10,11,2,9,11,2,3,0,5,4,28,48.25
Brandon,Bass,2015-01-23,BOS,DEN,00:35:29,5,12,0,0,7,8,2,7,9,5,3,1,0,3,17,43.75
Luol,Deng,2015-01-23,MIA,IND,00:35:08,9,13,3,3,2,2,0,5,5,3,0,0,1,2,23,34.75
Paul,Millsap,2015-01-23,ATL,OKC,00:33:10,9,17,2,3,2,2,2,8,10,3,2,2,4,0,22,46.0
Patrick,Patterson,2015-01-23,TOR,PHI,00:29:37,6,10,2,4,0,1,6,7,13,3,2,0,0,1,14,39.75
Jimmy,Butler,2015-01-23,CHI,DAL,00:38:22,8,18,0,2,4,5,3,5,8,6,3,0,2,1,20,44.0
Lance,Thomas,2015-01-23,NYK,ORL,00:24:53,8,10,0,0,0,0,1,3,4,4,2,0,1,0,16,30.5
Dirk,Nowitzki,2015-01-23,DAL,CHI,00:34:19,10,15,2,5,2,2,0,7,7,0,0,1,3,0,24,34.25
Carmelo,Anthony,2015-01-23,NYK,ORL,00:41:34,10,24,3,7,2,4,2,5,7,4,0,1,0,2,25,43.25
J.R.,Smith,2015-01-23,CLE,CHO,00:28:48,7,13,7,11,0,0,0,4,4,4,0,0,1,2,21,35.0
Tyson,Chandler,2015-01-23,DAL,CHI,00:35:58,3,6,0,0,4,4,6,6,12,3,1,5,2,2,10,40.5
Al,Horford,2015-01-23,ATL,OKC,00:32:00,6,12,1,2,1,1,3,9,12,3,1,3,1,1,14,41.5
Langston,Galloway,2015-01-23,NYK,ORL,00:30:47,5,10,2,6,3,4,3,5,8,3,1,0,0,0,15,32.5
Kawhi,Leonard,2015-01-23,SAS,LAL,00:33:18,6,12,1,3,2,3,2,12,14,3,2,0,1,1,15,41.0
Michael,Carter-Williams,2015-01-23,PHI,TOR,00:35:53,4,8,1,2,3,4,1,6,7,9,4,1,4,3,12,42.75
Jeff,Teague,2015-01-23,ATL,OKC,00:30:07,7,13,1,2,2,2,0,2,2,9,1,0,2,2,17,34.5
Eric,Gordon,2015-01-23,NOP,MIN,00:34:57,8,13,2,3,2,2,0,2,2,5,1,0,2,4,20,32.0
Arron,Afflalo,2015-01-23,DEN,BOS,00:38:33,6,13,1,4,7,7,1,3,4,4,0,0,1,3,20,31.0
Chandler,Parsons,2015-01-23,DAL,CHI,00:37:47,8,14,1,3,2,2,0,1,1,2,2,0,0,2,19,27.75
Tim,Duncan,2015-01-23,SAS,LAL,00:20:18,5,9,0,0,4,5,1,6,7,3,0,2,0,1,14,31.25
Kyrie,Irving,2015-01-23,CLE,CHO,00:27:48,7,12,3,4,1,2,1,3,4,2,1,1,1,2,18,31.0
Timofey,Mozgov,2015-01-23,CLE,CHO,00:21:18,4,5,0,0,6,7,2,8,10,0,0,1,1,1,14,28.0
Marreese,Speights,2015-01-23,GSW,SAC,00:20:55,8,13,0,0,3,3,2,4,6,1,0,1,1,5,19,29.5
Pau,Gasol,2015-01-23,CHI,DAL,00:38:19,5,10,0,0,3,3,3,13,16,3,1,1,3,2,13,40.0
Darren,Collison,2015-01-23,SAC,GSW,00:34:25,6,13,1,4,2,2,2,4,6,4,3,0,3,0,15,33.5
Tyreke,Evans,2015-01-23,NOP,MIN,00:34:40,8,17,1,1,0,2,0,3,3,8,2,0,2,1,17,36.25
Dante,Cunningham,2015-01-23,NOP,MIN,00:34:39,7,12,0,0,0,0,3,2,5,1,2,1,1,0,14,27.25
Markieff,Morris,2015-01-23,PHO,HOU,00:23:39,9,14,0,0,3,4,2,2,4,1,1,0,3,4,21,28.0
Jameer,Nelson,2015-01-23,DEN,BOS,00:41:49,9,20,4,7,1,2,0,0,0,7,1,0,4,2,23,35.5
Gorgui,Dieng,2015-01-23,MIN,NOP,00:35:05,6,12,0,0,2,3,3,12,15,3,0,1,3,0,14,37.75
Channing,Frye,2015-01-23,ORL,NYK,00:34:47,5,10,4,9,0,0,0,6,6,3,0,1,0,2,14,30.0
DeMarre,Carroll,2015-01-23,ATL,OKC,00:31:46,5,7,3,5,0,0,1,3,4,3,0,0,0,3,13,24.0
Anthony,Davis,2015-01-23,NOP,MIN,00:41:53,9,23,0,0,3,4,0,12,12,0,2,1,1,2,21,41.5
Wilson,Chandler,2015-01-23,DEN,BOS,00:36:04,5,15,1,5,3,4,2,4,6,2,3,1,0,1,14,33.0
C.J.,Watson,2015-01-23,IND,MIA,00:26:44,3,6,2,3,5,6,1,3,4,2,1,0,0,3,13,24.0
Michael,Kidd-Gilchrist,2015-01-23,CHO,CLE,00:23:09,5,11,0,0,5,8,2,5,7,2,1,1,2,0,15,29.75
