first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Bradley,Beal,2014-12-29,WAS,HOU,00:37:17,9,17,5,11,10,10,1,4,5,3,1,0,3,2,33,46.75
Nikola,Vucevic,2014-12-29,ORL,MIA,00:33:55,12,17,0,0,2,3,3,6,9,3,0,1,0,1,26,43.75
James,Harden,2014-12-29,HOU,WAS,00:35:38,12,23,3,8,6,7,1,5,6,4,1,0,2,3,33,49.0
Jimmy,Butler,2014-12-29,CHI,IND,00:44:07,8,20,2,2,9,12,5,4,9,1,4,1,1,1,27,50.25
Rudy,Gay,2014-12-29,SAC,BRK,00:37:56,9,21,1,3,6,6,4,5,9,5,2,0,1,2,25,47.75
DeMarcus,Cousins,2014-12-29,SAC,BRK,00:36:39,9,12,0,0,6,9,3,10,13,4,1,2,5,4,24,49.75
Dwyane,Wade,2014-12-29,MIA,ORL,00:30:49,7,14,0,1,11,11,1,2,3,6,1,0,3,0,25,38.25
Paul,Pierce,2014-12-29,WAS,HOU,00:29:39,7,9,1,3,6,6,0,3,3,1,3,1,1,1,21,34.25
Chris,Paul,2014-12-29,LAC,UTA,00:35:30,7,14,3,5,3,4,1,4,5,8,4,0,2,2,20,46.75
Mason,Plumlee,2014-12-29,BRK,SAC,00:33:19,6,7,0,0,10,16,3,1,4,1,3,1,3,2,22,35.0
Giannis,Antetokounmpo,2014-12-29,MIL,CHO,00:35:08,7,8,0,0,2,3,0,8,8,4,0,3,1,2,16,37.5
Gerald,Henderson,2014-12-29,CHO,MIL,00:39:17,7,13,1,3,4,4,0,4,4,5,2,1,1,2,19,37.5
Pau,Gasol,2014-12-29,CHI,IND,00:34:52,7,14,0,0,6,6,3,3,6,3,0,1,0,3,20,34.0
