first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Kevin,Durant,2015-01-09,OKC,UTA,00:36:05,14,21,2,7,2,2,1,4,5,6,1,1,2,2,32,51.25
Russell,Westbrook,2015-01-09,OKC,UTA,00:37:30,9,17,1,1,6,6,1,3,4,12,3,0,3,3,25,53.0
DeMarcus,Cousins,2015-01-09,SAC,DEN,00:39:21,12,25,0,0,8,9,6,7,13,4,3,4,7,4,32,64.75
Jrue,Holiday,2015-01-09,NOP,MEM,00:35:52,7,13,3,6,6,6,0,3,3,8,2,0,0,3,23,44.25
Stephen,Curry,2015-01-09,GSW,CLE,00:35:00,8,15,3,8,4,4,0,1,1,10,2,0,1,1,23,44.25
Robert,Covington,2015-01-09,PHI,BRK,00:39:39,8,12,3,6,1,2,2,5,7,1,6,0,1,2,20,43.25
Ty,Lawson,2015-01-09,DEN,SAC,00:36:08,7,13,1,3,7,10,0,3,3,8,0,1,1,1,22,39.75
Gordon,Hayward,2015-01-09,UTA,OKC,00:36:30,11,18,1,5,4,6,0,4,4,4,3,0,5,1,27,42.0
Klay,Thompson,2015-01-09,GSW,CLE,00:29:38,8,17,4,10,4,4,1,3,4,2,2,1,1,3,24,39.5
P.J.,Tucker,2015-01-09,PHO,SAS,00:26:17,8,11,1,4,2,2,0,6,6,1,2,1,1,0,19,34.0
Trey,Burke,2015-01-09,UTA,OKC,00:37:32,8,15,2,4,2,2,1,4,5,5,2,0,2,0,20,37.75
Danny,Green,2015-01-09,SAS,PHO,00:34:50,6,13,4,7,4,4,0,4,4,1,2,2,0,2,20,36.5
Tyreke,Evans,2015-01-09,NOP,MEM,00:32:40,7,15,0,0,7,10,1,8,9,5,0,1,1,2,21,41.25
Kevin,Love,2015-01-09,CLE,GSW,00:38:00,6,11,1,2,4,4,3,11,14,1,1,0,1,1,17,38.0
Tarik,Black,2015-01-09,LAL,ORL,00:17:12,4,4,0,0,6,7,5,4,9,0,0,1,0,2,14,27.25
Mason,Plumlee,2015-01-09,BRK,PHI,00:32:22,5,9,0,0,5,8,5,10,15,1,2,0,1,2,15,38.75
Andrew,Wiggins,2015-01-09,MIN,MIL,00:39:26,6,17,1,3,7,9,2,5,7,5,2,0,0,3,20,40.75
John,Wall,2015-01-09,WAS,CHI,00:34:52,6,15,0,1,4,4,0,4,4,12,2,1,3,1,16,43.5
