first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Kyrie,Irving,2015-01-27,CLE,DET,00:41:54,13,23,6,10,6,6,1,2,3,6,3,1,3,2,38,60.25
Pau,Gasol,2015-01-27,CHI,GSW,00:41:11,7,12,0,1,4,4,6,10,16,8,0,4,3,2,18,56.5
John,Wall,2015-01-27,WAS,LAL,00:36:23,8,12,0,0,5,12,1,8,9,13,3,0,4,2,21,55.75
David,Lee,2015-01-27,GSW,CHI,00:30:23,10,17,0,0,4,4,4,5,9,6,0,0,0,4,24,44.25
Joakim,Noah,2015-01-27,CHI,GSW,00:40:19,7,12,0,0,4,4,7,8,15,6,2,0,2,3,18,48.75
Wayne,Ellington,2015-01-27,LAL,WAS,00:36:26,12,20,3,9,1,1,0,3,3,3,3,0,2,2,28,42.75
LeBron,James,2015-01-27,CLE,DET,00:35:56,11,24,0,4,10,11,0,6,6,7,1,0,4,3,32,50.0
Mario,Chalmers,2015-01-27,MIA,MIL,00:34:18,6,9,1,3,8,12,0,2,2,8,0,1,1,5,21,37.5
Klay,Thompson,2015-01-27,GSW,CHI,00:43:35,13,27,4,10,0,1,3,7,10,2,1,0,4,2,30,47.5
D.J.,Augustin,2015-01-27,DET,CLE,00:36:06,8,15,3,6,0,0,1,3,4,9,2,0,5,1,19,40.5
Kyle,Lowry,2015-01-27,TOR,IND,00:34:05,8,17,3,7,0,0,1,6,7,8,0,0,1,4,19,40.75
Jerryd,Bayless,2015-01-27,MIL,MIA,00:21:51,6,8,1,1,2,4,0,4,4,7,0,0,0,4,15,31.0
Chris,Bosh,2015-01-27,MIA,MIL,00:35:39,10,19,2,4,4,6,0,4,4,1,0,0,2,1,26,32.5
DeMar,DeRozan,2015-01-27,TOR,IND,00:33:14,7,15,0,1,10,13,1,5,6,2,2,0,4,4,24,36.5
Patrick,Patterson,2015-01-27,TOR,IND,00:24:09,4,7,2,3,3,4,1,2,3,3,2,1,0,1,13,28.25
Stephen,Curry,2015-01-27,GSW,CHI,00:42:58,9,23,2,9,1,1,0,4,4,9,3,0,3,3,21,45.0
Ed,Davis,2015-01-27,LAL,WAS,00:19:09,6,7,0,0,2,2,3,1,4,0,1,1,0,3,14,23.0
Chandler,Parsons,2015-01-27,DAL,MEM,00:32:00,7,11,3,5,2,2,0,2,2,3,0,0,2,1,19,26.5
Brandon,Knight,2015-01-27,MIL,MIA,00:38:09,5,13,3,5,4,4,0,2,2,6,3,0,4,0,17,34.0
Zach,Randolph,2015-01-27,MEM,DAL,00:33:38,10,15,0,0,2,4,2,8,10,2,0,0,5,3,22,35.0
Hassan,Whiteside,2015-01-27,MIA,MIL,00:36:20,6,12,0,0,4,4,3,13,16,1,1,0,2,5,16,38.5
Danny,Granger,2015-01-27,MIA,MIL,00:36:27,5,9,3,5,1,1,1,5,6,2,1,0,0,2,14,28.0
Rodney,Stuckey,2015-01-27,IND,TOR,00:38:52,8,16,0,2,6,7,1,6,7,2,0,0,3,3,22,32.25
Khris,Middleton,2015-01-27,MIL,MIA,00:30:10,7,9,3,4,0,1,0,3,3,1,1,0,1,4,17,25.25
Marc,Gasol,2015-01-27,MEM,DAL,00:28:09,7,13,0,1,1,1,2,2,4,6,0,0,2,0,15,28.0
Giannis,Antetokounmpo,2015-01-27,MIL,MIA,00:39:47,4,6,0,0,5,6,0,6,6,4,0,1,1,4,13,28.0
