first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Monta,Ellis,2014-12-20,DAL,SAS,00:40:15,15,23,5,6,3,6,0,0,0,1,4,0,2,1,38,49.0
LaMarcus,Aldridge,2014-12-20,POR,NOP,00:29:01,12,20,0,1,3,3,2,10,12,2,3,2,1,1,27,54.5
Chris,Paul,2014-12-20,LAC,MIL,00:36:26,6,16,4,6,11,12,1,2,3,9,2,1,2,3,27,51.25
Eric,Bledsoe,2014-12-20,PHO,NYK,00:36:27,8,15,1,3,8,9,1,9,10,3,3,0,3,0,25,47.0
Carmelo,Anthony,2014-12-20,NYK,PHO,00:40:22,9,19,1,4,6,6,3,8,11,3,3,1,3,2,25,50.25
Blake,Griffin,2014-12-20,LAC,MIL,00:34:13,10,17,0,0,4,5,4,2,6,8,1,0,4,3,24,43.5
Kemba,Walker,2014-12-20,CHO,UTA,00:32:51,8,17,2,5,2,2,0,2,2,6,4,0,0,0,20,40.5
Isaiah,Thomas,2014-12-20,PHO,NYK,00:31:56,7,12,3,5,5,7,1,2,3,3,1,0,0,0,22,33.75
Austin,Rivers,2014-12-20,NOP,POR,00:33:17,5,9,0,1,11,12,0,2,2,3,1,0,0,1,21,30.0
Dwight,Howard,2014-12-20,HOU,ATL,00:41:30,7,10,0,0,5,6,4,7,11,5,2,1,4,5,19,44.25
Al,Horford,2014-12-20,ATL,HOU,00:31:48,6,10,0,1,2,2,3,5,8,5,1,3,1,2,14,39.0
J.J.,Redick,2014-12-20,LAC,MIL,00:34:13,9,15,5,8,0,0,0,3,3,2,1,0,1,2,23,33.75
Giannis,Antetokounmpo,2014-12-20,MIL,LAC,00:37:42,8,12,0,1,2,3,1,8,9,6,2,0,3,3,18,40.75
James,Harden,2014-12-20,HOU,ATL,00:39:11,5,16,2,7,6,6,1,5,6,14,1,1,3,5,18,50.0
Kyle,Korver,2014-12-20,ATL,HOU,00:38:15,7,12,4,8,4,4,0,3,3,2,1,0,2,2,22,31.75
Damian,Lillard,2014-12-20,POR,NOP,00:27:47,6,12,3,6,2,2,0,3,3,7,1,0,1,2,17,34.25
Al,Jefferson,2014-12-20,CHO,UTA,00:26:58,8,13,0,0,3,4,0,10,10,1,0,0,0,2,19,33.0
Jose,Calderon,2014-12-20,NYK,PHO,00:35:08,8,13,5,6,0,0,0,5,5,3,1,0,3,3,21,34.75
Gerald,Henderson,2014-12-20,CHO,UTA,00:28:50,8,12,1,2,0,0,0,2,2,4,1,0,0,2,17,28.0
Nicolas,Batum,2014-12-20,POR,NOP,00:30:21,5,8,0,2,1,2,1,2,3,5,3,0,0,1,11,28.25
Rudy,Gobert,2014-12-20,UTA,CHO,00:30:00,5,6,0,0,1,2,5,7,12,0,1,2,1,3,11,31.5
Ryan,Anderson,2014-12-20,NOP,POR,00:26:03,6,11,1,5,3,3,3,2,5,3,0,0,1,1,16,26.75
Jared,Dudley,2014-12-20,MIL,LAC,00:29:34,7,12,2,4,0,0,2,6,8,3,2,0,3,2,16,34.0
Markieff,Morris,2014-12-20,PHO,NYK,00:33:20,8,16,1,3,2,2,2,3,5,0,1,0,0,1,19,27.75
Derrick,Favors,2014-12-20,UTA,CHO,00:18:22,5,8,0,0,3,4,3,2,5,2,0,1,0,0,13,24.25
Matt,Bonner,2014-12-20,SAS,DAL,00:25:50,3,4,0,0,8,8,0,2,2,0,1,0,0,2,14,18.5
Michael,Kidd-Gilchrist,2014-12-20,CHO,UTA,00:33:04,4,8,0,0,5,8,3,8,11,2,1,3,3,2,13,36.25
Aron,Baynes,2014-12-20,SAS,DAL,00:30:58,6,11,0,0,4,4,2,8,10,2,1,1,4,4,16,33.5
Ty,Lawson,2014-12-20,DEN,IND,00:37:46,6,16,0,2,3,4,0,1,1,10,3,0,3,3,15,35.75
Paul,Millsap,2014-12-20,ATL,HOU,00:29:39,6,11,0,2,2,3,1,5,6,3,2,3,4,2,14,34.0
Tyson,Chandler,2014-12-20,DAL,SAS,00:36:25,1,2,0,0,4,4,5,9,14,0,1,2,1,2,6,29.0
Larry,Sanders,2014-12-20,MIL,LAC,00:25:58,5,6,0,0,0,2,2,5,7,3,1,1,0,5,10,27.25
Danilo,Gallinari,2014-12-20,DEN,IND,00:27:53,7,12,1,3,4,5,1,2,3,1,0,0,3,1,19,23.25
Joe,Ingles,2014-12-20,UTA,CHO,00:16:22,5,8,3,6,0,1,0,4,4,1,0,1,0,0,13,23.0
Lavoy,Allen,2014-12-20,IND,DEN,00:24:24,2,3,0,0,2,2,5,5,10,3,0,0,0,2,6,23.0
Gordon,Hayward,2014-12-20,UTA,CHO,00:32:03,6,14,2,6,0,0,0,2,2,6,1,0,1,1,14,28.0
Chris,Kaman,2014-12-20,POR,NOP,00:22:17,8,10,0,0,0,3,1,5,6,0,1,0,2,3,16,24.5
Alexis,Ajinca,2014-12-20,NOP,POR,00:14:38,4,7,0,0,2,2,4,9,13,0,1,0,2,1,10,27.25
DeAndre,Jordan,2014-12-20,LAC,MIL,00:34:18,4,8,0,0,1,4,5,11,16,0,1,2,1,4,9,34.5
Marco,Belinelli,2014-12-20,SAS,DAL,00:38:47,7,16,0,3,7,7,3,0,3,2,0,0,5,2,21,25.25
Khris,Middleton,2014-12-20,MIL,LAC,00:24:21,5,10,1,5,1,1,1,3,4,2,1,0,0,2,12,22.5
