first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
LaMarcus,Aldridge,2015-01-30,POR,ATL,00:37:52,15,24,2,3,5,5,1,10,11,2,2,1,1,4,37,60.25
Brook,Lopez,2015-01-30,BRK,TOR,00:41:08,15,28,0,0,5,6,8,4,12,0,3,3,1,4,35,61.5
Jarrett,Jack,2015-01-30,BRK,TOR,00:52:13,13,30,1,7,8,8,0,8,8,13,1,0,2,3,35,66.0
Stephen,Curry,2015-01-30,GSW,UTA,00:33:59,10,22,5,11,7,9,1,6,7,6,3,0,2,1,32,57.25
Gordon,Hayward,2015-01-30,UTA,GSW,00:38:22,9,20,1,3,7,8,5,10,15,6,3,0,3,3,26,58.75
DeMar,DeRozan,2015-01-30,TOR,BRK,00:40:52,9,17,0,1,8,9,0,4,4,9,1,0,1,3,26,46.0
Chris,Paul,2015-01-30,LAC,NOP,00:38:14,10,20,3,9,1,2,0,8,8,7,3,0,1,2,24,51.5
Nerlens,Noel,2015-01-30,PHI,MIN,00:30:54,7,8,0,0,0,0,3,3,6,3,4,6,1,4,14,45.5
Eric,Gordon,2015-01-30,NOP,LAC,00:38:20,10,20,5,7,3,3,0,2,2,7,1,0,3,0,28,44.0
DeMarcus,Cousins,2015-01-30,SAC,CLE,00:35:34,5,17,0,0,11,12,4,9,13,4,5,1,3,2,21,53.75
Amir,Johnson,2015-01-30,TOR,BRK,00:34:34,10,11,0,0,4,4,4,3,7,0,0,0,2,5,24,31.75
Donatas,Motiejunas,2015-01-30,HOU,BOS,00:31:22,11,16,3,5,1,3,4,8,12,1,0,0,4,1,26,42.0
Eric,Bledsoe,2015-01-30,PHO,CHI,00:36:51,8,16,2,3,5,5,1,3,4,6,3,0,4,1,23,42.0
Hassan,Whiteside,2015-01-30,MIA,DAL,00:28:30,7,11,0,0,2,3,10,14,24,0,1,1,3,3,16,48.5
Louis,Williams,2015-01-30,TOR,BRK,00:29:23,6,12,3,7,10,11,0,4,4,3,0,0,1,4,25,35.5
Ryan,Anderson,2015-01-30,NOP,LAC,00:36:09,6,17,5,11,7,7,4,5,9,1,1,0,0,4,24,41.25
Nikola,Pekovic,2015-01-30,MIN,PHI,00:31:13,6,9,0,0,6,7,3,4,7,2,1,1,1,1,18,33.25
Al,Horford,2015-01-30,ATL,POR,00:33:56,8,15,1,1,0,0,2,6,8,4,3,2,1,2,17,43.0
Paul,Millsap,2015-01-30,ATL,POR,00:35:30,6,14,2,5,7,9,0,8,8,2,3,0,1,2,21,40.5
Aaron,Brooks,2015-01-30,CHI,PHO,00:32:05,8,13,3,5,2,2,0,2,2,2,2,0,0,4,21,32.0
Kevin,Love,2015-01-30,CLE,SAC,00:29:04,9,17,2,5,3,3,1,9,10,3,0,0,2,2,23,40.0
Jonas,Valanciunas,2015-01-30,TOR,BRK,00:32:51,7,7,0,0,0,0,3,8,11,0,0,2,0,1,14,31.75
Blake,Griffin,2015-01-30,LAC,NOP,00:37:29,7,14,0,0,5,6,2,2,4,6,1,0,0,4,19,35.0
DeAndre,Jordan,2015-01-30,LAC,NOP,00:33:39,6,7,0,0,0,2,7,8,15,0,0,3,1,0,12,36.25
Michael,Carter-Williams,2015-01-30,PHI,MIN,00:35:05,6,13,0,1,5,6,2,8,10,10,1,1,5,1,17,46.0
Trevor,Booker,2015-01-30,UTA,GSW,00:21:34,7,11,2,3,1,2,1,6,7,3,1,1,0,4,17,35.25
Kyrie,Irving,2015-01-30,CLE,SAC,00:31:42,8,13,3,6,2,4,0,3,3,6,0,0,3,0,21,33.75
Goran,Dragic,2015-01-30,PHO,CHI,00:35:36,9,18,1,4,2,2,1,1,2,4,1,2,1,3,21,35.5
