first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
LaMarcus,Aldridge,2015-03-28,POR,DEN,2076,13,20,1,2,5,6,0,11,11,2,0,0,2,1,32,48.25
Jimmy,Butler,2015-03-28,CHI,NYK,1538,5,9,0,0,8,8,1,2,3,4,5,1,0,0,18,39.75
Rudy,Gobert,2015-03-28,UTA,OKC,2460,3,6,0,0,7,10,7,8,15,1,3,4,0,5,13,47.25
Gerald,Henderson,2015-03-28,CHO,ATL,1778,9,10,2,2,0,0,0,5,5,4,0,0,1,2,20,32.75
Mike,Muscala,2015-03-28,ATL,CHO,2063,7,13,2,2,2,2,3,7,10,4,1,2,2,0,18,42.5
Nikola,Mirotic,2015-03-28,CHI,NYK,1542,8,15,3,7,5,6,2,4,6,2,1,1,2,4,24,39.0
Nicolas,Batum,2015-03-28,POR,DEN,2241,6,8,3,5,0,0,0,2,2,7,2,0,1,1,15,33.0
Stephen,Curry,2015-03-28,GSW,MIL,1824,8,13,6,9,3,3,0,4,4,6,1,0,6,4,25,41.0
Dennis,Schroder,2015-03-28,ATL,CHO,1506,5,12,3,3,4,4,2,2,4,11,0,0,2,2,17,39.0
Russell,Westbrook,2015-03-28,OKC,UTA,2448,12,29,3,9,10,12,1,7,8,6,0,0,9,4,37,53.0
Jameer,Nelson,2015-03-28,DEN,POR,1503,9,18,4,8,0,0,1,1,2,5,1,0,1,2,22,35.5
Klay,Thompson,2015-03-28,GSW,MIL,2044,8,17,3,8,2,2,1,4,5,4,2,1,2,3,21,39.75
Marvin,Williams,2015-03-28,CHO,ATL,2184,6,14,3,9,2,2,1,4,5,3,2,0,0,0,17,33.25
Pau,Gasol,2015-03-28,CHI,NYK,1653,8,15,0,1,3,5,2,10,12,4,0,0,3,0,19,38.5
Arron,Afflalo,2015-03-28,POR,DEN,1760,8,11,1,1,4,4,0,5,5,0,2,0,4,4,21,29.75
Kemba,Walker,2015-03-28,CHO,ATL,2047,7,19,1,4,6,7,1,4,5,6,0,0,1,2,21,36.25
Trey,Burke,2015-03-28,UTA,OKC,1982,8,23,1,8,5,7,1,5,6,4,4,0,2,3,22,43.0
P.J.,Hairston,2015-03-28,CHO,ATL,1175,4,4,2,2,2,2,0,2,2,0,2,0,0,0,12,19.5
Kent,Bazemore,2015-03-28,ATL,CHO,2009,7,14,3,7,3,4,0,5,5,2,1,0,2,3,20,31.75
