first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
John,Wall,2015-01-24,WAS,POR,00:35:23,10,17,0,1,5,5,1,3,4,9,1,0,3,4,25,44.0
Tim,Hardaway,2015-01-24,NYK,CHO,00:34:44,9,17,5,8,2,2,1,5,6,5,0,1,1,4,25,44.0
LaMarcus,Aldridge,2015-01-24,POR,WAS,00:35:47,9,22,0,1,8,8,2,7,9,3,2,0,2,2,26,44.75
Gordon,Hayward,2015-01-24,UTA,BRK,00:31:29,10,14,1,3,3,4,0,4,4,3,3,0,5,1,24,37.5
Paul,Pierce,2015-01-24,WAS,POR,00:29:41,7,10,3,4,2,2,0,6,6,2,0,0,0,0,19,31.0
Damian,Lillard,2015-01-24,POR,WAS,00:35:56,5,13,2,6,8,8,0,3,3,7,1,0,2,2,20,36.25
O.J.,Mayo,2015-01-24,MIL,DET,00:28:02,8,14,4,5,0,0,1,2,3,3,2,0,2,0,20,33.25
Khris,Middleton,2015-01-24,MIL,DET,00:28:28,7,9,2,3,0,0,0,7,7,4,1,0,1,2,16,33.25
Zach,Randolph,2015-01-24,MEM,PHI,00:27:15,8,11,1,1,0,0,2,12,14,4,0,0,3,2,17,39.5
Joe,Ingles,2015-01-24,UTA,BRK,00:30:09,4,8,4,7,4,4,0,1,1,5,1,0,0,1,16,28.75
Trey,Burke,2015-01-24,UTA,BRK,00:25:44,7,13,4,8,1,2,0,2,2,3,1,0,0,2,19,30.0
Brandon,Knight,2015-01-24,MIL,DET,00:27:30,5,12,2,2,2,2,1,5,6,5,1,0,0,0,14,32.0
Greg,Monroe,2015-01-24,DET,MIL,00:28:44,3,7,0,0,2,2,10,6,16,1,1,1,1,1,8,33.0
Jarrett,Jack,2015-01-24,BRK,UTA,00:34:22,5,14,1,4,5,7,1,3,4,7,2,0,3,0,16,34.5
Jeff,Green,2015-01-24,MEM,PHI,00:27:34,6,11,2,2,4,4,0,1,1,1,0,0,1,0,18,21.25
Brian,Roberts,2015-01-24,CHO,NYK,00:32:59,5,9,1,2,6,6,0,3,3,3,0,1,4,0,17,25.75
Jared,Dudley,2015-01-24,MIL,DET,00:23:38,5,6,2,3,0,0,0,2,2,2,1,1,0,3,12,22.5
Marc,Gasol,2015-01-24,MEM,PHI,00:25:04,3,5,0,0,3,5,0,7,7,4,2,4,2,4,9,34.75
Dorell,Wright,2015-01-24,POR,WAS,00:21:01,3,5,3,5,1,1,1,5,6,3,0,0,0,0,10,23.5
John,Henson,2015-01-24,MIL,DET,00:15:38,5,6,0,0,2,2,3,1,4,1,0,1,1,2,12,20.0
Wesley,Matthews,2015-01-24,POR,WAS,00:35:12,7,19,5,11,0,0,0,3,3,3,1,0,0,2,19,31.75
Cody,Zeller,2015-01-24,CHO,NYK,00:32:18,2,5,0,0,4,5,2,6,8,1,2,3,0,3,8,29.5
Nene,Hilario,2015-01-24,WAS,POR,00:27:42,7,11,0,0,1,3,0,4,4,4,1,1,1,6,15,29.5
Dante,Exum,2015-01-24,UTA,BRK,00:29:16,5,7,3,5,0,0,0,4,4,4,0,0,2,2,13,24.5
Vince,Carter,2015-01-24,MEM,PHI,00:23:36,6,14,1,5,0,0,3,3,6,3,2,1,1,3,13,31.0
Furkan,Aldemir,2015-01-24,PHI,MEM,00:19:42,2,4,0,0,0,0,5,6,11,3,3,0,1,2,4,27.75
Mason,Plumlee,2015-01-24,BRK,UTA,00:26:49,5,6,0,0,1,3,2,4,6,1,3,2,4,3,11,28.0
Anthony,Tolliver,2015-01-24,DET,MIL,00:20:35,3,3,1,1,5,6,0,2,2,3,0,0,3,0,12,18.0
Bradley,Beal,2015-01-24,WAS,POR,00:31:43,7,15,1,4,1,2,0,5,5,5,0,0,2,2,16,29.25
Zaza,Pachulia,2015-01-24,MIL,DET,00:23:24,4,10,0,0,0,0,2,4,6,6,0,0,0,1,8,24.5
Meyers,Leonard,2015-01-24,POR,WAS,00:20:31,2,3,2,3,3,3,1,1,2,1,1,0,0,4,9,16.0
Derrick,Favors,2015-01-24,UTA,BRK,00:31:02,3,7,0,0,3,4,1,7,8,1,0,2,1,1,9,24.0
Kevin,Garnett,2015-01-24,BRK,UTA,00:23:24,4,7,0,0,0,0,1,2,3,2,2,1,1,2,8,20.25
Lance,Thomas,2015-01-24,NYK,CHO,00:41:25,7,14,0,0,2,4,0,8,8,3,1,1,5,3,16,32.0
Louis,Amundson,2015-01-24,NYK,CHO,00:22:18,2,5,0,0,3,8,5,3,8,4,1,1,1,6,7,26.5
Larry,Drew,2015-01-24,PHI,MEM,00:20:16,4,6,0,1,1,1,0,0,0,4,0,0,1,1,9,14.5
Rudy,Gobert,2015-01-24,UTA,BRK,00:19:53,3,4,0,1,0,0,3,9,12,2,0,0,2,2,6,23.0
Brandon,Jennings,2015-01-24,DET,MIL,00:26:08,6,14,1,5,3,4,1,1,2,4,1,0,5,2,16,24.5
Nerlens,Noel,2015-01-24,PHI,MEM,00:23:35,3,6,0,0,1,2,2,4,6,0,1,1,0,2,7,18.5
Gerald,Henderson,2015-01-24,CHO,NYK,00:29:35,5,12,0,1,4,4,0,1,1,1,1,0,1,4,14,18.25
Beno,Udrih,2015-01-24,MEM,PHI,00:27:28,3,9,0,1,0,0,2,2,4,5,2,0,1,1,6,22.0
Michael,Kidd-Gilchrist,2015-01-24,CHO,NYK,00:29:54,2,10,0,0,6,9,0,7,7,0,2,0,0,0,10,22.75
Courtney,Lee,2015-01-24,MEM,PHI,00:22:33,1,5,1,2,5,6,0,1,1,3,2,0,2,1,8,17.25
Caron,Butler,2015-01-24,DET,MIL,00:23:32,2,9,2,5,4,4,0,4,4,1,0,0,0,2,10,17.5
Bojan,Bogdanovic,2015-01-24,BRK,UTA,00:23:30,3,7,1,2,2,2,0,2,2,1,0,0,0,3,9,13.5
Al,Jefferson,2015-01-24,CHO,NYK,00:30:29,4,14,0,0,1,4,2,4,6,0,0,7,1,2,9,30.0
Jerryd,Bayless,2015-01-24,MIL,DET,00:24:00,0,3,0,0,4,4,1,1,2,8,1,1,4,3,4,20.5
Langston,Galloway,2015-01-24,NYK,CHO,00:32:07,5,13,1,2,0,0,1,4,5,2,1,0,2,3,11,21.75
Nick,Calathes,2015-01-24,MEM,PHI,00:7:04,2,2,0,0,0,0,0,2,2,0,1,0,0,1,4,8.5
Enes,Kanter,2015-01-24,UTA,BRK,00:28:18,5,12,0,0,0,0,2,2,4,0,1,0,2,0,10,16.0
Andre,Drummond,2015-01-24,DET,MIL,00:21:03,5,9,0,0,0,4,2,5,7,0,0,1,2,3,10,19.75
Jerami,Grant,2015-01-24,PHI,MEM,00:26:05,5,10,2,4,4,8,0,2,2,1,0,0,5,3,16,18.5
Spencer,Dinwiddie,2015-01-24,DET,MIL,00:7:02,1,3,0,1,2,2,0,2,2,2,1,0,1,0,4,11.0
Andre,Miller,2015-01-24,WAS,POR,00:12:41,2,4,0,0,0,0,0,3,3,2,2,0,2,0,4,13.75
Kyle,Singler,2015-01-24,DET,MIL,00:23:05,2,9,1,7,2,2,0,5,5,1,2,0,1,1,7,18.75
Martell,Webster,2015-01-24,WAS,POR,00:19:24,1,5,1,4,2,2,0,2,2,1,1,0,0,0,5,11.5
Cole,Aldrich,2015-01-24,NYK,CHO,00:17:55,1,5,0,0,0,0,5,8,13,1,1,0,2,1,2,20.75
Mike,Conley,2015-01-24,MEM,PHI,00:20:32,3,8,1,2,2,2,1,1,2,1,1,0,2,3,9,14.5
