first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Russell,Westbrook,2015-02-27,OKC,POR,00:37:26,14,32,0,1,12,14,5,8,13,11,1,0,6,1,40,71.75
Greg,Monroe,2015-02-27,DET,NYK,00:44:25,9,13,0,0,10,15,4,9,13,2,2,2,1,2,28,54.75
LaMarcus,Aldridge,2015-02-27,POR,OKC,00:38:45,10,23,0,2,9,10,7,9,16,5,1,1,1,2,29,60.0
Jimmy,Butler,2015-02-27,CHI,MIN,00:42:33,11,19,0,1,6,7,5,7,12,1,2,2,1,0,28,52.0
Alexis,Ajinca,2015-02-27,NOP,MIA,00:21:38,9,10,0,0,6,8,2,6,8,0,0,3,1,2,24,39.5
Stephen,Curry,2015-02-27,GSW,TOR,00:25:01,8,13,3,4,3,3,3,3,6,5,2,0,2,0,22,41.5
DeAndre,Jordan,2015-02-27,LAC,MEM,00:41:10,4,6,0,0,7,17,6,16,22,3,2,3,1,0,15,56.5
Al,Horford,2015-02-27,ATL,ORL,00:30:48,7,9,0,0,3,4,5,8,13,4,2,0,1,1,17,42.75
Chris,Paul,2015-02-27,LAC,MEM,00:39:31,7,14,1,4,4,4,1,3,4,13,2,0,1,4,19,47.5
Terrence,Jones,2015-02-27,HOU,BRK,00:36:17,11,16,0,1,4,4,3,9,12,0,0,1,2,2,26,42.0
Damian,Lillard,2015-02-27,POR,OKC,00:36:41,10,22,2,7,7,8,0,3,3,5,1,0,1,1,29,42.75
Andrea,Bargnani,2015-02-27,NYK,DET,00:36:17,10,20,1,2,4,5,1,11,12,4,1,1,0,5,25,50.5
Klay,Thompson,2015-02-27,GSW,TOR,00:28:13,9,18,5,8,2,2,0,1,1,5,1,1,0,2,25,40.25
Draymond,Green,2015-02-27,GSW,TOR,00:27:49,6,9,3,5,2,2,1,8,9,2,2,3,0,3,17,42.75
Andre,Drummond,2015-02-27,DET,NYK,00:40:48,9,11,0,0,3,7,6,9,15,1,0,4,3,6,21,47.75
