first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Kyrie,Irving,2015-01-27,CLE,DET,2514,13,23,6,10,6,6,1,2,3,6,3,1,3,2,38,60.25
Pau,Gasol,2015-01-27,CHI,GSW,2471,7,12,0,1,4,4,6,10,16,8,0,4,3,2,18,56.5
John,Wall,2015-01-27,WAS,LAL,2183,8,12,0,0,5,12,1,8,9,13,3,0,4,2,21,55.75
David,Lee,2015-01-27,GSW,CHI,1823,10,17,0,0,4,4,4,5,9,6,0,0,0,4,24,44.25
Joakim,Noah,2015-01-27,CHI,GSW,2419,7,12,0,0,4,4,7,8,15,6,2,0,2,3,18,48.75
Wayne,Ellington,2015-01-27,LAL,WAS,2186,12,20,3,9,1,1,0,3,3,3,3,0,2,2,28,42.75
LeBron,James,2015-01-27,CLE,DET,2156,11,24,0,4,10,11,0,6,6,7,1,0,4,3,32,50.0
Mario,Chalmers,2015-01-27,MIA,MIL,2058,6,9,1,3,8,12,0,2,2,8,0,1,1,5,21,37.5
Klay,Thompson,2015-01-27,GSW,CHI,2615,13,27,4,10,0,1,3,7,10,2,1,0,4,2,30,47.5
D.J.,Augustin,2015-01-27,DET,CLE,2166,8,15,3,6,0,0,1,3,4,9,2,0,5,1,19,40.5
Kyle,Lowry,2015-01-27,TOR,IND,2045,8,17,3,7,0,0,1,6,7,8,0,0,1,4,19,40.75
Jerryd,Bayless,2015-01-27,MIL,MIA,1311,6,8,1,1,2,4,0,4,4,7,0,0,0,4,15,31.0
Chris,Bosh,2015-01-27,MIA,MIL,2139,10,19,2,4,4,6,0,4,4,1,0,0,2,1,26,32.5
DeMar,DeRozan,2015-01-27,TOR,IND,1994,7,15,0,1,10,13,1,5,6,2,2,0,4,4,24,36.5
Patrick,Patterson,2015-01-27,TOR,IND,1449,4,7,2,3,3,4,1,2,3,3,2,1,0,1,13,28.25
Stephen,Curry,2015-01-27,GSW,CHI,2578,9,23,2,9,1,1,0,4,4,9,3,0,3,3,21,45.0
Ed,Davis,2015-01-27,LAL,WAS,1149,6,7,0,0,2,2,3,1,4,0,1,1,0,3,14,23.0
Chandler,Parsons,2015-01-27,DAL,MEM,1920,7,11,3,5,2,2,0,2,2,3,0,0,2,1,19,26.5
Brandon,Knight,2015-01-27,MIL,MIA,2289,5,13,3,5,4,4,0,2,2,6,3,0,4,0,17,34.0
Zach,Randolph,2015-01-27,MEM,DAL,2018,10,15,0,0,2,4,2,8,10,2,0,0,5,3,22,35.0
Hassan,Whiteside,2015-01-27,MIA,MIL,2180,6,12,0,0,4,4,3,13,16,1,1,0,2,5,16,38.5
Danny,Granger,2015-01-27,MIA,MIL,2187,5,9,3,5,1,1,1,5,6,2,1,0,0,2,14,28.0
Rodney,Stuckey,2015-01-27,IND,TOR,2332,8,16,0,2,6,7,1,6,7,2,0,0,3,3,22,32.25
Khris,Middleton,2015-01-27,MIL,MIA,1810,7,9,3,4,0,1,0,3,3,1,1,0,1,4,17,25.25
Marc,Gasol,2015-01-27,MEM,DAL,1689,7,13,0,1,1,1,2,2,4,6,0,0,2,0,15,28.0
Giannis,Antetokounmpo,2015-01-27,MIL,MIA,2387,4,6,0,0,5,6,0,6,6,4,0,1,1,4,13,28.0
Solomon,Hill,2015-01-27,IND,TOR,2150,5,9,3,4,2,2,0,3,3,1,2,0,0,4,15,25.75
