first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Anthony,Davis,2014-12-16,NOP,UTA,2094,12,15,0,0,7,7,4,5,9,1,1,3,2,2,31,50.75
Russell,Westbrook,2014-12-16,OKC,SAC,1910,11,20,1,3,9,12,3,3,6,7,4,0,1,4,32,58.0
Ryan,Anderson,2014-12-16,NOP,UTA,1627,10,15,6,10,2,2,2,3,5,3,2,0,0,1,28,45.75
John,Wall,2014-12-16,WAS,MIN,2303,9,17,2,4,1,2,0,4,4,17,2,0,3,1,21,55.0
Enes,Kanter,2014-12-16,UTA,NOP,2192,12,22,0,0,5,6,6,1,7,1,2,1,2,3,29,44.25
Thaddeus,Young,2014-12-16,MIN,WAS,2121,12,19,0,0,5,12,2,2,4,2,2,0,1,3,29,40.5
Rasual,Butler,2014-12-16,WAS,MIN,1663,9,15,4,5,1,2,1,4,5,2,1,1,0,1,23,38.25
Carmelo,Anthony,2014-12-16,NYK,DAL,2246,11,23,2,4,2,4,3,2,5,5,4,1,4,1,26,48.75
Dwyane,Wade,2014-12-16,MIA,BRK,2166,12,24,1,4,3,4,1,4,5,4,1,0,2,2,28,41.75
Mason,Plumlee,2014-12-16,BRK,MIA,1932,8,12,0,0,5,8,5,4,9,1,1,1,4,2,21,35.75
Marc,Gasol,2014-12-16,MEM,GSW,2078,11,21,0,0,2,4,2,5,7,3,0,1,1,2,24,38.75
Shabazz,Muhammad,2014-12-16,MIN,WAS,1663,9,17,1,3,2,4,3,1,4,0,3,0,1,1,21,32.0
Deron,Williams,2014-12-16,BRK,MIA,2313,4,12,1,5,6,7,0,1,1,11,2,0,2,1,15,36.25
Pablo,Prigioni,2014-12-16,NYK,DAL,1292,2,4,1,3,0,0,1,0,1,9,5,0,0,1,5,30.25
Dirk,Nowitzki,2014-12-16,DAL,NYK,1396,5,11,1,4,5,5,0,5,5,5,1,0,2,1,16,31.25
Klay,Thompson,2014-12-16,GSW,MEM,2420,8,16,4,5,2,2,0,2,2,0,1,1,2,1,22,29.5
Marreese,Speights,2014-12-16,GSW,MEM,1549,7,14,0,0,4,4,5,3,8,0,0,2,1,5,18,31.5
Kevin,Durant,2014-12-16,OKC,SAC,2117,12,25,1,4,1,3,0,3,3,2,1,0,2,1,26,34.25
Mario,Chalmers,2014-12-16,MIA,BRK,1872,2,3,0,0,6,6,0,7,7,5,4,0,3,5,10,32.75
Marcin,Gortat,2014-12-16,WAS,MIN,1691,7,12,0,0,1,2,3,2,5,2,0,2,0,3,15,28.25
Gorgui,Dieng,2014-12-16,MIN,WAS,2233,3,8,0,0,6,8,3,9,12,1,0,3,0,3,12,34.5
Chandler,Parsons,2014-12-16,DAL,NYK,1396,5,12,3,6,0,0,0,3,3,6,1,1,0,1,13,31.25
Tyreke,Evans,2014-12-16,NOP,UTA,1976,8,15,0,1,3,3,0,4,4,6,0,0,3,3,19,31.5
Rudy,Gay,2014-12-16,SAC,OKC,2109,8,20,1,2,5,6,1,5,6,3,1,1,3,3,22,37.0
Zach,Randolph,2014-12-16,MEM,GSW,1560,8,12,0,0,1,2,4,6,10,0,0,0,3,1,17,28.0
Stephen,Curry,2014-12-16,GSW,MEM,2337,9,25,1,10,0,0,0,7,7,6,4,0,3,2,19,43.75
Tyson,Chandler,2014-12-16,DAL,NYK,1501,4,5,0,0,0,0,3,11,14,1,0,1,0,4,8,29.0
Luol,Deng,2014-12-16,MIA,BRK,2440,5,13,2,7,6,8,1,5,6,4,1,0,4,2,18,32.5
Beno,Udrih,2014-12-16,MEM,GSW,947,3,4,0,0,0,0,0,1,1,8,1,0,0,0,6,21.25
Austin,Rivers,2014-12-16,NOP,UTA,1590,5,10,1,1,1,1,1,2,3,2,1,1,0,1,12,23.25
Jose,Barea,2014-12-16,DAL,NYK,1027,4,7,2,2,0,0,1,0,1,5,0,0,0,0,10,19.75
Carl,Landry,2014-12-16,SAC,OKC,1308,6,8,0,0,2,3,2,2,4,1,1,0,3,1,14,21.0
Serge,Ibaka,2014-12-16,OKC,SAC,2051,3,10,1,3,2,2,0,6,6,2,0,7,0,2,9,34.0
Shane,Larkin,2014-12-16,NYK,DAL,1794,4,6,1,1,0,0,1,4,5,2,2,0,0,3,9,22.75
Monta,Ellis,2014-12-16,DAL,NYK,1922,6,14,0,2,2,2,0,0,0,6,3,0,3,1,14,27.5
Dante,Exum,2014-12-16,UTA,NOP,1237,5,7,1,2,1,1,1,1,2,2,1,1,2,2,12,21.0
Trey,Burke,2014-12-16,UTA,NOP,1643,5,9,2,4,4,4,1,5,6,1,0,1,5,0,16,25.5
Gordon,Hayward,2014-12-16,UTA,NOP,2108,7,16,0,3,3,4,0,3,3,5,0,1,2,3,17,29.25
Andre,Iguodala,2014-12-16,GSW,MEM,1916,3,10,3,9,0,0,1,5,6,3,3,0,0,1,9,28.5
Rudy,Gobert,2014-12-16,UTA,NOP,1987,3,6,0,0,0,0,5,4,9,2,0,3,0,3,6,26.25
Alec,Burks,2014-12-16,UTA,NOP,2235,6,18,1,3,3,4,2,2,4,4,2,0,2,1,16,30.5
Mike,Conley,2014-12-16,MEM,GSW,1933,6,18,0,4,5,5,0,0,0,5,4,0,3,4,17,31.0
Omer,Asik,2014-12-16,NOP,UTA,1253,3,4,0,0,4,5,1,4,5,0,1,3,3,1,10,22.75
Vince,Carter,2014-12-16,MEM,GSW,1414,5,12,4,7,2,2,1,3,4,1,0,0,2,1,16,23.5
Joe,Johnson,2014-12-16,BRK,MIA,2230,6,14,4,8,0,0,0,3,3,3,0,0,1,3,16,25.75
Shaun,Livingston,2014-12-16,GSW,MEM,1365,5,9,0,0,2,2,2,1,3,3,0,1,2,2,12,21.25
Harrison,Barnes,2014-12-16,GSW,MEM,1845,4,7,1,3,2,2,2,6,8,0,0,1,2,1,11,22.5
Devin,Harris,2014-12-16,DAL,NYK,1077,4,6,3,5,0,0,0,4,4,2,0,0,2,0,11,19.5
Sergey,Karasev,2014-12-16,BRK,MIA,1346,4,9,1,4,2,3,2,1,3,3,0,1,1,2,11,21.25
Otto,Porter,2014-12-16,WAS,MIN,1353,4,8,2,2,0,0,1,4,5,1,0,1,0,2,10,20.75
Trevor,Booker,2014-12-16,UTA,NOP,1275,5,6,0,0,0,0,2,2,4,0,0,0,1,1,10,14.5
Kris,Humphries,2014-12-16,WAS,MIN,1616,2,3,0,0,2,2,1,9,10,0,0,2,0,3,6,22.5
Shabazz,Napier,2014-12-16,MIA,BRK,1104,3,4,3,4,2,2,1,2,3,0,1,0,3,1,11,16.75
Ramon,Sessions,2014-12-16,SAC,OKC,1346,5,10,1,3,0,0,0,4,4,4,0,0,1,2,11,22.0
