first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Russell,Westbrook,2015-02-22,OKC,DEN,1643,8,12,2,3,3,5,1,7,8,17,0,0,2,1,21,56.5
Rodney,Stuckey,2015-02-22,IND,GSW,1698,11,17,2,4,6,7,1,3,4,5,1,0,1,0,30,45.0
Nikola,Vucevic,2015-02-22,ORL,PHI,2254,14,24,0,0,3,5,6,8,14,0,2,1,1,2,31,54.0
Klay,Thompson,2015-02-22,GSW,IND,2247,12,28,5,13,10,10,0,3,3,0,0,0,2,1,39,44.25
Marcin,Gortat,2015-02-22,WAS,DET,1875,12,18,0,0,0,0,5,5,10,1,0,1,0,2,24,40.0
Paul,Millsap,2015-02-22,ATL,MIL,1943,10,21,1,3,2,2,8,8,16,3,1,2,3,1,23,52.5
Jeremy,Lin,2015-02-22,LAL,BOS,1816,10,15,1,3,4,6,0,0,0,6,1,0,1,4,25,36.0
Andre,Drummond,2015-02-22,DET,WAS,1973,8,11,0,0,2,4,6,10,16,2,0,1,1,3,18,42.5
Wesley,Johnson,2015-02-22,LAL,BOS,1956,9,11,2,3,2,2,1,4,5,2,2,0,3,1,22,34.75
Courtney,Lee,2015-02-22,MEM,POR,1799,6,8,2,2,5,5,0,3,3,3,1,0,0,2,19,30.25
Serge,Ibaka,2015-02-22,OKC,DEN,1566,10,18,0,1,0,0,1,7,8,0,1,8,1,3,20,47.5
Marc,Gasol,2015-02-22,MEM,POR,2138,9,17,0,0,3,3,1,5,6,4,0,3,1,1,21,40.0
Enes,Kanter,2015-02-22,OKC,DEN,1582,8,12,0,0,4,6,5,7,12,3,1,0,3,4,20,40.0
Kentavious,Caldwell-Pope,2015-02-22,DET,WAS,1849,10,20,6,13,0,0,1,1,2,1,2,0,1,2,26,36.5
Jae,Crowder,2015-02-22,BOS,LAL,1815,8,14,1,5,5,5,1,6,7,0,0,1,0,4,22,33.25
Mike,Conley,2015-02-22,MEM,POR,1820,6,15,1,1,2,2,2,4,6,8,2,1,0,3,15,41.0
J.R.,Smith,2015-02-22,CLE,NYK,1745,7,11,3,5,0,0,1,2,3,4,1,2,1,3,17,33.75
Nicolas,Batum,2015-02-22,POR,MEM,2153,7,13,3,7,0,0,1,9,10,5,0,1,2,0,17,39.5
Ty,Lawson,2015-02-22,DEN,OKC,1434,6,12,0,2,5,5,1,0,1,4,3,0,1,1,17,29.75
Nick,Young,2015-02-22,LAL,BOS,1579,5,9,3,5,6,8,0,1,1,1,1,1,1,1,19,26.75
Kevin,Love,2015-02-22,CLE,NYK,1744,7,14,2,5,0,0,1,15,16,1,0,0,0,0,16,38.5
