first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Chris,Paul,2015-04-04,LAC,DEN,1890,6,10,4,4,7,8,1,4,5,9,2,0,1,4,23,48.25
DeMarre,Carroll,2015-04-04,ATL,BRK,1616,7,9,4,5,2,4,2,6,8,5,1,0,1,0,20,41.0
DeMar,DeRozan,2015-04-04,TOR,BOS,2603,14,25,0,1,10,12,0,1,1,3,1,0,6,1,38,42.75
Tobias,Harris,2015-04-04,ORL,MIL,2437,8,15,5,9,2,3,1,9,10,2,1,3,2,0,23,48.0
Tyreke,Evans,2015-04-04,NOP,POR,2253,10,18,0,2,1,4,0,7,7,9,3,0,1,2,21,48.75
Reggie,Jackson,2015-04-04,DET,MIA,2253,11,18,2,4,5,7,0,3,3,11,1,0,7,5,29,48.75
Al,Horford,2015-04-04,ATL,BRK,1268,10,13,0,1,0,1,0,2,2,3,3,1,0,1,20,35.0
Chris,Kaman,2015-04-04,POR,NOP,1286,7,10,0,0,2,2,6,5,11,1,2,0,0,0,16,35.25
DeAndre,Jordan,2015-04-04,LAC,DEN,2032,3,6,0,0,8,14,7,15,22,2,0,3,1,1,14,50.0
Goran,Dragic,2015-04-04,MIA,DET,2135,7,12,2,4,5,6,1,1,2,7,1,1,2,2,21,38.0
Louis,Williams,2015-04-04,TOR,BOS,2063,9,17,3,8,6,8,1,1,2,4,1,1,3,3,27,39.5
Tyler,Zeller,2015-04-04,BOS,TOR,1480,8,10,0,0,4,6,2,7,9,3,0,0,0,5,20,35.75
Tyler,Hansbrough,2015-04-04,TOR,BOS,2147,5,5,0,0,8,8,1,7,8,0,2,1,1,6,18,33.5
J.J.,Redick,2015-04-04,LAC,DEN,1926,8,17,4,10,5,6,1,3,4,3,0,0,1,1,25,36.0
LaMarcus,Aldridge,2015-04-04,POR,NOP,2201,7,18,0,1,7,8,3,9,12,1,2,1,1,2,21,43.0
Anthony,Davis,2015-04-04,NOP,POR,2206,8,20,0,0,3,3,4,5,9,2,3,4,2,2,19,46.25
John,Wall,2015-04-04,WAS,MEM,2188,7,15,1,3,3,3,0,6,6,14,0,0,5,0,18,44.5
Jeff,Teague,2015-04-04,ATL,BRK,1421,8,12,1,2,0,0,1,2,3,8,2,0,3,3,17,35.75
Eric,Gordon,2015-04-04,NOP,POR,2136,9,16,4,6,0,0,1,0,1,1,1,0,0,1,22,28.75
Dwyane,Wade,2015-04-04,MIA,DET,2094,11,18,0,2,2,3,1,1,2,3,1,0,2,3,24,32.0
Evan,Turner,2015-04-04,BOS,TOR,2510,9,17,0,2,0,0,1,5,6,10,3,0,4,5,18,44.5
Gerald,Green,2015-04-04,PHO,UTA,1331,10,17,3,5,1,2,2,0,2,1,0,0,2,1,24,28.5
Aaron,Gordon,2015-04-04,ORL,MIL,1756,5,6,0,1,0,0,4,8,12,1,0,2,0,0,10,30.5
Isaiah,Thomas,2015-04-04,BOS,TOR,1614,10,19,3,8,2,2,0,2,2,4,0,0,4,0,25,33.0
Marcus,Smart,2015-04-04,BOS,TOR,1913,6,9,2,5,1,3,1,3,4,4,2,1,2,1,15,32.0
Drew,Gooden,2015-04-04,WAS,MEM,1815,6,10,3,5,1,1,1,2,3,2,1,0,0,1,16,26.25
Kemba,Walker,2015-04-04,CHO,PHI,2045,11,21,0,1,2,2,0,5,5,2,0,0,2,0,24,32.25
Rodney,Hood,2015-04-04,UTA,PHO,1729,7,12,1,5,2,2,1,4,5,2,1,0,0,3,17,28.75
Dirk,Nowitzki,2015-04-04,DAL,GSW,1386,3,5,0,0,12,15,0,4,4,2,0,1,2,4,18,27.0
Brandan,Wright,2015-04-04,PHO,UTA,1960,6,10,0,0,2,4,0,3,3,1,3,4,1,2,14,32.75
Marreese,Speights,2015-04-04,GSW,DAL,590,6,8,2,2,4,4,2,1,3,1,0,0,1,6,18,23.75
Bojan,Bogdanovic,2015-04-04,BRK,ATL,1967,8,11,3,5,0,0,0,0,0,2,0,0,1,3,19,23.0
Andre,Drummond,2015-04-04,DET,MIA,2076,5,8,0,0,1,1,6,11,17,1,0,3,2,5,11,38.75
Ersan,Ilyasova,2015-04-04,MIL,ORL,1612,7,13,2,2,2,5,3,5,8,2,0,0,1,2,18,31.5
Hassan,Whiteside,2015-04-04,MIA,DET,1862,5,9,0,0,3,7,4,8,12,0,1,6,3,2,13,40.5
Gordon,Hayward,2015-04-04,UTA,PHO,2343,7,18,2,6,5,6,2,4,6,4,2,0,4,2,21,37.5
Andre,Iguodala,2015-04-04,GSW,DAL,1685,7,16,4,9,0,0,0,3,3,4,0,0,0,0,18,29.75
Harrison,Barnes,2015-04-04,GSW,DAL,1663,5,11,0,3,3,4,3,7,10,3,4,0,2,5,13,37.0
Kentavious,Caldwell-Pope,2015-04-04,DET,MIA,2514,6,16,2,6,5,8,0,3,3,1,3,0,0,1,19,31.25
Marc,Gasol,2015-04-04,MEM,WAS,2171,7,13,0,1,4,6,1,10,11,2,0,0,2,2,18,33.75
John,Henson,2015-04-04,MIL,ORL,1479,5,9,0,0,0,1,5,3,8,4,0,3,1,1,10,31.5
Nikola,Vucevic,2015-04-04,ORL,MIL,2027,10,17,0,0,0,1,2,5,7,5,0,0,3,5,20,34.75
Klay,Thompson,2015-04-04,GSW,DAL,1661,7,17,5,10,2,4,1,2,3,3,2,0,2,4,21,34.75
Eric,Bledsoe,2015-04-04,PHO,UTA,2152,5,13,0,1,6,7,1,2,3,5,1,0,1,2,16,28.75
Elfrid,Payton,2015-04-04,ORL,MIL,2405,4,11,1,2,1,1,1,2,3,11,3,1,3,3,10,37.25
Jarrett,Jack,2015-04-04,BRK,ATL,1198,5,9,1,2,3,3,0,1,1,6,2,0,4,0,14,26.75
Kent,Bazemore,2015-04-04,ATL,BRK,1179,4,4,3,3,0,0,0,1,1,5,0,1,1,3,11,22.75
Tyson,Chandler,2015-04-04,DAL,GSW,1458,4,5,0,0,2,4,3,10,13,0,0,0,0,2,10,26.25
Festus,Ezeli,2015-04-04,GSW,DAL,917,4,6,0,0,2,4,5,4,9,0,1,1,0,4,10,25.25
Paul,Millsap,2015-04-04,ATL,BRK,1004,1,5,0,1,6,6,1,2,3,5,1,1,0,1,8,23.25
Bismack,Biyombo,2015-04-04,CHO,PHI,1919,3,4,0,0,3,4,3,6,9,0,0,3,1,3,9,25.75
Jerami,Grant,2015-04-04,PHI,CHO,1716,3,7,2,3,2,4,0,4,4,2,2,6,2,4,10,34.0
Kyle,Korver,2015-04-04,ATL,BRK,1324,3,6,3,5,1,1,0,2,2,3,1,0,0,0,10,20.5
Leandro,Barbosa,2015-04-04,GSW,DAL,1308,2,5,1,3,5,5,0,1,1,3,2,1,1,2,10,21.75
Thabo,Sefolosha,2015-04-04,ATL,BRK,1365,4,9,2,4,2,2,1,3,4,3,2,0,2,1,12,25.5
