first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Stephen,Curry,2015-02-24,GSW,WAS,2029,11,18,5,9,5,5,0,0,0,8,2,0,0,1,32,50.5
Paul,Pierce,2015-02-24,WAS,GSW,1693,7,11,2,4,9,9,0,5,5,1,1,1,2,1,25,36.75
Kevin,Love,2015-02-24,CLE,DET,2055,8,16,8,14,0,0,0,9,9,3,1,0,0,2,24,45.75
Serge,Ibaka,2015-02-24,OKC,IND,1741,9,11,1,1,4,4,2,8,10,0,0,3,3,4,23,40.5
Reggie,Jackson,2015-02-24,DET,CLE,2109,7,15,1,4,7,8,1,7,8,9,0,1,2,5,22,47.0
Devin,Harris,2015-02-24,DAL,TOR,1673,5,10,1,4,3,3,0,3,3,5,4,0,0,2,14,33.75
Kentavious,Caldwell-Pope,2015-02-24,DET,CLE,1972,7,13,5,7,2,3,0,2,2,1,2,0,1,1,21,31.0
Russell,Westbrook,2015-02-24,OKC,IND,1695,8,19,1,3,3,3,0,11,11,10,1,0,5,1,20,48.75
Marcin,Gortat,2015-02-24,WAS,GSW,1768,8,11,0,0,0,0,1,10,11,3,0,1,2,1,16,35.25
Timofey,Mozgov,2015-02-24,CLE,DET,1206,5,6,0,0,4,4,1,5,6,0,0,4,0,3,14,29.5
Klay,Thompson,2015-02-24,GSW,WAS,2074,7,13,1,2,2,2,0,1,1,4,5,0,3,2,17,33.25
George,Hill,2015-02-24,IND,OKC,1763,5,12,1,5,2,2,0,2,2,8,3,0,1,2,13,33.5
C.J.,Miles,2015-02-24,IND,OKC,1625,9,14,2,5,1,1,1,1,2,0,1,0,2,2,21,25.5
Monta,Ellis,2015-02-24,DAL,TOR,2232,8,15,1,4,3,4,0,1,1,3,3,1,4,2,20,32.25
LeBron,James,2015-02-24,CLE,DET,2343,6,14,1,5,6,10,0,7,7,11,3,1,9,3,19,48.25
Greivis,Vasquez,2015-02-24,TOR,DAL,1166,5,6,3,3,1,2,0,1,1,2,1,0,0,2,14,21.75
Dirk,Nowitzki,2015-02-24,DAL,TOR,1997,7,18,2,5,2,2,0,9,9,1,1,0,1,0,18,33.25
