first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Stephen,Curry,2014-11-26,GSW,ORL,1418,9,13,6,8,4,5,1,4,5,8,0,0,1,1,28,48.75
LeBron,James,2014-11-26,CLE,WAS,2165,7,14,1,5,14,17,1,9,10,8,3,0,4,3,29,58.0
Isaiah,Canaan,2014-11-26,HOU,SAC,1919,9,16,6,10,0,0,3,3,6,4,4,0,1,1,24,48.0
DeMarcus,Cousins,2014-11-26,SAC,HOU,2210,9,18,0,0,11,13,3,14,17,6,0,3,7,5,29,61.75
Dirk,Nowitzki,2014-11-26,DAL,NYK,2327,11,24,1,8,7,7,0,6,6,2,3,0,0,3,30,47.0
Eric,Bledsoe,2014-11-26,PHO,DEN,2264,6,10,2,3,7,8,0,1,1,10,3,0,3,3,21,42.75
Al,Horford,2014-11-26,ATL,TOR,1936,11,16,0,1,1,2,2,7,9,4,0,2,1,1,23,43.75
Tyson,Chandler,2014-11-26,DAL,NYK,2555,7,12,0,0,3,5,10,15,25,1,1,2,2,3,17,54.75
Jamal,Crawford,2014-11-26,LAC,DET,1957,8,16,3,8,6,6,1,2,3,4,2,1,2,1,25,41.25
Al,Jefferson,2014-11-26,CHO,POR,2124,10,20,0,0,3,3,2,12,14,3,0,2,0,1,23,49.0
Manu,Ginobili,2014-11-26,SAS,IND,1579,10,18,2,6,6,7,0,3,3,4,2,0,3,2,28,41.25
Chris,Paul,2014-11-26,LAC,DET,2180,9,12,3,4,2,2,1,1,2,7,1,0,3,3,23,38.0
Louis,Williams,2014-11-26,TOR,ATL,1578,6,11,4,6,6,6,0,0,0,2,3,0,0,1,22,33.0
Jeff,Teague,2014-11-26,ATL,TOR,2047,7,14,2,3,8,8,0,3,3,12,1,0,5,5,24,46.25
Marc,Gasol,2014-11-26,MEM,LAL,2215,5,10,0,0,9,10,2,9,11,4,2,3,3,4,19,47.25
Timofey,Mozgov,2014-11-26,DEN,PHO,1904,8,13,1,1,1,2,9,4,13,0,3,2,3,2,18,43.25
Wesley,Matthews,2014-11-26,POR,CHO,2056,10,15,6,9,2,2,1,0,1,1,0,0,2,3,28,32.75
Donatas,Motiejunas,2014-11-26,HOU,SAC,2220,10,15,1,2,0,0,1,5,6,3,3,0,1,4,21,39.0
Jeremy,Lamb,2014-11-26,OKC,UTA,1428,7,8,3,3,4,5,0,4,4,2,3,1,3,6,21,37.0
Jose,Calderon,2014-11-26,NYK,DAL,2308,7,13,7,9,0,0,3,7,10,4,0,0,2,3,21,42.0
Deron,Williams,2014-11-26,BRK,PHI,2227,4,10,2,5,7,7,1,7,8,10,2,1,4,4,17,47.0
James,Harden,2014-11-26,HOU,SAC,2247,10,31,2,9,4,6,3,4,7,8,2,3,1,3,26,57.25
Ty,Lawson,2014-11-26,DEN,PHO,2425,4,16,1,7,8,8,2,5,7,12,2,0,2,1,17,47.25
Damian,Lillard,2014-11-26,POR,CHO,2130,8,17,4,8,2,3,0,4,4,7,1,0,1,2,22,41.0
Andre,Drummond,2014-11-26,DET,LAC,2253,6,11,0,0,5,9,6,7,13,0,2,2,2,0,17,40.25
Goran,Dragic,2014-11-26,PHO,DEN,2130,8,13,1,2,3,4,3,2,5,4,2,0,2,4,20,35.75
Serge,Ibaka,2014-11-26,OKC,UTA,2075,9,19,2,4,0,1,1,7,8,3,1,4,0,3,20,45.5
Kawhi,Leonard,2014-11-26,SAS,IND,2167,8,12,2,2,3,6,1,12,13,1,1,0,2,3,21,40.75
Mike,Conley,2014-11-26,MEM,LAL,1802,6,11,1,4,6,6,1,1,2,7,1,0,3,2,19,33.0
Greivis,Vasquez,2014-11-26,TOR,ATL,1007,8,12,3,6,2,2,0,2,2,3,0,0,1,2,21,29.0
Reggie,Jackson,2014-11-26,OKC,UTA,2003,10,18,2,4,0,0,2,2,4,8,1,0,5,1,22,39.5
Joe,Johnson,2014-11-26,BRK,PHI,2054,8,12,3,4,2,2,0,2,2,4,0,0,1,4,21,30.5
Robin,Lopez,2014-11-26,POR,CHO,1838,6,10,0,0,3,3,5,5,10,2,0,3,1,4,15,36.0
Markieff,Morris,2014-11-26,PHO,DEN,2151,6,17,0,2,3,3,2,8,10,7,3,4,3,2,15,50.5
Brian,Roberts,2014-11-26,CHO,POR,1948,9,16,3,4,1,4,1,3,4,4,0,0,1,1,22,34.0
Rasual,Butler,2014-11-26,WAS,CLE,1669,9,15,3,5,2,2,0,1,1,0,1,1,2,0,23,28.75
DeMar,DeRozan,2014-11-26,TOR,ATL,1959,8,16,2,3,9,9,1,2,3,2,0,0,5,2,27,32.25
Tim,Duncan,2014-11-26,SAS,IND,1984,7,10,0,0,3,6,3,3,6,3,1,2,2,3,17,34.0
Kyle,Korver,2014-11-26,ATL,TOR,2192,6,9,4,6,3,3,1,3,4,3,0,1,3,2,19,31.0
Kyle,Lowry,2014-11-26,TOR,ATL,1957,3,12,2,6,6,8,1,5,6,13,1,0,1,4,14,43.5
Tony,Parker,2014-11-26,SAS,IND,2139,8,16,1,1,4,6,1,3,4,6,1,0,3,1,21,36.0
Kevin,Love,2014-11-26,CLE,WAS,1730,7,10,1,2,6,7,2,3,5,0,0,1,2,5,21,28.75
Gerald,Green,2014-11-26,PHO,DEN,1570,9,17,6,11,0,0,1,2,3,2,0,0,2,4,24,32.75
Larry,Sanders,2014-11-26,MIL,MIN,1706,7,10,0,0,1,1,3,4,7,2,1,5,4,3,15,36.75
Tobias,Harris,2014-11-26,ORL,GSW,1792,6,10,0,1,4,6,1,9,10,2,0,0,1,0,16,31.0
Rodney,Stuckey,2014-11-26,IND,SAS,2099,9,20,0,2,4,5,1,3,4,4,2,0,2,3,22,36.0
Pablo,Prigioni,2014-11-26,NYK,DAL,1745,4,8,4,5,0,0,1,2,3,6,1,0,0,1,12,28.75
Gordon,Hayward,2014-11-26,UTA,OKC,2180,8,15,1,4,7,14,1,7,8,3,4,0,8,2,24,43.0
Josh,Smith,2014-11-26,DET,LAC,2161,7,17,1,1,2,2,1,3,4,6,2,2,2,3,17,38.5
Wilson,Chandler,2014-11-26,DEN,PHO,1898,7,12,2,4,3,4,3,4,7,1,1,1,3,5,19,32.75
Kyrie,Irving,2014-11-26,CLE,WAS,1970,7,15,3,5,1,4,0,1,1,5,3,0,1,3,18,33.75
D.J.,Augustin,2014-11-26,DET,LAC,2116,7,14,2,8,3,3,0,3,3,6,0,0,3,2,19,31.25
Dennis,Schroder,2014-11-26,ATL,TOR,955,5,6,1,1,2,2,0,1,1,6,0,0,0,5,13,23.75
Alec,Burks,2014-11-26,UTA,OKC,2101,6,14,0,2,4,4,0,3,3,4,2,0,1,1,16,29.25
Hollis,Thompson,2014-11-26,PHI,BRK,1723,5,7,4,6,0,0,1,3,4,1,0,1,0,3,14,24.5
Gerald,Henderson,2014-11-26,CHO,POR,1895,6,8,0,1,3,4,1,4,5,1,0,0,0,3,15,22.75
A.J.,Price,2014-11-26,IND,SAS,1248,4,7,3,4,0,0,0,2,2,5,1,0,0,0,11,24.5
Ronnie,Price,2014-11-26,LAL,MEM,1080,5,8,0,1,1,1,1,1,2,5,1,1,0,2,11,25.0
Harrison,Barnes,2014-11-26,GSW,ORL,2158,7,9,1,2,1,2,2,3,5,1,0,0,1,4,16,23.75
Kobe,Bryant,2014-11-26,LAL,MEM,2116,5,15,2,5,10,10,2,2,4,2,0,0,4,1,22,29.0
Andrew,Bogut,2014-11-26,GSW,ORL,1434,3,7,0,0,0,2,3,9,12,7,2,2,1,3,6,39.0
Zach,Randolph,2014-11-26,MEM,LAL,1657,7,10,0,0,2,4,4,5,9,0,0,0,3,0,16,25.75
Samuel,Dalembert,2014-11-26,NYK,DAL,1528,5,10,0,0,3,4,3,10,13,0,2,2,2,5,13,36.25
