first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Luol,Deng,2014-11-09,MIA,DAL,2201,13,19,4,9,0,2,0,5,5,4,1,0,0,1,30,46.25
Nikola,Vucevic,2014-11-09,ORL,BRK,1943,13,19,0,0,1,1,4,8,12,1,2,0,0,3,27,47.5
DeMar,DeRozan,2014-11-09,TOR,PHI,1542,8,12,0,0,8,8,1,5,6,2,2,1,3,1,24,39.0
Bojan,Bogdanovic,2014-11-09,BRK,ORL,1892,9,12,2,3,2,2,4,2,6,1,2,0,1,2,22,35.5
Rudy,Gay,2014-11-09,SAC,OKC,2258,9,19,1,6,4,4,2,8,10,6,2,0,1,2,23,48.5
LaMarcus,Aldridge,2014-11-09,POR,DEN,2172,12,26,1,1,3,4,4,5,9,4,1,1,1,2,28,49.25
Jeremy,Lin,2014-11-09,LAL,CHO,1961,8,12,3,6,2,2,1,2,3,7,1,0,1,3,21,38.25
Brandon,Jennings,2014-11-09,DET,UTA,1888,8,15,3,7,4,4,1,1,2,5,1,0,2,0,23,35.5
Chris,Bosh,2014-11-09,MIA,DAL,2210,7,10,0,2,6,11,2,8,10,5,1,0,3,0,20,40.5
Tyson,Chandler,2014-11-09,DAL,MIA,1788,7,10,0,0,2,3,10,5,15,2,0,1,3,1,16,38.25
Stephen,Curry,2014-11-09,GSW,PHO,2044,10,20,4,10,4,4,0,2,2,10,5,0,10,5,28,52.5
Goran,Dragic,2014-11-09,PHO,GSW,1754,8,12,3,3,0,0,0,2,2,3,3,0,1,1,19,33.0
Isaiah,Thomas,2014-11-09,PHO,GSW,1611,4,13,1,5,13,14,1,2,3,7,1,0,3,1,22,37.25
Deron,Williams,2014-11-09,BRK,ORL,2443,7,12,0,1,4,4,0,4,4,7,2,0,2,3,18,36.5
Mario,Chalmers,2014-11-09,MIA,DAL,2062,6,9,3,5,3,3,0,1,1,4,2,0,1,4,18,30.25
Monta,Ellis,2014-11-09,DAL,MIA,2048,8,14,2,5,5,6,1,1,2,5,0,0,2,5,23,33.0
Terrence,Ross,2014-11-09,TOR,PHI,1756,6,11,4,7,1,2,1,4,5,1,2,2,1,0,17,34.25
Ty,Lawson,2014-11-09,DEN,POR,2300,7,16,0,0,4,6,2,4,6,8,2,0,2,2,18,40.5
Kemba,Walker,2014-11-09,CHO,LAL,2040,7,11,0,0,3,5,1,2,3,4,2,0,1,1,17,30.25
Dwyane,Wade,2014-11-09,MIA,DAL,2136,9,18,1,1,1,2,1,1,2,10,1,0,3,2,20,38.5
Draymond,Green,2014-11-09,GSW,PHO,2156,7,14,3,7,5,5,1,8,9,0,1,4,5,5,22,42.25
Wesley,Matthews,2014-11-09,POR,DEN,2078,8,19,5,13,0,2,1,5,6,3,1,1,0,3,21,39.5
Kenneth,Faried,2014-11-09,DEN,POR,1840,7,16,0,0,5,5,5,2,7,1,0,3,2,3,19,34.25
Damian,Lillard,2014-11-09,POR,DEN,2024,4,9,2,5,1,1,1,4,5,7,2,0,0,3,11,32.75
Jae,Crowder,2014-11-09,DAL,MIA,725,5,6,2,2,3,3,1,0,1,1,0,0,0,1,15,18.75
Evan,Fournier,2014-11-09,ORL,BRK,1981,6,9,2,2,5,8,0,1,1,5,0,0,3,3,19,27.25
Greg,Monroe,2014-11-09,DET,UTA,1930,8,18,0,0,3,5,3,8,11,2,1,0,1,3,19,37.25
Dirk,Nowitzki,2014-11-09,DAL,MIA,1792,6,15,2,3,3,4,0,6,6,3,1,1,1,0,17,33.5
Chris,Johnson,2014-11-09,PHI,TOR,1712,5,12,4,9,2,2,0,1,1,1,3,2,0,5,16,30.75
Mason,Plumlee,2014-11-09,BRK,ORL,966,4,8,0,0,4,6,5,5,10,0,1,1,1,0,12,28.0
Chris,Kaman,2014-11-09,POR,DEN,1121,4,9,0,0,4,5,2,6,8,0,0,5,1,0,12,31.5
Luke,Ridnour,2014-11-09,ORL,BRK,1161,4,6,3,3,0,0,1,3,4,4,1,0,0,3,11,25.5
Gerald,Green,2014-11-09,PHO,GSW,1120,6,12,4,7,3,3,1,2,3,0,1,0,3,0,19,25.25
Serge,Ibaka,2014-11-09,OKC,SAC,2108,6,14,0,3,2,2,4,5,9,1,0,4,1,3,14,34.25
Gordon,Hayward,2014-11-09,UTA,DET,2369,5,13,2,6,5,6,0,4,4,4,3,0,4,1,17,33.0
Dante,Exum,2014-11-09,UTA,DET,1249,2,4,0,1,5,5,1,2,3,5,1,0,0,2,9,22.25
Jeremy,Lamb,2014-11-09,OKC,SAC,2049,5,13,2,3,5,6,1,8,9,4,0,0,3,1,17,33.75
Henry,Sims,2014-11-09,PHI,TOR,1735,5,11,0,0,2,2,5,3,8,3,1,0,1,2,12,28.0
Louis,Williams,2014-11-09,TOR,PHI,1054,5,9,1,2,5,6,0,0,0,1,2,0,2,0,16,21.0
Ben,McLemore,2014-11-09,SAC,OKC,1663,6,9,4,6,0,0,0,2,2,2,0,0,1,3,16,23.0
Greivis,Vasquez,2014-11-09,TOR,PHI,1561,5,11,1,2,2,2,0,4,4,6,1,0,1,2,13,29.0
DeMarcus,Cousins,2014-11-09,SAC,OKC,2049,7,15,0,0,2,5,1,6,7,1,4,2,2,5,16,37.25
Al,Jefferson,2014-11-09,CHO,LAL,2027,10,23,0,0,3,6,3,4,7,1,1,0,2,3,23,34.25
Brook,Lopez,2014-11-09,BRK,ORL,1559,4,9,0,0,4,4,3,2,5,0,1,3,1,2,12,25.75
Arron,Afflalo,2014-11-09,DEN,POR,1549,8,14,1,2,1,1,1,3,4,0,0,0,1,2,18,23.0
Robin,Lopez,2014-11-09,POR,DEN,1702,5,12,0,0,2,2,4,5,9,2,0,3,1,3,12,31.75
Andre,Drummond,2014-11-09,DET,UTA,1867,5,11,0,0,1,2,7,11,18,0,1,1,3,2,11,36.0
Derrick,Favors,2014-11-09,UTA,DET,2122,6,14,0,0,4,6,3,9,12,2,0,1,3,2,16,34.5
Jordan,Hill,2014-11-09,LAL,CHO,1778,6,12,0,0,0,0,2,4,6,7,0,0,1,4,12,29.5
Reggie,Jackson,2014-11-09,OKC,SAC,2508,6,19,1,5,9,10,0,2,2,6,0,0,3,4,22,32.5
Marcus,Morris,2014-11-09,PHO,GSW,2000,6,14,3,8,2,2,3,6,9,0,0,0,1,4,17,29.25
Nick,Collison,2014-11-09,OKC,SAC,1522,4,5,2,2,0,0,2,5,7,2,1,0,1,4,10,24.25
Josh,Smith,2014-11-09,DET,UTA,1778,6,14,0,0,1,2,4,5,9,4,0,1,1,3,13,31.75
Kobe,Bryant,2014-11-09,LAL,CHO,2057,7,20,1,5,6,7,0,6,6,4,1,0,4,1,21,35.0
Enes,Kanter,2014-11-09,UTA,DET,1840,6,11,0,0,2,2,3,8,11,0,0,0,1,4,14,27.25
Marvin,Williams,2014-11-09,CHO,LAL,1758,4,6,3,5,0,0,2,3,5,0,1,0,0,3,11,20.75
Wayne,Ellington,2014-11-09,LAL,CHO,1151,3,4,1,2,2,2,3,2,5,1,0,0,0,1,9,17.25
Carlos,Boozer,2014-11-09,LAL,CHO,1814,7,11,0,0,2,2,0,5,5,1,1,0,2,5,16,24.75
Harrison,Barnes,2014-11-09,GSW,PHO,1906,4,7,2,3,2,4,1,8,9,0,1,0,1,2,12,25.75
Ronnie,Price,2014-11-09,LAL,CHO,1057,2,6,0,2,3,3,0,2,2,8,3,0,1,4,7,27.0
Joe,Ingles,2014-11-09,UTA,DET,1410,3,3,3,3,1,2,1,2,3,0,1,0,1,1,10,16.75
Kendrick,Perkins,2014-11-09,OKC,SAC,1496,4,5,0,0,1,3,3,2,5,0,1,2,1,2,9,20.75
Tony,Wroten,2014-11-09,PHI,TOR,1896,6,16,1,4,5,7,0,3,3,5,1,0,3,3,18,30.25
Darren,Collison,2014-11-09,SAC,OKC,2094,5,15,1,6,1,1,1,4,5,7,2,0,2,2,12,32.25
Alexey,Shved,2014-11-09,PHI,TOR,984,5,11,3,7,1,1,1,1,2,3,0,0,2,1,14,21.5
Alec,Burks,2014-11-09,UTA,DET,2160,6,13,0,1,2,4,0,3,3,4,0,0,1,1,14,23.25
Tyler,Hansbrough,2014-11-09,TOR,PHI,1122,2,2,0,0,3,4,0,6,6,1,1,0,0,2,7,18.0
Kyle,Lowry,2014-11-09,TOR,PHI,1472,5,10,0,3,4,4,1,1,2,3,1,0,4,1,14,21.0
Channing,Frye,2014-11-09,ORL,BRK,1997,5,8,3,4,0,0,0,4,4,3,0,0,3,3,13,22.5
Gary,Neal,2014-11-09,CHO,LAL,1458,4,9,0,2,6,8,0,1,1,1,0,0,1,0,14,16.25
Steve,Blake,2014-11-09,POR,DEN,1345,3,3,3,3,0,0,0,1,1,4,1,0,3,2,9,18.25
Kevin,Garnett,2014-11-09,BRK,ORL,1708,3,9,0,0,2,2,2,6,8,7,1,0,2,4,8,29.5
James,Johnson,2014-11-09,TOR,PHI,1268,4,5,0,1,0,0,0,4,4,3,0,2,2,1,8,20.5
Sebastian,Telfair,2014-11-09,OKC,SAC,1038,5,12,1,5,3,3,0,1,1,2,1,0,2,0,14,19.75
Ed,Davis,2014-11-09,LAL,CHO,1330,5,5,0,0,0,2,1,4,5,0,0,1,1,3,10,17.75
Nicolas,Batum,2014-11-09,POR,DEN,2108,4,11,2,5,0,0,3,6,9,3,1,1,3,2,10,29.25
Jonas,Valanciunas,2014-11-09,TOR,PHI,1381,4,6,0,0,4,4,1,4,5,0,1,2,5,3,12,21.75
K.J.,McDaniels,2014-11-09,PHI,TOR,1686,5,10,1,4,0,1,1,0,1,1,2,4,4,1,11,24.25
Leandro,Barbosa,2014-11-09,GSW,PHO,1859,5,8,2,3,0,0,0,2,2,0,0,1,1,4,12,17.0
Ish,Smith,2014-11-09,OKC,SAC,473,2,2,0,0,3,3,0,0,0,1,0,0,0,0,7,8.5
Timofey,Mozgov,2014-11-09,DEN,POR,2173,3,10,0,0,1,2,4,12,16,0,0,3,2,1,7,32.0
Udonis,Haslem,2014-11-09,MIA,DAL,1112,2,3,0,0,2,2,1,4,5,1,0,1,0,3,6,15.75
Jarrett,Jack,2014-11-09,BRK,ORL,1377,3,6,0,0,0,0,0,2,2,1,2,1,0,1,6,16.0
Trevor,Booker,2014-11-09,UTA,DET,1040,2,4,0,1,4,8,0,4,4,1,1,0,0,2,8,16.5
Randy,Foye,2014-11-09,DEN,POR,1060,2,7,2,4,3,3,1,2,3,1,0,0,0,1,9,15.25
Jameer,Nelson,2014-11-09,DAL,MIA,1693,4,9,2,7,1,2,0,2,2,5,1,0,4,2,11,22.0
Reggie,Evans,2014-11-09,SAC,OKC,831,2,4,0,0,1,1,2,3,5,1,1,0,1,0,5,14.25
Miles,Plumlee,2014-11-09,PHO,GSW,2103,1,3,0,0,4,4,1,7,8,1,2,0,3,2,6,20.0
Joe,Johnson,2014-11-09,BRK,ORL,1939,5,14,1,3,2,3,0,5,5,4,1,0,3,3,13,26.25
Patrick,Patterson,2014-11-09,TOR,PHI,1231,1,2,0,1,0,0,0,3,3,3,1,1,0,1,2,14.25
Carl,Landry,2014-11-09,SAC,OKC,1162,3,4,0,0,3,6,1,0,1,0,0,0,1,2,9,9.75
C.J.,McCollum,2014-11-09,POR,DEN,795,2,4,2,3,0,0,0,0,0,3,0,0,1,0,6,11.0
