first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Russell,Westbrook,2015-02-27,OKC,POR,2246,14,32,0,1,12,14,5,8,13,11,1,0,6,1,40,71.75
Greg,Monroe,2015-02-27,DET,NYK,2665,9,13,0,0,10,15,4,9,13,2,2,2,1,2,28,54.75
LaMarcus,Aldridge,2015-02-27,POR,OKC,2325,10,23,0,2,9,10,7,9,16,5,1,1,1,2,29,60.0
Jimmy,Butler,2015-02-27,CHI,MIN,2553,11,19,0,1,6,7,5,7,12,1,2,2,1,0,28,52.0
Alexis,Ajinca,2015-02-27,NOP,MIA,1298,9,10,0,0,6,8,2,6,8,0,0,3,1,2,24,39.5
Stephen,Curry,2015-02-27,GSW,TOR,1501,8,13,3,4,3,3,3,3,6,5,2,0,2,0,22,41.5
DeAndre,Jordan,2015-02-27,LAC,MEM,2470,4,6,0,0,7,17,6,16,22,3,2,3,1,0,15,56.5
Al,Horford,2015-02-27,ATL,ORL,1848,7,9,0,0,3,4,5,8,13,4,2,0,1,1,17,42.75
Chris,Paul,2015-02-27,LAC,MEM,2371,7,14,1,4,4,4,1,3,4,13,2,0,1,4,19,47.5
Terrence,Jones,2015-02-27,HOU,BRK,2177,11,16,0,1,4,4,3,9,12,0,0,1,2,2,26,42.0
Damian,Lillard,2015-02-27,POR,OKC,2201,10,22,2,7,7,8,0,3,3,5,1,0,1,1,29,42.75
Andrea,Bargnani,2015-02-27,NYK,DET,2177,10,20,1,2,4,5,1,11,12,4,1,1,0,5,25,50.5
Klay,Thompson,2015-02-27,GSW,TOR,1693,9,18,5,8,2,2,0,1,1,5,1,1,0,2,25,40.25
Draymond,Green,2015-02-27,GSW,TOR,1669,6,9,3,5,2,2,1,8,9,2,2,3,0,3,17,42.75
Andre,Drummond,2015-02-27,DET,NYK,2448,9,11,0,0,3,7,6,9,15,1,0,4,3,6,21,47.75
Derrick,Favors,2015-02-27,UTA,DEN,1695,7,10,0,0,7,8,3,7,10,1,1,3,3,4,21,41.5
Trey,Burke,2015-02-27,UTA,DEN,1396,8,12,3,4,0,0,0,2,2,4,4,1,1,3,19,38.5
Mo,Williams,2015-02-27,CHO,BOS,2225,9,23,6,13,7,9,1,6,7,4,1,0,3,5,31,49.25
Luol,Deng,2015-02-27,MIA,NOP,2262,7,11,1,3,7,8,0,3,3,2,1,0,0,3,22,31.25
Jonas,Jerebko,2015-02-27,BOS,CHO,1431,6,9,3,4,1,2,5,5,10,3,0,1,0,2,16,36.5
Mitch,McGary,2015-02-27,OKC,POR,1687,10,13,0,0,0,0,3,6,9,2,1,0,2,2,20,35.25
Ben,McLemore,2015-02-27,SAC,SAS,2120,5,8,1,2,10,12,0,4,4,2,0,0,0,2,21,29.5
