first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Paul,Millsap,2014-11-18,ATL,LAL,1953,11,16,2,4,5,8,0,4,4,3,4,2,1,2,29,51.0
Iman,Shumpert,2014-11-18,NYK,MIL,2182,9,14,2,4,1,1,4,4,8,8,3,0,3,1,21,48.5
Anthony,Davis,2014-11-18,NOP,SAC,2468,11,19,0,0,6,8,1,8,9,0,2,3,0,5,28,49.25
Alec,Burks,2014-11-18,UTA,OKC,2272,5,8,2,3,8,9,1,13,14,3,1,2,3,2,20,47.5
Carmelo,Anthony,2014-11-18,NYK,MIL,2264,10,17,2,4,4,6,2,4,6,5,0,0,1,5,26,41.5
DeMarcus,Cousins,2014-11-18,SAC,NOP,2052,10,18,0,0,4,7,3,14,17,3,0,2,3,3,24,52.25
Kobe,Bryant,2014-11-18,LAL,ATL,2217,10,18,3,7,5,5,0,4,4,3,1,0,3,4,28,39.5
Carlos,Boozer,2014-11-18,LAL,ATL,1768,10,14,0,0,0,0,4,6,10,2,0,0,0,3,20,35.5
Tim,Hardaway,2014-11-18,NYK,MIL,1741,9,14,3,8,3,4,0,2,2,2,0,0,1,2,24,30.5
Jeff,Teague,2014-11-18,ATL,LAL,1836,8,14,1,1,6,6,0,0,0,3,0,0,1,1,23,27.5
Jeremy,Lin,2014-11-18,LAL,ATL,1835,6,7,1,2,2,3,0,3,3,10,2,0,3,5,15,36.75
Ersan,Ilyasova,2014-11-18,MIL,NYK,1218,8,10,3,4,1,4,1,1,2,1,0,0,0,2,20,25.5
Amar'e,Stoudemire,2014-11-18,NYK,MIL,1467,5,6,0,0,4,6,2,3,5,4,2,0,1,3,14,29.75
Ryan,Anderson,2014-11-18,NOP,SAC,1899,9,17,4,12,0,0,0,4,4,0,1,1,0,3,22,33.0
Zaza,Pachulia,2014-11-18,MIL,NYK,2073,6,11,0,0,2,2,7,6,13,4,2,0,4,2,14,38.25
Darren,Collison,2014-11-18,SAC,NOP,1856,3,10,2,3,5,6,0,2,2,11,0,0,0,0,13,33.0
Jeremy,Lamb,2014-11-18,OKC,UTA,2188,5,15,3,7,6,6,0,4,4,4,1,1,0,3,19,35.5
Trey,Burke,2014-11-18,UTA,OKC,2242,7,17,3,5,0,0,0,1,1,9,1,1,1,1,17,36.75
Tyreke,Evans,2014-11-18,NOP,SAC,1872,5,11,1,2,7,8,2,4,6,5,0,0,2,4,18,32.5
Al,Horford,2014-11-18,ATL,LAL,1822,7,8,1,1,0,0,1,7,8,2,0,0,2,0,15,27.5
Nick,Young,2014-11-18,LAL,ATL,1666,6,10,2,4,3,5,1,4,5,0,1,0,0,1,17,26.25
Jordan,Hill,2014-11-18,LAL,ATL,1857,8,17,0,0,2,2,5,5,10,1,0,0,1,4,18,31.5
Jason,Thompson,2014-11-18,SAC,NOP,1524,6,10,0,0,3,4,6,3,9,0,0,0,2,2,15,25.25
Eric,Gordon,2014-11-18,NOP,SAC,2237,7,13,3,6,0,0,0,0,0,4,1,0,3,1,17,25.0
Jrue,Holiday,2014-11-18,NOP,SAC,2049,3,10,0,2,3,4,0,2,2,9,2,0,0,2,9,29.0
Giannis,Antetokounmpo,2014-11-18,MIL,NYK,1073,3,6,0,0,7,7,3,3,6,0,0,0,1,3,13,20.0
Jabari,Parker,2014-11-18,MIL,NYK,1462,6,8,0,1,0,0,3,2,5,1,0,0,1,1,12,19.25
Enes,Kanter,2014-11-18,UTA,OKC,1618,6,16,0,1,4,8,6,9,15,0,0,0,1,2,16,34.25
Pablo,Prigioni,2014-11-18,NYK,MIL,1232,4,5,3,4,0,0,0,1,1,4,2,0,3,2,11,22.25
Brandon,Knight,2014-11-18,MIL,NYK,1972,6,15,1,4,1,2,0,4,4,9,1,0,3,2,14,33.5
Khris,Middleton,2014-11-18,MIL,NYK,1964,4,10,3,5,2,2,1,6,7,3,0,0,1,3,13,27.25
Carl,Landry,2014-11-18,SAC,NOP,971,3,6,0,0,2,2,4,5,9,0,1,0,0,1,8,21.25
