first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Russell,Westbrook,2015-03-04,OKC,PHI,2544,16,33,1,4,16,20,3,12,15,10,3,1,4,3,49,89.25
Anthony,Davis,2015-03-04,NOP,DET,2510,17,30,0,0,5,7,4,9,13,2,3,8,1,1,39,79.75
Isaiah,Canaan,2015-03-04,PHI,OKC,2496,10,16,8,13,3,3,0,7,7,6,1,0,3,1,31,53.25
LeBron,James,2015-03-04,CLE,TOR,2247,9,16,3,6,8,13,1,5,6,14,0,0,3,2,29,57.5
Chris,Paul,2015-03-04,LAC,POR,2520,14,29,2,6,6,6,0,6,6,12,1,0,5,5,36,62.0
Draymond,Green,2015-03-04,GSW,MIL,2421,9,14,4,9,1,6,2,10,12,5,3,3,1,5,23,59.0
Victor,Oladipo,2015-03-04,ORL,PHO,2555,15,25,4,8,4,4,1,3,4,3,3,0,7,4,38,52.0
Louis,Williams,2015-03-04,TOR,CLE,1765,7,8,4,4,8,8,0,2,2,6,0,0,2,4,26,38.5
Brandon,Knight,2015-03-04,PHO,ORL,2331,7,15,4,9,10,12,0,1,1,7,3,0,3,1,28,46.25
Jonas,Valanciunas,2015-03-04,TOR,CLE,1848,12,17,0,0,2,2,4,7,11,1,0,2,1,3,26,44.75
Dwyane,Wade,2015-03-04,MIA,LAL,1861,7,17,0,0,11,12,2,3,5,6,2,1,1,0,25,45.75
Nicolas,Batum,2015-03-04,POR,LAC,2428,6,11,4,8,4,4,1,6,7,8,1,2,1,3,20,48.25
Jason,Richardson,2015-03-04,PHI,OKC,2132,8,19,4,9,9,9,0,6,6,3,1,0,0,2,29,45.0
Kyrie,Irving,2015-03-04,CLE,TOR,2433,9,17,1,5,7,7,0,2,2,8,0,0,2,0,26,40.0
Terrence,Jones,2015-03-04,HOU,MEM,2187,10,14,0,0,1,1,4,5,9,2,1,2,1,1,21,40.75
Kevin,Love,2015-03-04,CLE,TOR,2016,6,10,4,7,6,9,3,7,10,1,1,0,0,1,22,40.0
Goran,Dragic,2015-03-04,MIA,LAL,2171,6,10,1,2,8,8,2,2,4,6,3,0,4,2,21,39.5
Kawhi,Leonard,2015-03-04,SAS,SAC,1730,9,11,2,4,1,4,1,4,5,1,3,1,1,1,21,37.25
Isaiah,Thomas,2015-03-04,BOS,UTA,1588,6,12,2,5,7,8,2,1,3,7,1,0,1,3,21,37.75
George,Hill,2015-03-04,IND,NYK,1636,8,13,3,5,2,2,0,3,3,6,1,0,1,1,21,36.75
Andrea,Bargnani,2015-03-04,NYK,IND,2301,10,17,2,3,3,3,2,2,4,4,1,2,4,2,25,41.0
Marc,Gasol,2015-03-04,MEM,HOU,2010,10,14,0,1,1,2,0,6,6,6,0,1,2,0,21,38.5
James,Harden,2015-03-04,HOU,MEM,2484,7,16,2,7,2,2,1,3,4,13,1,2,3,1,18,48.0
Zach,Randolph,2015-03-04,MEM,HOU,1980,7,12,0,0,1,1,2,6,8,6,3,1,1,1,15,41.5
Hassan,Whiteside,2015-03-04,MIA,LAL,1953,6,10,0,0,6,13,6,19,25,0,0,5,4,4,18,57.25
P.J.,Tucker,2015-03-04,PHO,ORL,2157,7,10,1,2,4,5,1,4,5,0,3,1,1,2,19,33.25
Marvin,Williams,2015-03-04,CHO,BRK,1558,5,8,4,5,4,4,1,6,7,1,0,1,0,1,18,32.25
Kenneth,Faried,2015-03-04,DEN,MIN,1973,8,14,0,0,2,3,4,10,14,2,2,2,3,3,18,45.0
Zaza,Pachulia,2015-03-04,MIL,GSW,1490,5,9,0,0,3,4,6,5,11,4,2,0,1,1,13,36.25
Ed,Davis,2015-03-04,LAL,MIA,1663,7,10,0,0,0,1,2,10,12,0,3,1,0,2,14,37.0
Will,Barton,2015-03-04,DEN,MIN,1825,6,11,2,4,3,4,1,5,6,2,2,0,0,3,17,32.5
Andre,Drummond,2015-03-04,DET,NOP,2069,6,13,0,0,1,2,6,12,18,1,1,6,2,5,13,50.0
Nikola,Vucevic,2015-03-04,ORL,PHO,1816,8,16,0,0,2,2,1,4,5,2,3,1,1,1,18,34.75
Gerald,Henderson,2015-03-04,CHO,BRK,1871,7,11,1,2,4,6,0,2,2,2,1,0,0,2,19,27.0
Tony,Parker,2015-03-04,SAS,SAC,1471,8,14,0,1,3,3,0,1,1,3,2,0,1,1,19,28.25
Mo,Williams,2015-03-04,CHO,BRK,1884,6,13,2,6,0,1,0,3,3,14,0,0,1,3,14,39.25
Danilo,Gallinari,2015-03-04,DEN,MIN,1937,5,10,3,6,3,3,1,4,5,3,1,0,0,2,16,30.25
Mike,Conley,2015-03-04,MEM,HOU,1966,6,9,1,2,4,4,0,2,2,6,1,0,3,2,17,29.5
Shaun,Livingston,2015-03-04,GSW,MIL,1629,7,10,0,0,2,2,0,1,1,6,1,0,1,3,16,27.75
Markieff,Morris,2015-03-04,PHO,ORL,2081,11,17,0,2,1,2,1,5,6,2,0,0,2,4,23,32.5
Stephen,Curry,2015-03-04,GSW,MIL,2195,6,16,6,13,1,2,0,1,1,11,2,2,5,3,19,45.25
Dion,Waiters,2015-03-04,OKC,PHI,2360,9,15,1,3,1,3,1,9,10,3,0,0,2,2,20,36.5
Josh,Smith,2015-03-04,HOU,MEM,1283,6,14,2,5,2,2,3,5,8,2,1,1,0,1,16,34.0
Jeremy,Lin,2015-03-04,LAL,MIA,1742,5,12,1,4,1,2,0,2,2,9,4,0,1,1,12,36.0
DeMar,DeRozan,2015-03-04,TOR,CLE,2366,10,19,2,3,3,3,0,1,1,0,1,0,2,2,25,28.25
Al,Jefferson,2015-03-04,CHO,BRK,1511,8,16,0,0,3,4,0,6,6,1,3,0,2,0,19,33.0
Jodie,Meeks,2015-03-04,DET,NOP,1678,8,14,1,2,3,3,0,0,0,1,2,0,2,0,20,25.0
J.R.,Smith,2015-03-04,CLE,TOR,2212,6,12,3,8,0,0,2,6,8,1,1,2,0,3,15,34.0
C.J.,Miles,2015-03-04,IND,NYK,1262,4,9,3,6,5,5,0,1,1,0,2,1,0,1,16,24.75
LaMarcus,Aldridge,2015-03-04,POR,LAC,2657,12,30,0,2,5,7,1,8,9,0,0,1,1,3,29,41.75
Eric,Bledsoe,2015-03-04,PHO,ORL,2271,3,7,1,1,6,6,1,6,7,9,3,1,7,3,13,40.25
