first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Kevin,Durant,2015-01-16,OKC,GSW,2319,14,18,3,5,5,5,0,9,9,4,1,0,2,0,36,55.75
Kyrie,Irving,2015-01-16,CLE,LAC,2465,12,18,5,7,8,9,1,3,4,5,3,1,4,4,37,58.0
Derrick,Rose,2015-01-16,CHI,BOS,1968,12,20,5,8,0,0,1,2,3,10,1,2,0,0,29,56.25
Blake,Griffin,2015-01-16,LAC,CLE,2484,14,23,0,0,6,7,4,6,10,3,1,0,0,6,34,53.0
Gordon,Hayward,2015-01-16,UTA,LAL,2137,12,18,4,7,3,3,0,3,3,7,1,1,3,0,31,49.75
Brandon,Jennings,2015-01-16,DET,IND,2031,10,23,8,13,9,9,0,2,2,3,2,0,2,1,37,51.0
Chris,Bosh,2015-01-16,MIA,SAC,2339,11,20,3,3,5,6,1,6,7,3,3,1,1,1,30,52.25
Al,Horford,2015-01-16,ATL,TOR,1667,8,8,0,0,6,7,0,5,5,5,0,1,0,0,22,37.75
Luol,Deng,2015-01-16,MIA,SAC,2238,11,18,2,4,1,2,1,5,6,4,2,2,0,0,25,47.5
Jarrett,Jack,2015-01-16,BRK,WAS,2092,12,18,1,2,1,2,1,5,6,7,2,1,2,3,26,49.5
Tristan,Thompson,2015-01-16,CLE,LAC,2376,10,12,0,0,4,4,3,9,12,0,0,2,1,2,24,42.5
Nerlens,Noel,2015-01-16,PHI,NOP,1966,7,10,0,0,3,4,2,9,11,2,2,5,0,2,17,47.75
Serge,Ibaka,2015-01-16,OKC,GSW,2115,12,18,1,2,2,3,5,3,8,1,0,1,1,3,27,40.5
Klay,Thompson,2015-01-16,GSW,OKC,1995,12,22,3,6,5,6,2,2,4,4,0,0,3,1,32,43.0
Russell,Westbrook,2015-01-16,OKC,GSW,2155,7,19,1,4,2,4,3,12,15,16,4,0,3,4,17,66.75
Brook,Lopez,2015-01-16,BRK,WAS,1385,8,14,0,0,10,12,1,2,3,0,2,2,1,3,26,37.25
Jimmy,Butler,2015-01-16,CHI,BOS,2357,10,19,0,2,2,2,1,4,5,2,6,0,1,0,22,42.75
DeAndre,Jordan,2015-01-16,LAC,CLE,2135,7,8,0,0,5,12,6,6,12,1,2,1,1,3,19,41.0
Elfrid,Payton,2015-01-16,ORL,MEM,2354,9,16,0,1,4,5,1,3,4,12,2,0,4,4,22,47.0
Nick,Young,2015-01-16,LAL,UTA,1528,4,9,2,4,13,13,2,0,2,0,0,0,0,0,23,26.5
Dirk,Nowitzki,2015-01-16,DAL,DEN,1802,8,18,4,5,5,5,1,8,9,1,1,0,0,2,25,41.75
Danny,Green,2015-01-16,SAS,POR,2022,6,8,4,5,3,3,0,5,5,2,2,0,1,1,19,33.75
LeBron,James,2015-01-16,CLE,LAC,2549,11,23,3,8,7,12,0,11,11,7,3,0,9,4,32,59.25
Paul,Millsap,2015-01-16,ATL,TOR,1984,6,9,2,2,2,2,1,7,8,4,3,2,3,3,16,41.5
LaMarcus,Aldridge,2015-01-16,POR,SAS,2110,9,18,0,0,6,6,0,8,8,3,1,1,3,1,24,41.0
Pau,Gasol,2015-01-16,CHI,BOS,1859,9,16,0,0,2,3,4,7,11,4,0,2,3,1,20,42.25
Goran,Dragic,2015-01-16,PHO,MIN,2052,10,17,1,2,0,0,3,2,5,8,0,0,3,2,21,38.25
Michael,Carter-Williams,2015-01-16,PHI,NOP,2067,9,19,1,3,3,7,1,5,6,7,3,0,3,1,22,45.0
