first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Danilo,Gallinari,2015-04-10,DEN,DAL,2746,15,23,7,12,10,10,2,7,9,2,1,1,0,4,47,68.75
Andrew,Wiggins,2015-04-10,MIN,LAL,2525,7,15,0,0,15,16,4,6,10,6,2,0,3,1,29,53.0
Tim,Duncan,2015-04-10,SAS,HOU,2050,12,15,0,0,5,8,4,6,10,2,1,3,3,4,29,51.0
Devin,Harris,2015-04-10,DAL,DEN,1761,7,9,3,3,4,6,0,2,2,9,3,0,2,0,21,43.5
Marcin,Gortat,2015-04-10,WAS,BRK,1568,9,11,0,0,3,3,6,10,16,0,0,1,1,3,21,42.5
Gordon,Hayward,2015-04-10,UTA,MEM,2299,8,16,2,4,9,12,1,6,7,3,2,0,2,1,27,44.25
Russell,Westbrook,2015-04-10,OKC,SAC,2281,11,19,1,4,4,4,1,4,5,10,0,0,4,3,27,46.75
DeMar,DeRozan,2015-04-10,TOR,ORL,2232,10,21,3,5,6,6,2,1,3,5,0,0,1,2,29,41.25
Dirk,Nowitzki,2015-04-10,DAL,DEN,2254,10,19,0,3,5,5,0,9,9,4,1,3,2,2,25,49.25
Enes,Kanter,2015-04-10,OKC,SAC,1945,9,14,1,1,6,8,3,3,6,0,1,0,0,2,25,35.0
Khris,Middleton,2015-04-10,MIL,NYK,2094,9,16,3,6,1,1,2,5,7,2,6,0,3,2,22,45.75
Brook,Lopez,2015-04-10,BRK,WAS,1939,12,22,0,0,2,3,3,6,9,0,1,1,0,2,26,41.25
Ty,Lawson,2015-04-10,DEN,DAL,3133,8,21,1,3,2,2,0,5,5,18,0,0,2,0,19,51.75
Ryan,Kelly,2015-04-10,LAL,MIN,2256,7,12,5,6,2,2,0,4,4,7,1,0,1,5,21,40.5
Bojan,Bogdanovic,2015-04-10,BRK,WAS,1776,7,12,6,6,2,2,0,3,3,2,1,0,0,1,22,33.75
Michael,Carter-Williams,2015-04-10,MIL,NYK,1877,8,13,0,1,3,5,0,1,1,7,4,0,2,1,19,37.75
Jordan,Clarkson,2015-04-10,LAL,MIN,2385,8,18,1,3,1,2,3,3,6,9,4,0,2,1,18,46.5
Anthony,Davis,2015-04-10,NOP,PHO,1382,7,12,0,0,5,11,1,8,9,4,1,1,0,0,19,40.25
Tarik,Black,2015-04-10,LAL,MIN,1668,8,9,0,0,2,4,3,7,10,1,1,0,1,4,18,33.5
Dion,Waiters,2015-04-10,OKC,SAC,2420,9,19,2,5,2,4,2,4,6,4,3,0,1,4,22,42.0
