first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Draymond,Green,2015-02-07,GSW,NYK,2035,8,12,3,5,1,1,3,10,13,3,1,2,2,1,20,47.25
Gordon,Hayward,2015-02-07,UTA,SAC,2230,13,23,3,8,1,1,1,1,2,3,2,0,2,1,30,41.5
Pau,Gasol,2015-02-07,CHI,NOP,1654,9,14,1,1,1,2,4,11,15,4,0,3,3,0,20,49.75
Damian,Lillard,2015-02-07,POR,DAL,2541,7,19,4,10,8,9,2,5,7,7,4,2,5,5,26,56.75
Brandon,Knight,2015-02-07,MIL,BOS,2265,9,17,4,8,4,6,0,4,4,5,0,1,2,0,26,41.5
Chandler,Parsons,2015-02-07,DAL,POR,2395,7,16,2,5,4,5,4,5,9,4,3,0,0,4,20,44.25
Derrick,Favors,2015-02-07,UTA,SAC,1959,9,17,0,0,2,3,3,6,9,5,0,3,2,5,20,43.75
Wesley,Matthews,2015-02-07,POR,DAL,2386,7,14,3,8,0,2,3,5,8,3,4,0,1,3,17,40.5
LaMarcus,Aldridge,2015-02-07,POR,DAL,2492,11,22,0,1,3,5,3,11,14,1,0,0,3,0,25,42.5
Dirk,Nowitzki,2015-02-07,DAL,POR,2098,11,19,3,6,0,0,1,2,3,1,0,0,1,2,25,31.25
Robert,Covington,2015-02-07,PHI,CHO,1975,7,15,5,10,3,5,2,6,8,2,1,1,2,4,22,40.5
Jared,Sullinger,2015-02-07,BOS,MIL,1834,8,14,0,3,1,2,2,5,7,2,2,1,0,2,17,34.75
Tony,Snell,2015-02-07,CHI,NOP,1733,7,10,5,6,0,0,0,5,5,0,0,0,0,1,19,27.75
Jimmy,Butler,2015-02-07,CHI,NOP,2023,6,14,0,2,6,6,2,2,4,5,1,0,1,1,18,32.0
Jason,Smith,2015-02-07,NYK,GSW,2021,4,8,0,0,6,6,1,12,13,3,0,0,1,0,14,34.25
Rasual,Butler,2015-02-07,WAS,BRK,1376,6,11,3,6,0,0,0,2,2,4,2,0,0,0,15,29.0
Giannis,Antetokounmpo,2015-02-07,MIL,BOS,2224,6,10,0,0,2,4,3,8,11,5,1,2,3,3,14,39.75
David,Lee,2015-02-07,GSW,NYK,1344,2,3,0,0,6,6,2,8,10,5,0,0,0,3,10,30.0
Gerald,Henderson,2015-02-07,CHO,PHI,2250,5,17,2,3,5,6,0,5,5,9,1,0,0,2,17,39.75
Hollis,Thompson,2015-02-07,PHI,CHO,2030,6,9,3,6,3,4,0,4,4,1,0,0,0,3,18,26.0
Nerlens,Noel,2015-02-07,PHI,CHO,2058,5,9,0,0,2,2,0,7,7,1,3,2,1,0,12,31.75
Brook,Lopez,2015-02-07,BRK,WAS,1846,8,15,0,0,3,5,4,4,8,1,0,1,1,4,19,32.0
Derrick,Rose,2015-02-07,CHI,NOP,1683,8,15,2,5,2,3,0,2,2,4,0,0,2,0,20,28.5
Marvin,Williams,2015-02-07,CHO,PHI,2026,4,7,2,5,3,4,0,6,6,3,3,1,2,3,13,33.0
Stephen,Curry,2015-02-07,GSW,NYK,1879,8,18,5,9,1,3,2,4,6,0,2,0,3,0,22,34.5
Harrison,Barnes,2015-02-07,GSW,NYK,1581,4,5,1,1,3,4,0,1,1,4,2,0,1,2,12,23.25
DeMarcus,Cousins,2015-02-07,SAC,UTA,2243,10,24,0,0,7,11,2,8,10,2,0,2,4,6,27,44.5
Enes,Kanter,2015-02-07,UTA,SAC,1978,7,16,0,1,3,4,5,8,13,1,1,0,3,2,17,35.25
Devin,Harris,2015-02-07,DAL,POR,1805,5,15,4,9,2,2,1,6,7,2,2,1,1,3,16,35.25
Marcus,Thornton,2015-02-07,BOS,MIL,1182,5,11,3,7,1,3,2,2,4,1,2,0,0,1,14,26.0
Monta,Ellis,2015-02-07,DAL,POR,2579,9,25,2,7,0,1,0,4,4,6,4,2,4,2,20,45.0
Al,Jefferson,2015-02-07,CHO,PHI,1804,9,17,0,0,0,0,1,8,9,1,0,2,2,3,18,33.75
Tyson,Chandler,2015-02-07,DAL,POR,2309,5,8,0,0,1,2,9,4,13,0,1,1,3,4,11,29.75
Tyreke,Evans,2015-02-07,NOP,CHI,1812,7,12,1,2,0,0,0,4,4,3,2,1,3,2,15,29.5
Otto,Porter,2015-02-07,WAS,BRK,1270,5,8,1,3,1,1,1,3,4,1,1,1,0,2,12,23.0
Shane,Larkin,2015-02-07,NYK,GSW,1658,5,10,1,3,0,0,2,0,2,4,3,0,1,2,11,25.5
Kris,Humphries,2015-02-07,WAS,BRK,1274,4,8,0,0,1,2,4,7,11,2,1,0,0,2,9,27.75
Kevin,Seraphin,2015-02-07,WAS,BRK,1490,5,9,0,0,3,3,2,6,8,1,0,1,1,3,13,26.0
Marcin,Gortat,2015-02-07,WAS,BRK,1034,5,7,0,0,1,2,5,3,8,2,0,0,1,4,11,23.5
John,Wall,2015-02-07,WAS,BRK,1574,6,12,3,5,2,3,0,2,2,7,0,0,5,1,17,29.0
Ramon,Sessions,2015-02-07,SAC,UTA,1883,3,6,0,1,5,6,2,2,4,5,0,0,2,2,11,22.5
Andrew,Bogut,2015-02-07,GSW,NYK,1077,3,4,0,0,1,2,2,5,7,3,0,2,0,4,7,24.25
Khris,Middleton,2015-02-07,MIL,BOS,2071,5,10,1,3,0,0,0,8,8,2,2,0,2,0,11,27.5
Elijah,Millsap,2015-02-07,UTA,SAC,2176,1,3,0,0,5,6,2,5,7,3,1,0,0,3,7,22.25
Nene,Hilario,2015-02-07,WAS,BRK,1220,4,7,0,0,2,4,1,4,5,4,1,0,2,2,10,23.25
Tayshaun,Prince,2015-02-07,BOS,MIL,1109,4,9,0,1,0,0,2,3,5,3,1,0,0,0,8,20.75
Amar'e,Stoudemire,2015-02-07,NYK,GSW,1005,5,12,0,0,3,4,5,1,6,3,0,0,3,1,13,23.5
Jerome,Jordan,2015-02-07,BRK,WAS,1275,3,4,0,0,3,3,1,2,3,1,0,0,0,3,9,14.25
Doug,McDermott,2015-02-07,CHI,NOP,253,3,3,1,1,2,2,0,0,0,0,0,0,0,0,9,9.5
Ben,McLemore,2015-02-07,SAC,UTA,1923,6,15,3,7,0,0,0,2,2,0,1,1,1,1,15,22.5
Jae,Crowder,2015-02-07,BOS,MIL,1792,4,11,0,3,2,2,1,5,6,4,0,0,0,3,10,23.5
John,Henson,2015-02-07,MIL,BOS,1489,3,6,0,0,3,4,1,4,5,1,0,3,1,4,9,22.25
O.J.,Mayo,2015-02-07,MIL,BOS,1666,3,11,0,3,4,4,0,2,2,3,2,0,0,2,10,21.0
Evan,Turner,2015-02-07,BOS,MIL,2049,3,8,0,1,1,2,0,7,7,7,2,0,3,2,7,28.75
Trevor,Booker,2015-02-07,UTA,SAC,720,4,5,1,2,0,0,0,0,0,1,0,1,0,3,9,13.0
Jose,Calderon,2015-02-07,NYK,GSW,1406,3,6,2,3,1,2,0,2,2,3,1,0,2,0,9,18.0
Jerryd,Bayless,2015-02-07,MIL,BOS,1507,4,7,0,0,1,1,0,4,4,2,1,0,1,3,9,18.5
Omri,Casspi,2015-02-07,SAC,UTA,1471,3,9,0,1,5,6,1,2,3,2,0,0,1,1,11,17.25
Langston,Galloway,2015-02-07,NYK,GSW,2135,5,19,3,7,2,3,1,3,4,3,2,0,1,3,15,29.5
Al-Farouq,Aminu,2015-02-07,DAL,POR,1876,3,9,1,4,2,4,3,6,9,1,1,2,2,4,9,27.25
Jason,Thompson,2015-02-07,SAC,UTA,1683,3,5,0,0,1,2,3,2,5,0,0,1,0,3,7,15.25
Trey,Burke,2015-02-07,UTA,SAC,1538,5,12,0,2,0,1,0,4,4,4,0,0,0,2,10,21.0
Mason,Plumlee,2015-02-07,BRK,WAS,1382,2,4,0,0,2,4,3,4,7,0,2,2,2,4,6,21.75
Alexis,Ajinca,2015-02-07,NOP,CHI,1335,5,9,0,0,0,0,2,2,4,0,0,1,1,3,10,16.5
Anthony,Davis,2015-02-07,NOP,CHI,762,4,11,0,0,0,0,1,4,5,1,1,1,0,0,8,19.75
C.J.,McCollum,2015-02-07,POR,DAL,892,2,6,2,4,3,4,0,1,1,1,1,0,1,0,9,14.25
Marcus,Smart,2015-02-07,BOS,MIL,2162,4,8,2,5,3,5,2,3,5,1,0,0,3,5,13,20.25
Nikola,Mirotic,2015-02-07,CHI,NOP,762,2,3,0,1,0,0,0,2,2,4,0,0,0,0,4,12.5
Andre,Miller,2015-02-07,WAS,BRK,1306,1,2,0,0,2,2,0,2,2,6,1,0,2,2,4,16.5
K.J.,McDaniels,2015-02-07,PHI,CHO,1047,2,4,0,0,4,6,1,7,8,2,0,1,3,3,8,21.5
Reggie,Evans,2015-02-07,SAC,UTA,1350,2,7,0,0,3,6,5,6,11,0,1,0,1,3,7,22.25
Tyler,Zeller,2015-02-07,BOS,MIL,1024,3,6,0,0,4,4,1,3,4,0,0,0,2,2,10,14.0
Jared,Dudley,2015-02-07,MIL,BOS,1457,3,6,2,4,0,0,1,1,2,1,0,0,0,3,8,13.0
Garrett,Temple,2015-02-07,WAS,BRK,1427,3,5,1,1,0,0,1,2,3,3,1,0,2,4,7,16.75
Bojan,Bogdanovic,2015-02-07,BRK,WAS,1226,2,5,1,3,2,2,2,2,4,0,0,0,1,0,7,12.0
Robin,Lopez,2015-02-07,POR,DAL,2194,5,8,0,0,1,2,5,3,8,0,0,1,5,5,11,20.5
DeJuan,Blair,2015-02-07,WAS,BRK,355,2,3,0,0,2,2,1,0,1,0,0,0,0,1,6,7.25
Drew,Gooden,2015-02-07,WAS,BRK,355,1,3,0,0,2,2,1,1,2,0,1,1,0,0,4,10.5
Michael,Kidd-Gilchrist,2015-02-07,CHO,PHI,826,2,4,0,0,1,1,1,2,3,1,0,0,0,0,5,10.25
Omer,Asik,2015-02-07,NOP,CHI,1445,3,8,0,0,0,0,3,4,7,0,0,0,0,0,6,14.75
Henry,Sims,2015-02-07,PHI,CHO,822,3,7,0,0,2,2,0,2,2,2,0,0,1,1,8,13.0
Deron,Williams,2015-02-07,BRK,WAS,1748,0,8,0,2,3,6,0,4,4,7,3,0,0,1,3,24.5
Marreese,Speights,2015-02-07,GSW,NYK,938,3,8,0,0,4,4,1,1,2,0,0,0,1,2,10,12.0
Lance,Stephenson,2015-02-07,CHO,PHI,2008,3,11,0,5,0,0,0,5,5,7,1,1,2,2,6,25.75
Markel,Brown,2015-02-07,BRK,WAS,514,2,4,1,1,1,1,0,0,0,1,1,0,1,0,6,9.5
Jeffery,Taylor,2015-02-07,CHO,PHI,433,2,3,1,2,1,1,0,1,1,1,0,0,1,0,6,8.75
Quincy,Acy,2015-02-07,NYK,GSW,1038,2,6,0,0,0,0,3,2,5,2,0,1,0,2,4,15.25
Luke,Babbitt,2015-02-07,NOP,CHI,629,1,1,1,1,0,0,0,3,3,2,0,0,0,1,3,10.25
Louis,Amundson,2015-02-07,NYK,GSW,596,2,3,0,0,0,0,1,2,3,2,0,0,0,3,4,10.75
Dante,Exum,2015-02-07,UTA,SAC,2037,2,5,1,3,0,0,0,2,2,4,2,0,2,4,5,17.0
Ray,McCallum,2015-02-07,SAC,UTA,997,2,3,0,1,0,0,0,1,1,3,0,0,1,0,4,9.25
Lance,Thomas,2015-02-07,NYK,GSW,2081,4,9,0,0,2,2,0,4,4,0,0,0,2,1,10,14.0
Steve,Blake,2015-02-07,POR,DAL,1200,1,4,0,3,0,0,0,1,1,7,2,0,2,2,2,16.75
Toney,Douglas,2015-02-07,NOP,CHI,956,2,6,1,2,0,0,0,1,1,3,2,0,2,0,5,14.25
Jason,Maxiell,2015-02-07,CHO,PHI,675,1,3,0,0,3,3,3,2,5,0,0,0,0,5,5,11.25
Rudy,Gobert,2015-02-07,UTA,SAC,1028,2,2,0,0,0,2,2,3,5,0,0,2,0,6,4,14.25
Andre,Iguodala,2015-02-07,GSW,NYK,1481,2,4,0,1,0,0,1,3,4,2,1,1,2,2,4,15.0
Jeff,Withey,2015-02-07,NOP,CHI,846,2,3,0,0,1,2,1,2,3,0,0,1,1,1,5,10.25
Taj,Gibson,2015-02-07,CHI,NOP,1475,2,6,0,0,0,0,2,3,5,0,1,1,0,2,4,14.25
Luc,Mbah,2015-02-07,PHI,CHO,2018,4,13,1,3,4,5,0,7,7,1,0,0,3,3,13,22.25
Jose,Barea,2015-02-07,DAL,POR,1976,2,11,1,3,2,2,2,4,6,7,0,0,4,0,7,23.5
Klay,Thompson,2015-02-07,GSW,NYK,2305,5,22,2,6,4,4,1,3,4,2,0,0,2,0,16,24.0
Jarrett,Jack,2015-02-07,BRK,WAS,1608,3,12,0,1,5,6,3,1,4,4,1,0,6,1,11,21.0
Jerami,Grant,2015-02-07,PHI,CHO,922,1,5,0,1,2,2,2,3,5,1,0,1,1,2,4,13.25
Joakim,Noah,2015-02-07,CHI,NOP,1473,1,2,0,0,0,0,0,7,7,0,0,0,0,1,2,10.75
Charlie,Villanueva,2015-02-07,DAL,POR,414,1,2,1,2,0,0,0,3,3,0,0,0,0,1,3,7.25
Quincy,Pondexter,2015-02-07,NOP,CHI,1267,3,6,0,2,0,2,0,0,0,1,0,1,0,3,6,9.5
Quincy,Miller,2015-02-07,SAC,UTA,132,1,2,0,0,0,0,0,1,1,0,1,0,0,0,2,5.25
Nicolas,Batum,2015-02-07,POR,DAL,2548,0,8,0,5,2,2,2,8,10,4,0,0,0,2,2,20.5
Kirk,Hinrich,2015-02-07,CHI,NOP,894,1,4,0,1,0,0,0,2,2,0,2,0,0,0,2,8.5
Meyers,Leonard,2015-02-07,POR,DAL,714,2,2,1,1,0,0,0,4,4,1,0,0,3,3,5,10.5
Darius,Morris,2015-02-07,BRK,WAS,712,1,2,1,1,1,2,0,3,3,0,0,0,1,1,4,7.75
Dante,Cunningham,2015-02-07,NOP,CHI,1309,0,1,0,0,0,0,1,0,1,1,2,1,1,1,0,8.25
Cody,Zeller,2015-02-07,CHO,PHI,1255,1,4,0,0,3,4,0,4,4,0,1,1,2,3,5,13.0
Avery,Bradley,2015-02-07,BOS,MIL,2260,4,15,2,9,0,0,0,3,3,2,0,0,0,4,10,17.75
Ersan,Ilyasova,2015-02-07,MIL,BOS,1106,4,7,1,2,0,0,0,2,2,0,0,0,3,4,9,10.5
Cole,Aldrich,2015-02-07,NYK,GSW,358,1,3,0,0,0,0,2,0,2,1,0,0,0,2,2,6.0
E'Twaun,Moore,2015-02-07,CHI,NOP,629,1,3,0,1,0,0,0,1,1,0,2,0,1,0,2,6.75
Jimmer,Fredette,2015-02-07,NOP,CHI,1176,3,8,0,3,1,1,0,1,1,0,1,0,2,1,7,9.25
Tim,Hardaway,2015-02-07,NYK,GSW,1779,4,11,2,5,0,0,0,3,3,1,1,0,3,5,10,16.75
Jorge,Gutierrez,2015-02-07,MIL,BOS,615,0,1,0,0,0,0,1,1,2,2,0,0,0,1,0,5.5
Carl,Landry,2015-02-07,SAC,UTA,343,1,2,0,0,0,0,1,0,1,0,0,0,0,1,2,3.25
Chris,Kaman,2015-02-07,POR,DAL,932,2,6,0,0,0,0,2,3,5,0,0,1,2,1,4,11.25
