first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
D.J.,Augustin,2015-02-03,DET,MIA,2118,8,14,2,3,7,7,0,4,4,13,1,0,0,0,25,52.5
Chris,Bosh,2015-02-03,MIA,DET,2020,14,23,3,5,3,4,0,3,3,2,1,0,2,0,34,43.25
Gordon,Hayward,2015-02-03,UTA,POR,2184,10,16,3,4,4,7,3,2,5,5,1,1,1,4,27,45.75
DeMarcus,Cousins,2015-02-03,SAC,GSW,2502,10,21,0,0,6,7,3,8,11,4,3,4,3,3,26,58.25
Avery,Bradley,2015-02-03,BOS,NYK,1958,11,14,3,5,1,1,0,1,1,4,1,0,1,2,26,36.25
Stephen,Curry,2015-02-03,GSW,SAC,1714,6,15,2,6,9,10,0,5,5,9,3,0,2,2,23,48.75
Damian,Lillard,2015-02-03,POR,UTA,2227,10,17,0,6,5,7,0,4,4,6,2,0,1,3,25,42.5
Hollis,Thompson,2015-02-03,PHI,DEN,1887,8,12,4,6,3,3,0,3,3,3,1,2,1,3,23,38.75
Jared,Sullinger,2015-02-03,BOS,NYK,2159,11,19,0,3,0,0,2,7,9,6,0,0,1,2,22,41.75
Wesley,Matthews,2015-02-03,POR,UTA,2074,6,10,3,5,6,7,1,2,3,2,3,0,3,2,21,33.75
Ben,McLemore,2015-02-03,SAC,GSW,2404,6,9,4,5,2,2,0,2,2,2,3,0,1,3,18,31.0
LaMarcus,Aldridge,2015-02-03,POR,UTA,2204,8,16,0,2,6,9,4,7,11,0,1,1,2,2,22,38.75
Andre,Drummond,2015-02-03,DET,MIA,2021,6,11,0,0,2,2,6,8,14,1,0,2,0,2,14,37.0
Michael,Carter-Williams,2015-02-03,PHI,DEN,2013,4,12,1,4,6,10,0,8,8,12,2,1,4,0,15,47.5
Wilson,Chandler,2015-02-03,DEN,PHI,1531,7,15,5,10,0,0,0,6,6,2,1,0,0,1,19,34.0
Jason,Smith,2015-02-03,NYK,BOS,1839,6,8,0,0,0,0,3,4,7,5,0,0,0,2,12,28.25
Leandro,Barbosa,2015-02-03,GSW,SAC,1310,4,9,2,4,2,2,1,2,3,5,3,0,0,1,12,30.25
Darren,Collison,2015-02-03,SAC,GSW,2207,8,15,1,4,1,1,0,2,2,7,1,0,1,4,18,33.0
Marreese,Speights,2015-02-03,GSW,SAC,1241,8,13,0,0,1,2,4,4,8,3,0,0,0,6,17,31.5
Danilo,Gallinari,2015-02-03,DEN,PHI,1575,5,11,2,7,10,11,1,3,4,1,1,0,3,5,22,30.0
Derrick,Favors,2015-02-03,UTA,POR,2023,8,18,0,0,4,7,1,3,4,3,1,1,0,2,20,33.5
