first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
James,Harden,2015-02-23,HOU,MIN,2319,7,20,5,11,12,15,1,10,11,10,1,4,3,3,31,70.75
Chris,Paul,2015-02-23,LAC,MEM,2368,13,22,2,3,2,2,0,4,4,10,2,2,4,0,30,57.0
Luol,Deng,2015-02-23,MIA,PHI,1969,11,14,4,5,3,4,0,3,3,2,0,0,1,1,29,37.25
Avery,Bradley,2015-02-23,BOS,PHO,1762,8,14,3,4,4,4,1,3,4,3,6,0,2,3,23,45.0
Goran,Dragic,2015-02-23,MIA,PHI,1983,9,14,2,4,3,4,1,1,2,10,2,0,3,2,23,44.0
Mike,Conley,2015-02-23,MEM,LAC,2029,5,10,1,3,7,8,1,2,3,7,2,0,1,0,18,36.25
Danilo,Gallinari,2015-02-23,DEN,BRK,1826,7,12,3,5,5,5,0,2,2,1,2,0,0,1,22,31.5
Terrence,Jones,2015-02-23,HOU,MIN,1895,6,9,0,0,3,5,9,6,15,0,1,2,1,2,15,39.25
Luke,Babbitt,2015-02-23,NOP,TOR,1373,7,9,4,5,0,0,0,8,8,2,1,0,0,1,18,35.0
Nerlens,Noel,2015-02-23,PHI,MIA,1862,5,10,0,0,8,10,2,5,7,2,0,4,0,4,18,37.75
Hollis,Thompson,2015-02-23,PHI,MIA,1652,7,10,6,9,2,2,0,1,1,1,1,0,2,1,22,28.75
Jonas,Valanciunas,2015-02-23,TOR,NOP,2159,5,10,0,0,7,10,5,9,14,1,1,1,1,3,17,39.5
Deron,Williams,2015-02-23,BRK,DEN,1992,6,15,0,2,4,4,0,5,5,12,1,0,1,2,16,41.75
Brandon,Bass,2015-02-23,BOS,PHO,1785,7,11,0,0,4,6,2,4,6,3,2,0,1,3,18,33.5
Kyle,Lowry,2015-02-23,TOR,NOP,2035,8,19,1,6,5,6,1,1,2,5,3,0,1,3,22,38.0
Eric,Bledsoe,2015-02-23,PHO,BOS,2360,8,18,2,5,3,4,2,5,7,10,2,1,6,3,21,48.75
Andrew,Wiggins,2015-02-23,MIN,HOU,2464,12,24,1,3,5,5,3,3,6,1,1,1,5,5,30,41.0
Tony,Snell,2015-02-23,CHI,MIL,1878,7,11,4,6,2,2,0,2,2,0,1,1,1,1,20,28.0
Ricky,Rubio,2015-02-23,MIN,HOU,2325,2,9,0,4,10,10,0,9,9,7,4,0,5,1,14,41.25
Alex,Len,2015-02-23,PHO,BOS,1899,5,7,0,0,0,0,1,11,12,0,0,6,0,2,10,37.0
DeAndre,Jordan,2015-02-23,LAC,MEM,2425,4,4,0,0,1,4,3,14,17,1,1,2,1,2,9,37.25
Nikola,Mirotic,2015-02-23,CHI,MIL,1865,4,11,2,6,6,8,3,11,14,1,1,2,3,1,16,40.5
Josh,Smith,2015-02-23,HOU,MIN,1594,7,15,2,6,1,1,3,1,4,3,3,1,1,6,17,35.0
Robert,Covington,2015-02-23,PHI,MIA,2030,6,15,3,8,1,3,2,2,4,2,5,0,0,4,16,35.5
Trey,Burke,2015-02-23,UTA,SAS,1708,9,17,1,3,4,4,0,1,1,2,0,0,2,2,23,26.75
Omer,Asik,2015-02-23,NOP,TOR,1879,4,6,0,0,6,10,4,7,11,0,0,2,1,4,14,31.25
Norris,Cole,2015-02-23,NOP,TOR,1504,7,11,1,2,0,0,0,1,1,6,1,0,1,4,15,27.25
Brook,Lopez,2015-02-23,BRK,DEN,1901,6,17,0,1,7,8,6,3,9,0,0,0,0,3,19,30.25
Gorgui,Dieng,2015-02-23,MIN,HOU,1622,1,4,0,0,5,6,5,9,14,4,1,1,0,5,7,34.5
Derrick,Favors,2015-02-23,UTA,SAS,1868,6,15,0,0,2,4,4,6,10,1,3,1,0,3,14,36.0
Pau,Gasol,2015-02-23,CHI,MIL,1765,5,9,0,1,5,8,3,7,10,1,0,1,2,1,15,30.0
Ersan,Ilyasova,2015-02-23,MIL,CHI,2125,6,16,3,8,0,0,2,9,11,2,1,1,0,2,15,37.25
Isaiah,Thomas,2015-02-23,BOS,PHO,1632,6,16,3,8,6,7,0,1,1,7,1,0,5,1,21,33.75
Hassan,Whiteside,2015-02-23,MIA,PHI,1661,5,8,0,0,2,4,3,11,14,0,0,0,0,1,12,29.5
James,Johnson,2015-02-23,TOR,NOP,2107,7,10,1,2,0,0,1,4,5,1,1,1,1,4,15,26.75
Boris,Diaw,2015-02-23,SAS,UTA,1454,5,9,3,4,0,0,0,2,2,2,2,1,1,0,13,25.5
Rudy,Gobert,2015-02-23,UTA,SAS,1857,3,6,0,0,1,2,3,11,14,1,2,3,1,1,7,35.5
Chris,Andersen,2015-02-23,MIA,PHI,1010,2,3,0,0,4,4,4,4,8,0,1,2,0,2,8,24.0
Khris,Middleton,2015-02-23,MIL,CHI,2097,8,19,0,1,1,1,1,5,6,2,3,0,0,3,17,33.5
Tyreke,Evans,2015-02-23,NOP,TOR,2058,5,13,2,4,1,2,1,3,4,12,1,1,4,3,13,39.0
Jeff,Green,2015-02-23,MEM,LAC,2076,5,12,3,6,3,4,1,5,6,2,1,0,2,0,16,29.0
Markel,Brown,2015-02-23,BRK,DEN,2711,4,12,0,4,2,2,2,9,11,2,2,4,1,2,10,38.25
Henry,Sims,2015-02-23,PHI,MIA,1076,5,6,0,0,2,3,0,3,3,3,0,1,1,1,12,21.75
Brandan,Wright,2015-02-23,PHO,BOS,1021,4,5,0,0,3,3,2,3,5,1,0,0,0,1,11,18.75
Marc,Gasol,2015-02-23,MEM,LAC,1840,6,11,0,0,2,2,0,6,6,4,1,3,4,2,14,33.5
Jae,Crowder,2015-02-23,BOS,PHO,1710,4,13,4,9,0,0,0,7,7,4,2,0,0,0,12,32.75
Thaddeus,Young,2015-02-23,BRK,DEN,1419,6,11,1,2,2,2,2,3,5,1,2,1,3,3,15,27.75
Will,Barton,2015-02-23,DEN,BRK,1288,5,11,1,3,4,4,2,2,4,1,0,0,1,0,15,21.5
Alan,Anderson,2015-02-23,BRK,DEN,1695,5,9,3,6,0,0,1,3,4,1,1,0,0,3,13,23.0
Nikola,Pekovic,2015-02-23,MIN,HOU,2064,6,18,0,0,4,4,7,6,13,2,2,0,4,4,16,37.25
Alexis,Ajinca,2015-02-23,NOP,TOR,1642,8,12,0,0,0,0,4,5,9,2,0,1,5,5,16,29.75
Tim,Duncan,2015-02-23,SAS,UTA,1684,7,14,0,0,0,1,5,5,10,0,0,3,2,4,14,31.5
Joe,Ingles,2015-02-23,UTA,SAS,1621,4,7,2,3,0,0,0,3,3,3,3,0,1,4,10,24.75
Mason,Plumlee,2015-02-23,BRK,DEN,979,5,6,0,0,4,5,0,5,5,0,0,0,2,3,14,19.25
Trevor,Ariza,2015-02-23,HOU,MIN,2167,4,11,2,8,0,0,1,7,8,3,4,0,2,3,10,32.5
Jimmy,Butler,2015-02-23,CHI,MIL,2273,4,10,1,2,2,2,2,7,9,4,0,2,3,2,11,31.25
Cory,Jefferson,2015-02-23,BRK,DEN,537,3,4,0,0,1,2,1,4,5,1,1,1,0,0,7,18.75
Markieff,Morris,2015-02-23,PHO,BOS,1803,3,9,1,3,0,0,0,3,3,6,3,0,0,2,7,26.25
Dwyane,Wade,2015-02-23,MIA,PHI,1389,7,13,0,2,4,5,0,3,3,4,1,0,6,2,18,26.75
Joe,Johnson,2015-02-23,BRK,DEN,1694,6,13,0,4,0,0,0,8,8,0,0,3,1,0,12,27.5
P.J.,Tucker,2015-02-23,PHO,BOS,2114,4,10,0,3,5,5,3,9,12,0,2,0,4,4,13,30.0
Evan,Turner,2015-02-23,BOS,PHO,1907,4,8,1,2,1,2,2,6,8,4,1,0,3,2,10,27.0
Joakim,Noah,2015-02-23,CHI,MIL,1970,3,9,0,0,2,2,6,10,16,2,0,0,2,2,8,30.0
Gordon,Hayward,2015-02-23,UTA,SAS,1974,4,15,0,2,10,11,0,3,3,3,1,0,3,3,18,26.75
James,Young,2015-02-23,BOS,PHO,1118,2,3,1,1,3,4,1,4,5,1,0,0,0,2,8,16.25
Henry,Walker,2015-02-23,MIA,PHI,1268,4,5,3,4,0,0,0,1,1,0,0,0,1,1,11,13.25
Mario,Chalmers,2015-02-23,MIA,PHI,1282,4,8,1,2,0,1,1,1,2,6,1,0,1,5,9,22.5
Courtney,Lee,2015-02-23,MEM,LAC,1772,3,8,1,3,2,2,0,1,1,3,2,0,0,3,9,19.25
Jamal,Crawford,2015-02-23,LAC,MEM,1595,4,15,3,8,4,4,1,2,3,2,1,0,2,1,15,24.25
Greivis,Vasquez,2015-02-23,TOR,NOP,855,2,6,0,3,2,2,2,1,3,3,1,0,0,0,6,16.25
DeMar,DeRozan,2015-02-23,TOR,NOP,1876,6,15,0,1,2,4,1,3,4,1,1,0,1,1,14,22.0
Brandon,Knight,2015-02-23,PHO,BOS,2024,8,19,4,11,0,0,1,0,1,4,0,0,4,6,20,27.25
Adreian,Payne,2015-02-23,MIN,HOU,1747,4,15,1,2,2,4,5,5,10,0,0,1,0,0,11,26.0
Kawhi,Leonard,2015-02-23,SAS,UTA,1497,3,6,0,1,2,5,1,3,4,2,3,1,3,2,8,22.5
T.J.,Warren,2015-02-23,PHO,BOS,520,4,5,0,0,0,0,1,1,2,0,0,0,0,1,8,10.5
Amir,Johnson,2015-02-23,TOR,NOP,2111,4,9,0,1,0,2,5,1,6,0,2,0,1,2,8,19.0
Cory,Joseph,2015-02-23,SAS,UTA,1281,3,6,0,0,4,5,0,4,4,3,0,0,3,1,10,18.0
Tyler,Zeller,2015-02-23,BOS,PHO,2166,5,13,0,0,2,3,2,4,6,0,0,1,1,1,12,21.0
Ty,Lawson,2015-02-23,DEN,BRK,1913,3,7,0,2,0,2,0,5,5,10,1,0,4,2,6,27.25
Donatas,Motiejunas,2015-02-23,HOU,MIN,1820,5,10,0,1,2,5,0,3,3,2,1,1,2,4,12,21.75
Ish,Smith,2015-02-23,PHI,MIA,1414,3,7,0,1,1,4,1,2,3,7,3,0,4,3,7,25.25
Joey,Dorsey,2015-02-23,HOU,MIN,358,3,4,0,0,0,0,2,2,4,0,0,0,0,1,6,11.0
Giannis,Antetokounmpo,2015-02-23,MIL,CHI,1847,3,10,0,0,5,6,3,2,5,1,0,1,1,5,11,20.25
Marco,Belinelli,2015-02-23,SAS,UTA,1451,2,7,1,5,2,2,1,1,2,2,1,0,0,1,7,15.0
Kevin,Martin,2015-02-23,MIN,HOU,2360,5,18,3,7,8,8,0,1,1,2,1,0,6,3,21,25.75
Dante,Cunningham,2015-02-23,NOP,TOR,1871,2,4,0,0,1,2,2,4,6,1,1,1,1,2,5,17.5
Marcus,Smart,2015-02-23,BOS,PHO,1422,2,7,1,4,3,4,0,2,2,3,1,0,1,1,8,17.0
Eric,Gordon,2015-02-23,NOP,TOR,2462,4,14,3,9,0,0,0,8,8,4,2,1,5,0,11,32.0
Archie,Goodwin,2015-02-23,PHO,BOS,836,4,10,1,2,1,2,4,0,4,1,0,0,1,3,10,16.5
Darius,Morris,2015-02-23,BRK,DEN,888,2,4,0,1,0,0,2,1,3,4,0,0,1,0,4,13.25
JaVale,McGee,2015-02-23,PHI,MIA,714,3,5,0,0,0,0,1,1,2,1,0,0,0,0,6,10.0
Tony,Allen,2015-02-23,MEM,LAC,1704,4,10,0,1,2,4,2,3,5,0,2,0,2,2,10,19.25
Spencer,Hawes,2015-02-23,LAC,MEM,1924,4,12,1,4,0,0,1,0,1,2,0,3,0,3,9,19.75
Jerryd,Bayless,2015-02-23,MIL,CHI,1894,4,10,0,0,0,2,2,6,8,5,1,0,3,4,8,26.0
Nick,Calathes,2015-02-23,MEM,LAC,968,2,5,0,1,0,0,0,3,3,3,2,0,1,1,4,15.75
Isaiah,Canaan,2015-02-23,PHI,MIA,1777,4,9,3,7,0,0,1,0,1,3,0,0,3,3,11,16.75
Mike,Dunleavy,2015-02-23,CHI,MIL,1207,1,3,0,1,2,2,0,4,4,2,2,0,1,3,4,15.5
Furkan,Aldemir,2015-02-23,PHI,MIA,114,2,2,0,0,0,0,1,1,2,0,0,0,0,0,4,6.5
Louis,Williams,2015-02-23,TOR,NOP,1486,1,8,1,5,6,7,0,2,2,2,2,0,3,0,9,17.5
Jon,Leuer,2015-02-23,MEM,LAC,542,2,2,0,0,0,0,1,2,3,0,0,0,0,1,4,7.75
Patrick,Mills,2015-02-23,SAS,UTA,578,1,1,0,0,2,2,0,0,0,0,1,0,0,1,4,6.0
J.J.,Redick,2015-02-23,LAC,MEM,2228,3,12,1,6,1,2,0,3,3,4,1,0,0,2,8,20.25
Jason,Terry,2015-02-23,HOU,MIN,1688,3,8,3,8,0,0,0,3,3,2,1,0,2,4,9,18.25
Jusuf,Nurkic,2015-02-23,DEN,BRK,1517,3,10,0,0,1,2,4,6,10,1,1,0,1,5,7,22.5
Miles,Plumlee,2015-02-23,MIL,CHI,867,2,5,0,0,1,2,0,2,2,0,0,2,0,0,5,11.5
Dante,Exum,2015-02-23,UTA,SAS,1257,2,3,1,1,0,0,0,1,1,2,2,0,2,4,5,12.75
Derrick,Rose,2015-02-23,CHI,MIL,1975,1,13,1,7,5,6,3,2,5,8,0,1,3,3,8,27.25
Hedo,Turkoglu,2015-02-23,LAC,MEM,302,2,2,0,0,0,0,0,2,2,0,0,1,1,0,4,8.0
Darrell,Arthur,2015-02-23,DEN,BRK,1381,5,15,0,0,0,0,5,2,7,0,0,0,0,5,10,18.75
O.J.,Mayo,2015-02-23,MIL,CHI,2016,4,12,1,4,0,0,2,2,4,3,1,0,3,2,9,19.5
Jeff,Withey,2015-02-23,NOP,TOR,312,2,3,0,0,0,0,1,0,1,0,0,0,0,0,4,5.25
Matt,Barnes,2015-02-23,LAC,MEM,2135,3,7,2,5,0,0,0,7,7,1,0,1,3,4,8,19.75
Kosta,Koufos,2015-02-23,MEM,LAC,1103,2,6,0,0,0,0,2,3,5,1,0,0,0,1,4,11.75
