first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Kobe,Bryant,2014-11-30,LAL,TOR,2496,11,24,0,1,9,13,1,10,11,12,0,1,2,2,31,63.75
Jimmy,Butler,2014-11-30,CHI,BRK,2347,7,12,1,3,11,13,0,4,4,5,1,0,0,1,26,41.0
Pau,Gasol,2014-11-30,CHI,BRK,1976,9,12,0,0,7,8,1,12,13,1,1,2,2,2,25,47.75
LaMarcus,Aldridge,2014-11-30,POR,MIN,2150,11,17,0,0,4,4,3,12,15,2,0,0,1,3,26,47.25
Carmelo,Anthony,2014-11-30,NYK,MIA,2474,11,26,1,6,8,10,3,5,8,2,1,1,0,3,31,48.5
Shabazz,Muhammad,2014-11-30,MIN,POR,1788,12,17,0,0,4,8,4,1,5,1,0,1,1,3,28,37.25
Zach,Randolph,2014-11-30,MEM,SAC,2064,8,16,0,0,6,10,2,10,12,4,3,0,0,3,22,49.0
Reggie,Evans,2014-11-30,SAC,MEM,2098,7,10,0,0,3,6,9,11,20,1,1,1,2,4,17,46.5
Kyle,Lowry,2014-11-30,TOR,LAL,2483,10,28,1,8,8,12,2,4,6,9,3,0,2,6,29,55.5
Stephen,Curry,2014-11-30,GSW,DET,1702,5,9,1,3,5,6,1,2,3,10,1,0,1,2,16,36.75
Danny,Green,2014-11-30,SAS,BOS,2112,7,13,4,9,0,0,1,5,6,3,3,1,1,1,18,39.5
Josh,Smith,2014-11-30,DET,GSW,2045,6,18,0,1,2,4,4,5,9,12,4,1,1,3,14,52.75
Boris,Diaw,2014-11-30,SAS,BOS,1481,5,6,3,4,2,2,2,5,7,3,0,1,0,2,15,31.75
Jordan,Hill,2014-11-30,LAL,TOR,2050,6,11,0,0,4,5,5,7,12,1,0,3,0,3,16,38.5
Brandon,Jennings,2014-11-30,DET,GSW,2109,6,19,3,7,7,7,2,2,4,6,1,0,1,0,22,39.0
Mo,Williams,2014-11-30,MIN,POR,2400,8,18,1,2,4,5,1,4,5,11,2,0,4,5,21,46.25
Marc,Gasol,2014-11-30,MEM,SAC,1833,6,11,0,0,6,6,0,6,6,5,1,1,1,5,18,36.5
Amar'e,Stoudemire,2014-11-30,NYK,MIA,2214,7,13,0,1,5,8,7,5,12,1,0,1,1,4,19,37.0
Damian,Lillard,2014-11-30,POR,MIN,2132,6,14,1,7,4,7,0,1,1,8,3,1,1,1,17,38.25
Kentavious,Caldwell-Pope,2014-11-30,DET,GSW,2184,8,15,4,7,3,5,1,3,4,1,2,0,2,2,23,34.5
Dwyane,Wade,2014-11-30,MIA,NYK,1937,11,18,0,1,5,9,4,1,5,5,0,0,7,1,27,37.25
Wesley,Matthews,2014-11-30,POR,MIN,1985,8,13,6,10,1,2,2,4,6,2,0,0,3,4,23,35.0
Terrence,Ross,2014-11-30,TOR,LAL,2281,8,12,4,7,0,0,1,4,5,1,0,0,1,3,20,29.25
Markieff,Morris,2014-11-30,PHO,ORL,2324,7,15,0,4,4,5,3,7,10,7,0,1,3,4,18,41.5
Goran,Dragic,2014-11-30,PHO,ORL,2455,7,15,3,6,5,5,1,7,8,4,0,0,5,1,22,37.0
Thaddeus,Young,2014-11-30,MIN,POR,2550,6,11,0,2,2,3,0,5,5,4,3,2,1,4,14,35.75
Tobias,Harris,2014-11-30,ORL,PHO,2040,8,18,1,2,4,4,0,8,8,1,2,0,2,1,21,36.0
Greivis,Vasquez,2014-11-30,TOR,LAL,2035,8,16,1,5,2,4,0,0,0,5,1,0,0,1,19,29.0
Darren,Collison,2014-11-30,SAC,MEM,2255,6,14,0,3,4,7,0,7,7,7,4,1,5,0,16,42.75
Patrick,Patterson,2014-11-30,TOR,LAL,2014,3,8,0,4,4,4,5,8,13,3,0,1,0,1,10,32.75
