first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Brandon,Jennings,2015-01-12,DET,TOR,2018,11,22,4,8,8,9,0,2,2,10,2,0,2,1,34,56.5
James,Harden,2015-01-12,HOU,BRK,1787,9,13,4,7,8,8,0,3,3,6,2,0,2,1,30,47.75
Anthony,Davis,2015-01-12,NOP,BOS,2414,10,23,0,0,14,15,3,6,9,4,0,3,0,5,34,57.25
Jonas,Valanciunas,2015-01-12,TOR,DET,2136,14,15,0,0,3,4,4,8,12,0,0,1,2,4,31,47.0
Victor,Oladipo,2015-01-12,ORL,CHI,2184,11,17,3,4,8,10,0,2,2,2,1,0,0,3,33,42.0
Jared,Sullinger,2015-01-12,BOS,NOP,1928,9,17,1,4,8,9,6,4,10,3,1,1,1,1,27,48.0
Nikola,Vucevic,2015-01-12,ORL,CHI,2293,16,24,0,0,1,5,0,11,11,4,0,0,1,4,33,52.25
Jae,Crowder,2015-01-12,BOS,NOP,2187,9,14,2,4,2,2,0,3,3,3,4,2,0,2,22,43.25
Pau,Gasol,2015-01-12,CHI,ORL,2086,10,16,0,1,8,10,0,14,14,1,1,2,4,1,28,51.0
Mason,Plumlee,2015-01-12,BRK,HOU,1739,10,11,0,0,4,4,3,7,10,0,1,0,2,3,24,37.5
Greg,Monroe,2015-01-12,DET,TOR,1973,9,16,0,0,4,7,6,4,10,2,1,1,0,1,22,41.5
Greivis,Vasquez,2015-01-12,TOR,DET,1523,7,9,2,3,0,0,0,3,3,4,1,1,1,0,16,30.25
Donatas,Motiejunas,2015-01-12,HOU,BRK,2217,8,11,1,1,1,2,4,7,11,1,0,0,3,2,18,32.25
Eric,Gordon,2015-01-12,NOP,BOS,2155,7,12,3,5,4,4,2,0,2,3,1,0,4,4,21,29.5
Elfrid,Payton,2015-01-12,ORL,CHI,1964,5,7,0,0,0,0,1,3,4,7,2,1,1,4,10,31.0
Derrick,Rose,2015-01-12,CHI,ORL,1828,8,15,1,5,1,3,0,2,2,7,2,0,3,3,18,34.0
Bojan,Bogdanovic,2015-01-12,BRK,HOU,2228,4,9,0,2,5,5,2,3,5,3,2,0,0,4,13,27.75
Amir,Johnson,2015-01-12,TOR,DET,1789,6,14,0,0,0,0,4,6,10,5,1,2,1,4,12,37.5
Trevor,Ariza,2015-01-12,HOU,BRK,1654,4,6,3,5,1,1,0,4,4,1,1,0,0,0,12,22.0
James,Johnson,2015-01-12,TOR,DET,2090,3,3,0,0,5,6,1,3,4,4,0,1,1,5,11,23.5
Tyreke,Evans,2015-01-12,NOP,BOS,2079,7,15,1,3,4,6,1,7,8,3,0,0,3,2,19,32.5
Jonas,Jerebko,2015-01-12,DET,TOR,1547,4,5,0,1,2,2,1,3,4,2,1,0,0,2,10,20.0
Jimmy,Butler,2015-01-12,CHI,ORL,2572,5,13,3,6,4,4,2,0,2,2,0,0,1,2,17,23.5
Brook,Lopez,2015-01-12,BRK,HOU,1420,5,8,0,0,2,2,3,3,6,0,1,1,2,2,12,22.5
Andre,Drummond,2015-01-12,DET,TOR,1700,3,12,0,0,4,6,7,7,14,1,1,1,0,3,10,33.0
Evan,Turner,2015-01-12,BOS,NOP,1474,4,8,1,3,1,2,1,6,7,5,1,0,2,1,10,27.75
Patrick,Beverley,2015-01-12,HOU,BRK,1495,4,10,2,8,1,2,3,4,7,5,0,0,2,3,11,27.25
