first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Khris,Middleton,2015-03-11,MIL,ORL,2495,12,17,4,4,2,2,0,3,3,5,2,0,1,2,30,46.75
Chris,Paul,2015-03-11,LAC,OKC,2212,11,19,5,8,6,7,0,4,4,9,2,0,5,3,33,55.5
J.J.,Redick,2015-03-11,LAC,OKC,2113,6,14,3,6,10,10,1,4,5,7,3,0,1,2,25,48.75
Aaron,Brooks,2015-03-11,CHI,PHI,2192,12,20,3,7,4,6,0,4,4,5,0,0,1,2,31,44.5
Anthony,Morrow,2015-03-11,OKC,LAC,2133,8,12,6,9,4,4,0,3,3,1,3,0,0,5,26,40.25
Matt,Barnes,2015-03-11,LAC,OKC,2384,6,8,6,7,4,4,0,3,3,1,3,2,0,4,22,40.25
Danilo,Gallinari,2015-03-11,DEN,ATL,1439,8,12,4,5,3,3,1,4,5,5,1,0,1,0,23,40.25
Andre,Drummond,2015-03-11,DET,GSW,2012,11,23,0,0,0,2,15,10,25,0,2,2,3,3,22,59.75
Michael,Kidd-Gilchrist,2015-03-11,CHO,SAC,1913,9,12,0,0,5,8,1,8,9,2,1,2,1,5,23,42.75
Dwyane,Wade,2015-03-11,MIA,BRK,2015,10,25,0,1,8,11,2,1,3,9,2,0,2,1,28,48.25
Ben,McLemore,2015-03-11,SAC,CHO,2448,10,16,3,4,4,4,0,2,2,2,1,0,1,3,27,35.5
Chris,Andersen,2015-03-11,MIA,BRK,1770,8,9,0,0,2,4,5,9,14,1,1,1,1,3,18,40.5
Klay,Thompson,2015-03-11,GSW,DET,2092,11,19,3,6,2,2,0,2,2,3,1,1,2,1,27,38.5
Markieff,Morris,2015-03-11,PHO,MIN,2220,10,15,0,2,4,4,1,2,3,2,1,1,3,2,24,33.25
LaMarcus,Aldridge,2015-03-11,POR,HOU,1962,12,20,1,3,1,1,6,8,14,1,0,1,5,5,26,45.0
Kenneth,Faried,2015-03-11,DEN,ATL,1278,6,7,0,0,2,2,2,3,5,2,1,4,1,1,14,32.75
Pau,Gasol,2015-03-11,CHI,PHI,2608,13,25,0,0,1,2,4,12,16,2,0,1,4,3,27,50.0
Gerald,Henderson,2015-03-11,CHO,SAC,2041,7,16,0,2,3,4,1,5,6,11,0,0,1,1,17,40.5
Brook,Lopez,2015-03-11,BRK,MIA,1955,6,11,0,1,3,4,5,9,14,1,0,1,0,1,15,36.0
Trevor,Ariza,2015-03-11,HOU,POR,2256,3,7,3,6,2,2,1,5,6,6,2,1,0,1,11,35.0
