first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Wesley,Matthews,2015-02-25,POR,SAS,2018,11,18,4,10,5,7,2,3,5,3,3,0,0,2,31,49.75
Rudy,Gay,2015-02-25,SAC,MEM,2092,12,20,1,5,3,5,2,3,5,6,1,0,2,3,28,44.75
John,Henson,2015-02-25,MIL,PHI,1733,9,12,0,0,3,5,4,5,9,2,2,3,3,1,21,43.75
Will,Barton,2015-02-25,DEN,PHO,2062,6,9,3,5,7,8,2,6,8,3,0,1,2,2,22,39.0
Kevin,Martin,2015-02-25,MIN,WAS,1833,10,15,2,4,6,7,0,2,2,1,2,0,3,2,28,35.5
DeAndre,Jordan,2015-02-25,LAC,HOU,2253,9,12,0,0,4,8,4,15,19,1,0,2,3,4,22,49.75
Chris,Paul,2015-02-25,LAC,HOU,2312,8,18,2,4,4,4,1,2,3,14,0,0,2,4,22,46.75
Pau,Gasol,2015-02-25,CHI,CHO,2074,11,20,0,0,3,4,2,11,13,1,0,4,2,3,25,49.75
Rudy,Gobert,2015-02-25,UTA,LAL,2136,6,11,0,0,4,7,8,6,14,2,1,3,1,1,16,44.0
Jonas,Jerebko,2015-02-25,BOS,NYK,1254,7,10,4,6,2,2,1,4,5,2,1,0,1,2,20,32.75
Michael,Kidd-Gilchrist,2015-02-25,CHO,CHI,2502,7,12,0,0,4,6,4,8,12,1,1,0,0,1,18,36.5
Tim,Duncan,2015-02-25,SAS,POR,1709,9,12,0,0,2,2,1,7,8,2,1,0,2,1,20,34.0
Nicolas,Batum,2015-02-25,POR,SAS,2190,6,8,3,5,0,0,3,1,4,9,2,1,5,1,15,38.5
Quincy,Pondexter,2015-02-25,NOP,BRK,2404,9,13,4,8,3,3,0,5,5,2,0,0,3,4,25,34.75
Luol,Deng,2015-02-25,MIA,ORL,2398,8,14,1,2,4,6,1,6,7,2,1,0,0,2,21,35.25
James,Harden,2015-02-25,HOU,LAC,2189,4,13,3,9,10,12,0,4,4,10,0,0,3,1,21,41.0
Jordan,Clarkson,2015-02-25,LAL,UTA,2046,10,16,1,3,1,1,2,2,4,3,2,0,2,4,22,35.0
Jae,Crowder,2015-02-25,BOS,NYK,1714,7,12,3,5,1,2,1,5,6,4,1,0,0,3,18,35.0
Ed,Davis,2015-02-25,LAL,UTA,1569,6,8,0,0,0,0,6,3,9,3,1,3,0,6,12,35.75
P.J.,Tucker,2015-02-25,PHO,DEN,1859,3,9,0,3,6,6,3,5,8,2,5,1,1,2,12,36.5
Hassan,Whiteside,2015-02-25,MIA,ORL,2193,5,8,0,0,5,8,4,9,13,0,0,3,0,5,15,37.25
Kyle,Korver,2015-02-25,ATL,DAL,2021,6,12,4,10,0,0,1,5,6,3,0,2,0,0,16,34.0
Isaiah,Thomas,2015-02-25,BOS,NYK,1626,3,10,2,6,11,11,0,6,6,7,0,0,4,2,19,36.0
Corey,Brewer,2015-02-25,HOU,LAC,1605,7,17,2,6,4,5,0,6,6,2,1,1,0,1,20,35.5
Donatas,Motiejunas,2015-02-25,HOU,LAC,2013,7,11,3,4,1,2,3,6,9,1,0,1,2,3,18,33.25
Jamal,Crawford,2015-02-25,LAC,HOU,1997,10,17,3,7,1,1,0,2,2,0,0,0,2,0,24,27.0
Tyreke,Evans,2015-02-25,NOP,BRK,2254,5,13,1,4,4,6,0,4,4,11,1,2,3,2,15,41.5
Kawhi,Leonard,2015-02-25,SAS,POR,2110,5,13,1,4,3,3,2,6,8,3,4,1,2,1,14,38.0
Evan,Turner,2015-02-25,BOS,NYK,2064,5,9,0,0,0,0,1,11,12,10,0,0,1,3,10,39.5
Thaddeus,Young,2015-02-25,BRK,NOP,1685,8,12,1,1,2,4,2,3,5,0,0,0,0,2,19,25.75
Derrick,Favors,2015-02-25,UTA,LAL,2144,7,10,0,0,4,8,3,6,9,1,1,1,3,3,18,33.25
Joe,Johnson,2015-02-25,BRK,NOP,2320,9,17,3,5,0,0,1,9,10,1,1,1,3,3,21,39.0
Brook,Lopez,2015-02-25,BRK,NOP,2063,7,14,0,0,1,1,3,4,7,0,1,4,0,2,15,33.75
Jordan,Hill,2015-02-25,LAL,UTA,1595,7,12,0,0,2,2,1,4,5,1,2,1,0,4,16,29.75
Khris,Middleton,2015-02-25,MIL,PHI,2042,9,12,1,2,0,0,0,5,5,3,0,0,3,2,19,28.75
Marcus,Smart,2015-02-25,BOS,NYK,1787,6,9,3,5,1,2,1,1,2,4,1,1,2,3,16,29.0
Elijah,Millsap,2015-02-25,UTA,LAL,1800,5,8,1,1,6,7,0,7,7,1,0,0,2,0,17,26.75
Nikola,Pekovic,2015-02-25,MIN,WAS,2094,6,14,0,0,3,4,6,7,13,1,1,0,1,1,15,34.25
Trevor,Ariza,2015-02-25,HOU,LAC,2070,6,11,5,9,0,0,0,4,4,4,0,0,1,3,17,30.0
DeMarcus,Cousins,2015-02-25,SAC,MEM,1466,6,13,0,0,4,6,2,7,9,6,1,1,2,6,16,39.25
Danny,Green,2015-02-25,SAS,POR,1938,4,9,3,7,6,6,3,2,5,0,0,1,1,3,17,26.25
Bernard,James,2015-02-25,DAL,ATL,1628,2,3,0,0,3,4,7,4,11,3,0,2,1,1,7,28.75
Damian,Lillard,2015-02-25,POR,SAS,2021,7,15,3,4,1,1,1,6,7,5,1,0,3,2,18,36.25
Andrew,Wiggins,2015-02-25,MIN,WAS,2153,6,13,0,2,7,9,0,3,3,1,1,2,2,0,19,29.25
Andrea,Bargnani,2015-02-25,NYK,BOS,1526,5,13,0,2,7,9,2,4,6,1,0,2,0,1,17,30.0
Ty,Lawson,2015-02-25,DEN,PHO,2302,5,12,2,5,1,2,1,3,4,7,3,0,1,4,13,35.0
Jason,Richardson,2015-02-25,PHI,MIL,1506,6,11,4,8,0,0,0,4,4,2,1,0,0,3,16,28.0
Eric,Bledsoe,2015-02-25,PHO,DEN,2137,7,15,1,3,3,3,2,4,6,6,2,1,6,2,18,38.0
Joakim,Noah,2015-02-25,CHI,CHO,2023,1,4,0,0,2,2,3,8,11,8,1,3,1,2,4,37.25
Zach,Randolph,2015-02-25,MEM,SAC,1825,7,10,1,1,5,6,0,5,5,1,0,0,3,4,20,26.75
Terrence,Jones,2015-02-25,HOU,LAC,1940,6,13,0,1,2,3,4,4,8,1,0,5,1,3,14,35.0
Al,Horford,2015-02-25,ATL,DAL,1629,4,10,0,0,3,4,2,6,8,6,2,0,1,2,11,33.5
Nikola,Vucevic,2015-02-25,ORL,MIA,2443,10,21,0,0,6,9,2,6,8,0,1,0,4,4,26,36.0
Brandon,Knight,2015-02-25,PHO,DEN,1980,7,16,3,8,2,2,0,3,3,5,0,0,2,1,19,30.75
Jimmy,Butler,2015-02-25,CHI,CHO,2171,5,11,0,3,4,5,1,6,7,5,2,0,3,1,14,32.75
Dante,Cunningham,2015-02-25,NOP,BRK,2001,6,11,0,0,1,2,2,5,7,1,2,1,1,1,13,28.75
Mo,Williams,2015-02-25,CHO,CHI,1570,7,15,1,4,2,2,0,2,2,5,1,0,1,3,17,29.0
Omer,Asik,2015-02-25,NOP,BRK,1724,5,6,0,0,2,2,4,9,13,1,0,1,3,4,12,30.25
Jared,Dudley,2015-02-25,MIL,PHI,1674,3,7,1,3,0,0,1,4,5,6,4,0,1,1,7,30.25
Monta,Ellis,2015-02-25,DAL,ATL,1820,9,14,1,5,0,0,1,1,2,2,0,0,2,3,19,24.0
Marc,Gasol,2015-02-25,MEM,SAC,2185,4,10,0,0,6,9,1,6,7,6,0,3,3,3,14,36.25
Jose,Barea,2015-02-25,DAL,ATL,1811,6,10,1,3,0,0,1,4,5,7,0,0,3,2,13,28.75
DeMarre,Carroll,2015-02-25,ATL,DAL,1625,5,9,2,5,1,2,2,2,4,3,0,0,1,0,13,23.0
Louis,Amundson,2015-02-25,NYK,BOS,1374,6,8,0,0,2,2,0,2,2,3,1,0,2,3,14,22.0
Marcus,Morris,2015-02-25,PHO,DEN,1364,4,6,1,1,3,4,3,6,9,1,0,0,2,1,12,24.25
Brian,Roberts,2015-02-25,CHO,CHI,1310,5,8,2,5,0,0,0,2,2,3,0,0,0,0,12,20.0
Gerald,Henderson,2015-02-25,CHO,CHI,1953,3,9,0,2,5,5,1,6,7,3,3,1,2,3,11,31.25
Wayne,Ellington,2015-02-25,LAL,UTA,2308,5,12,0,1,5,5,3,7,10,2,0,0,3,1,15,29.0
Jason,Smith,2015-02-25,NYK,BOS,1605,5,9,0,0,4,6,4,6,10,4,0,0,4,4,14,30.5
Jason,Thompson,2015-02-25,SAC,MEM,1966,3,9,0,0,4,6,5,6,11,1,1,4,2,3,10,34.25
Paul,Millsap,2015-02-25,ATL,DAL,1994,7,12,1,2,0,0,3,5,8,2,1,0,4,3,15,28.5
Michael,Carter-Williams,2015-02-25,MIL,PHI,1051,3,5,0,1,1,2,0,0,0,8,2,0,1,2,7,22.5
Danilo,Gallinari,2015-02-25,DEN,PHO,2062,6,16,5,11,3,3,1,6,7,1,1,1,6,0,20,33.75
Joffrey,Lauvergne,2015-02-25,DEN,PHO,1554,4,7,1,1,2,5,3,6,9,1,1,1,2,2,11,27.25
Chris,Kaman,2015-02-25,POR,SAS,1060,4,5,0,0,3,3,3,3,6,0,0,0,1,3,11,18.0
