first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Kevin,Durant,2015-01-09,OKC,UTA,2165,14,21,2,7,2,2,1,4,5,6,1,1,2,2,32,51.25
Russell,Westbrook,2015-01-09,OKC,UTA,2250,9,17,1,1,6,6,1,3,4,12,3,0,3,3,25,53.0
DeMarcus,Cousins,2015-01-09,SAC,DEN,2361,12,25,0,0,8,9,6,7,13,4,3,4,7,4,32,64.75
Jrue,Holiday,2015-01-09,NOP,MEM,2152,7,13,3,6,6,6,0,3,3,8,2,0,0,3,23,44.25
Stephen,Curry,2015-01-09,GSW,CLE,2100,8,15,3,8,4,4,0,1,1,10,2,0,1,1,23,44.25
Robert,Covington,2015-01-09,PHI,BRK,2379,8,12,3,6,1,2,2,5,7,1,6,0,1,2,20,43.25
Ty,Lawson,2015-01-09,DEN,SAC,2168,7,13,1,3,7,10,0,3,3,8,0,1,1,1,22,39.75
Gordon,Hayward,2015-01-09,UTA,OKC,2190,11,18,1,5,4,6,0,4,4,4,3,0,5,1,27,42.0
Klay,Thompson,2015-01-09,GSW,CLE,1778,8,17,4,10,4,4,1,3,4,2,2,1,1,3,24,39.5
P.J.,Tucker,2015-01-09,PHO,SAS,1577,8,11,1,4,2,2,0,6,6,1,2,1,1,0,19,34.0
Trey,Burke,2015-01-09,UTA,OKC,2252,8,15,2,4,2,2,1,4,5,5,2,0,2,0,20,37.75
Danny,Green,2015-01-09,SAS,PHO,2090,6,13,4,7,4,4,0,4,4,1,2,2,0,2,20,36.5
Tyreke,Evans,2015-01-09,NOP,MEM,1960,7,15,0,0,7,10,1,8,9,5,0,1,1,2,21,41.25
Kevin,Love,2015-01-09,CLE,GSW,2280,6,11,1,2,4,4,3,11,14,1,1,0,1,1,17,38.0
Tarik,Black,2015-01-09,LAL,ORL,1032,4,4,0,0,6,7,5,4,9,0,0,1,0,2,14,27.25
Mason,Plumlee,2015-01-09,BRK,PHI,1942,5,9,0,0,5,8,5,10,15,1,2,0,1,2,15,38.75
Andrew,Wiggins,2015-01-09,MIN,MIL,2366,6,17,1,3,7,9,2,5,7,5,2,0,0,3,20,40.75
John,Wall,2015-01-09,WAS,CHI,2092,6,15,0,1,4,4,0,4,4,12,2,1,3,1,16,43.5
Anthony,Davis,2015-01-09,NOP,MEM,2190,7,16,0,0,6,6,2,8,10,2,0,3,1,3,20,41.0
Nene,Hilario,2015-01-09,WAS,CHI,1714,7,11,0,0,1,2,3,8,11,2,2,1,0,4,15,37.75
Marcin,Gortat,2015-01-09,WAS,CHI,2307,10,16,0,0,1,5,3,10,13,1,0,2,2,2,21,41.75
Kyrie,Irving,2015-01-09,CLE,GSW,2435,9,23,2,4,3,4,1,5,6,5,3,0,2,1,23,44.0
Eric,Bledsoe,2015-01-09,PHO,SAS,2339,7,11,3,3,2,4,1,4,5,9,0,0,4,3,19,38.25
Derrick,Favors,2015-01-09,UTA,OKC,2226,9,17,0,0,4,6,4,7,11,1,0,3,4,2,22,41.25
Kyle,Singler,2015-01-09,DET,ATL,1589,6,12,3,6,1,2,3,3,6,5,0,0,0,1,16,32.5
Jarrett,Jack,2015-01-09,BRK,PHI,2203,4,9,0,1,6,8,1,4,5,10,2,0,3,2,14,37.75
Roy,Hibbert,2015-01-09,IND,BOS,2134,7,19,0,0,5,6,3,8,11,4,0,5,2,4,19,47.75
Ed,Davis,2015-01-09,LAL,ORL,1308,5,8,0,0,0,0,6,4,10,1,1,3,0,1,10,32.0
Jusuf,Nurkic,2015-01-09,DEN,SAC,1328,8,11,0,0,0,0,3,5,8,0,1,3,1,6,16,33.5
J.R.,Smith,2015-01-09,CLE,GSW,2522,11,23,3,8,2,2,1,4,5,1,1,0,3,3,27,36.75
Jeremy,Lin,2015-01-09,LAL,ORL,1767,5,12,3,5,5,10,0,3,3,6,4,2,5,2,18,41.75
Mike,Conley,2015-01-09,MEM,NOP,1963,7,18,2,6,3,3,1,4,5,7,1,0,2,2,19,37.75
Rudy,Gay,2015-01-09,SAC,DEN,2252,9,15,2,5,2,4,0,2,2,0,1,1,2,1,22,28.5
Greg,Monroe,2015-01-09,DET,ATL,2194,5,14,0,0,5,5,3,9,12,2,3,0,2,1,15,38.0
Bradley,Beal,2015-01-09,WAS,CHI,2305,7,16,3,4,0,0,1,1,2,4,3,1,2,1,17,34.0
Jeff,Teague,2015-01-09,ATL,DET,2081,4,9,0,2,6,8,0,3,3,11,0,0,3,1,14,32.75
Draymond,Green,2015-01-09,GSW,CLE,1852,5,13,0,6,0,0,1,10,11,8,1,3,1,2,10,43.25
Al,Horford,2015-01-09,ATL,DET,2146,9,21,0,1,1,3,2,14,16,4,0,1,2,2,19,46.0
Luc,Mbah,2015-01-09,PHI,BRK,2160,6,10,2,3,2,2,1,3,4,0,3,1,3,1,16,28.5
Kenneth,Faried,2015-01-09,DEN,SAC,2172,5,8,0,0,2,5,3,10,13,3,1,1,1,5,12,36.25
Justin,Holiday,2015-01-09,GSW,CLE,1102,6,8,1,2,1,1,1,1,2,1,1,0,0,1,14,20.5
Brandon,Jennings,2015-01-09,DET,ATL,1659,6,14,2,6,0,0,1,3,4,8,1,0,1,2,14,33.5
Zach,Randolph,2015-01-09,MEM,NOP,1853,4,9,0,0,3,4,7,4,11,2,2,0,2,1,11,30.75
Brandon,Bass,2015-01-09,BOS,IND,1577,7,14,1,2,2,3,2,2,4,2,1,2,1,4,17,31.0
